subject,study_role,estimate_type,held_out_run,training_runs,method,search_low_hz,search_high_hz,minimum_prominence_db,peak_frequency_hz,candidate_frequency_hz,peak_prominence_db,peak_width_hz,peak_quality,method_available,failure_reason,rest_epoch_count,central_roi,frequency_estimation_data,task_outcome_used
12,method_development,independent_single_run,,6,search_7_15Hz_prom_1.5dB,7.0,15.0,1.5,11.75,11.75,2.6528073741236113,0.6695174315326042,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
12,method_development,independent_single_run,,10,search_7_15Hz_prom_1.5dB,7.0,15.0,1.5,11.75,11.75,3.547695911251708,0.971821274590547,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
12,method_development,independent_single_run,,14,search_7_15Hz_prom_1.5dB,7.0,15.0,1.5,11.5,11.5,3.683828410608214,1.2775929015761172,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
12,method_development,leave_one_run_out,6,10/14,search_7_15Hz_prom_1.5dB,7.0,15.0,1.5,11.5,11.5,3.1880418405479816,1.0961485583026453,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
12,method_development,leave_one_run_out,10,6/14,search_7_15Hz_prom_1.5dB,7.0,15.0,1.5,11.75,11.75,1.9969775399054157,0.8869084350161138,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
12,method_development,leave_one_run_out,14,6/10,search_7_15Hz_prom_1.5dB,7.0,15.0,1.5,11.75,11.75,2.820649891716158,0.8272802478417622,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,6,search_7_14Hz_prom_0.5dB,7.0,14.0,0.5,11.5,11.5,4.121314859567207,2.825237510767777,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,10,search_7_14Hz_prom_0.5dB,7.0,14.0,0.5,10.0,10.0,5.794632756325839,2.5603605569684262,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,14,search_7_14Hz_prom_0.5dB,7.0,14.0,0.5,9.25,9.25,6.430097481185214,1.9070718618553564,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,6,10/14,search_7_14Hz_prom_0.5dB,7.0,14.0,0.5,9.75,9.75,5.84909023293163,4.5050569795240225,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,10,6/14,search_7_14Hz_prom_0.5dB,7.0,14.0,0.5,11.5,11.5,3.7386224681524425,4.890157902813603,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,14,6/10,search_7_14Hz_prom_0.5dB,7.0,14.0,0.5,11.5,11.5,4.864589237335835,3.1388232820497164,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,6,search_7_14Hz_prom_1dB,7.0,14.0,1.0,11.5,11.5,4.121314859567207,2.825237510767777,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,10,search_7_14Hz_prom_1dB,7.0,14.0,1.0,10.0,10.0,5.794632756325839,2.5603605569684262,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,14,search_7_14Hz_prom_1dB,7.0,14.0,1.0,9.25,9.25,6.430097481185214,1.9070718618553564,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,6,10/14,search_7_14Hz_prom_1dB,7.0,14.0,1.0,9.75,9.75,5.84909023293163,4.5050569795240225,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,10,6/14,search_7_14Hz_prom_1dB,7.0,14.0,1.0,11.5,11.5,3.7386224681524425,4.890157902813603,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,14,6/10,search_7_14Hz_prom_1dB,7.0,14.0,1.0,11.5,11.5,4.864589237335835,3.1388232820497164,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,6,search_7_14Hz_prom_1.5dB,7.0,14.0,1.5,11.5,11.5,4.121314859567207,2.825237510767777,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,10,search_7_14Hz_prom_1.5dB,7.0,14.0,1.5,10.0,10.0,5.794632756325839,2.5603605569684262,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,14,search_7_14Hz_prom_1.5dB,7.0,14.0,1.5,9.25,9.25,6.430097481185214,1.9070718618553564,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,6,10/14,search_7_14Hz_prom_1.5dB,7.0,14.0,1.5,9.75,9.75,5.84909023293163,4.5050569795240225,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,10,6/14,search_7_14Hz_prom_1.5dB,7.0,14.0,1.5,11.5,11.5,3.7386224681524425,4.890157902813603,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,14,6/10,search_7_14Hz_prom_1.5dB,7.0,14.0,1.5,11.5,11.5,4.864589237335835,3.1388232820497164,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,6,search_6_14Hz_prom_0.5dB,6.0,14.0,0.5,11.5,11.5,4.252383226291386,2.848188085609531,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,10,search_6_14Hz_prom_0.5dB,6.0,14.0,0.5,10.0,10.0,5.794632756325839,2.5603605569684262,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,14,search_6_14Hz_prom_0.5dB,6.0,14.0,0.5,9.25,9.25,6.601691139157012,1.9496585355624956,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,6,10/14,search_6_14Hz_prom_0.5dB,6.0,14.0,0.5,9.75,9.75,5.84909023293163,4.5050569795240225,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,10,6/14,search_6_14Hz_prom_0.5dB,6.0,14.0,0.5,11.5,11.5,3.974077088007462,5.081796799289247,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,14,6/10,search_6_14Hz_prom_0.5dB,6.0,14.0,0.5,11.5,11.5,4.864589237335835,3.1388232820497164,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,6,search_6_14Hz_prom_1dB,6.0,14.0,1.0,11.5,11.5,4.252383226291386,2.848188085609531,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,10,search_6_14Hz_prom_1dB,6.0,14.0,1.0,10.0,10.0,5.794632756325839,2.5603605569684262,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,14,search_6_14Hz_prom_1dB,6.0,14.0,1.0,9.25,9.25,6.601691139157012,1.9496585355624956,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,6,10/14,search_6_14Hz_prom_1dB,6.0,14.0,1.0,9.75,9.75,5.84909023293163,4.5050569795240225,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,10,6/14,search_6_14Hz_prom_1dB,6.0,14.0,1.0,11.5,11.5,3.974077088007462,5.081796799289247,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,14,6/10,search_6_14Hz_prom_1dB,6.0,14.0,1.0,11.5,11.5,4.864589237335835,3.1388232820497164,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,6,search_6_14Hz_prom_1.5dB,6.0,14.0,1.5,11.5,11.5,4.252383226291386,2.848188085609531,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,10,search_6_14Hz_prom_1.5dB,6.0,14.0,1.5,10.0,10.0,5.794632756325839,2.5603605569684262,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,14,search_6_14Hz_prom_1.5dB,6.0,14.0,1.5,9.25,9.25,6.601691139157012,1.9496585355624956,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,6,10/14,search_6_14Hz_prom_1.5dB,6.0,14.0,1.5,9.75,9.75,5.84909023293163,4.5050569795240225,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,10,6/14,search_6_14Hz_prom_1.5dB,6.0,14.0,1.5,11.5,11.5,3.974077088007462,5.081796799289247,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,14,6/10,search_6_14Hz_prom_1.5dB,6.0,14.0,1.5,11.5,11.5,4.864589237335835,3.1388232820497164,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,6,search_7_15Hz_prom_0.5dB,7.0,15.0,0.5,11.5,11.5,4.121314859567207,2.825237510767777,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,10,search_7_15Hz_prom_0.5dB,7.0,15.0,0.5,10.0,10.0,7.2191542972383616,4.840426809702077,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,14,search_7_15Hz_prom_0.5dB,7.0,15.0,0.5,9.25,9.25,6.430097481185214,1.9070718618553564,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,6,10/14,search_7_15Hz_prom_0.5dB,7.0,15.0,0.5,9.75,9.75,6.157817168121184,4.833635745360618,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,10,6/14,search_7_15Hz_prom_0.5dB,7.0,15.0,0.5,11.5,11.5,3.7386224681524425,4.890157902813603,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,14,6/10,search_7_15Hz_prom_0.5dB,7.0,15.0,0.5,11.5,11.5,5.093413452118256,3.210296516344285,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,6,search_7_15Hz_prom_1dB,7.0,15.0,1.0,11.5,11.5,4.121314859567207,2.825237510767777,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,10,search_7_15Hz_prom_1dB,7.0,15.0,1.0,10.0,10.0,7.2191542972383616,4.840426809702077,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,14,search_7_15Hz_prom_1dB,7.0,15.0,1.0,9.25,9.25,6.430097481185214,1.9070718618553564,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,6,10/14,search_7_15Hz_prom_1dB,7.0,15.0,1.0,9.75,9.75,6.157817168121184,4.833635745360618,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,10,6/14,search_7_15Hz_prom_1dB,7.0,15.0,1.0,11.5,11.5,3.7386224681524425,4.890157902813603,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,14,6/10,search_7_15Hz_prom_1dB,7.0,15.0,1.0,11.5,11.5,5.093413452118256,3.210296516344285,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,6,search_7_15Hz_prom_1.5dB,7.0,15.0,1.5,11.5,11.5,4.121314859567207,2.825237510767777,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,10,search_7_15Hz_prom_1.5dB,7.0,15.0,1.5,10.0,10.0,7.2191542972383616,4.840426809702077,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,independent_single_run,,14,search_7_15Hz_prom_1.5dB,7.0,15.0,1.5,9.25,9.25,6.430097481185214,1.9070718618553564,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,6,10/14,search_7_15Hz_prom_1.5dB,7.0,15.0,1.5,9.75,9.75,6.157817168121184,4.833635745360618,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,10,6/14,search_7_15Hz_prom_1.5dB,7.0,15.0,1.5,11.5,11.5,3.7386224681524425,4.890157902813603,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
14,method_development,leave_one_run_out,14,6/10,search_7_15Hz_prom_1.5dB,7.0,15.0,1.5,11.5,11.5,5.093413452118256,3.210296516344285,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,6,search_7_14Hz_prom_0.5dB,7.0,14.0,0.5,7.75,7.75,4.742091112973256,0.794515738206933,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,10,search_7_14Hz_prom_0.5dB,7.0,14.0,0.5,8.0,8.0,3.6668239254151587,1.0710242152782534,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,14,search_7_14Hz_prom_0.5dB,7.0,14.0,0.5,7.5,7.5,2.6025826238715837,0.36770980118132696,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,6,10/14,search_7_14Hz_prom_0.5dB,7.0,14.0,0.5,8.0,8.0,2.9309215164670235,0.9304342600903903,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,10,6/14,search_7_14Hz_prom_0.5dB,7.0,14.0,0.5,8.0,8.0,2.472902419781448,1.072018508553219,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,14,6/10,search_7_14Hz_prom_0.5dB,7.0,14.0,0.5,8.0,8.0,3.208804828729484,1.0435008548490572,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,6,search_7_14Hz_prom_1dB,7.0,14.0,1.0,7.75,7.75,4.742091112973256,0.794515738206933,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,10,search_7_14Hz_prom_1dB,7.0,14.0,1.0,8.0,8.0,3.6668239254151587,1.0710242152782534,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,14,search_7_14Hz_prom_1dB,7.0,14.0,1.0,7.5,7.5,2.6025826238715837,0.36770980118132696,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,6,10/14,search_7_14Hz_prom_1dB,7.0,14.0,1.0,8.0,8.0,2.9309215164670235,0.9304342600903903,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,10,6/14,search_7_14Hz_prom_1dB,7.0,14.0,1.0,8.0,8.0,2.472902419781448,1.072018508553219,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,14,6/10,search_7_14Hz_prom_1dB,7.0,14.0,1.0,8.0,8.0,3.208804828729484,1.0435008548490572,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,6,search_7_14Hz_prom_1.5dB,7.0,14.0,1.5,7.75,7.75,4.742091112973256,0.794515738206933,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,10,search_7_14Hz_prom_1.5dB,7.0,14.0,1.5,8.0,8.0,3.6668239254151587,1.0710242152782534,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,14,search_7_14Hz_prom_1.5dB,7.0,14.0,1.5,7.5,7.5,2.6025826238715837,0.36770980118132696,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,6,10/14,search_7_14Hz_prom_1.5dB,7.0,14.0,1.5,8.0,8.0,2.9309215164670235,0.9304342600903903,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,10,6/14,search_7_14Hz_prom_1.5dB,7.0,14.0,1.5,8.0,8.0,2.472902419781448,1.072018508553219,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,14,6/10,search_7_14Hz_prom_1.5dB,7.0,14.0,1.5,8.0,8.0,3.208804828729484,1.0435008548490572,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,6,search_6_14Hz_prom_0.5dB,6.0,14.0,0.5,7.75,7.75,4.742091112973256,0.794515738206933,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,10,search_6_14Hz_prom_0.5dB,6.0,14.0,0.5,8.0,8.0,3.6668239254151587,1.0710242152782532,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,14,search_6_14Hz_prom_0.5dB,6.0,14.0,0.5,7.5,7.5,3.3220445522880624,0.4693600620525875,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,6,10/14,search_6_14Hz_prom_0.5dB,6.0,14.0,0.5,8.0,8.0,2.9309215164670235,0.9304342600903903,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,10,6/14,search_6_14Hz_prom_0.5dB,6.0,14.0,0.5,8.0,8.0,2.5757904044036906,1.0887660121952956,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,14,6/10,search_6_14Hz_prom_0.5dB,6.0,14.0,0.5,8.0,8.0,3.208804828729484,1.0435008548490574,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,6,search_6_14Hz_prom_1dB,6.0,14.0,1.0,7.75,7.75,4.742091112973256,0.794515738206933,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,10,search_6_14Hz_prom_1dB,6.0,14.0,1.0,8.0,8.0,3.6668239254151587,1.0710242152782532,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,14,search_6_14Hz_prom_1dB,6.0,14.0,1.0,7.5,7.5,3.3220445522880624,0.4693600620525875,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,6,10/14,search_6_14Hz_prom_1dB,6.0,14.0,1.0,8.0,8.0,2.9309215164670235,0.9304342600903903,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,10,6/14,search_6_14Hz_prom_1dB,6.0,14.0,1.0,8.0,8.0,2.5757904044036906,1.0887660121952956,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,14,6/10,search_6_14Hz_prom_1dB,6.0,14.0,1.0,8.0,8.0,3.208804828729484,1.0435008548490574,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,6,search_6_14Hz_prom_1.5dB,6.0,14.0,1.5,7.75,7.75,4.742091112973256,0.794515738206933,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,10,search_6_14Hz_prom_1.5dB,6.0,14.0,1.5,8.0,8.0,3.6668239254151587,1.0710242152782532,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,14,search_6_14Hz_prom_1.5dB,6.0,14.0,1.5,7.5,7.5,3.3220445522880624,0.4693600620525875,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,6,10/14,search_6_14Hz_prom_1.5dB,6.0,14.0,1.5,8.0,8.0,2.9309215164670235,0.9304342600903903,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,10,6/14,search_6_14Hz_prom_1.5dB,6.0,14.0,1.5,8.0,8.0,2.5757904044036906,1.0887660121952956,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,14,6/10,search_6_14Hz_prom_1.5dB,6.0,14.0,1.5,8.0,8.0,3.208804828729484,1.0435008548490574,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,6,search_7_15Hz_prom_0.5dB,7.0,15.0,0.5,7.75,7.75,4.742091112973256,0.794515738206933,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,10,search_7_15Hz_prom_0.5dB,7.0,15.0,0.5,8.0,8.0,3.6668239254151587,1.0710242152782534,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,14,search_7_15Hz_prom_0.5dB,7.0,15.0,0.5,7.5,7.5,2.6025826238715837,0.36770980118132696,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,6,10/14,search_7_15Hz_prom_0.5dB,7.0,15.0,0.5,8.0,8.0,2.9309215164670235,0.9304342600903903,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,10,6/14,search_7_15Hz_prom_0.5dB,7.0,15.0,0.5,8.0,8.0,2.472902419781448,1.072018508553219,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,14,6/10,search_7_15Hz_prom_0.5dB,7.0,15.0,0.5,8.0,8.0,3.208804828729484,1.0435008548490572,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,6,search_7_15Hz_prom_1dB,7.0,15.0,1.0,7.75,7.75,4.742091112973256,0.794515738206933,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,10,search_7_15Hz_prom_1dB,7.0,15.0,1.0,8.0,8.0,3.6668239254151587,1.0710242152782534,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,14,search_7_15Hz_prom_1dB,7.0,15.0,1.0,7.5,7.5,2.6025826238715837,0.36770980118132696,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,6,10/14,search_7_15Hz_prom_1dB,7.0,15.0,1.0,8.0,8.0,2.9309215164670235,0.9304342600903903,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,10,6/14,search_7_15Hz_prom_1dB,7.0,15.0,1.0,8.0,8.0,2.472902419781448,1.072018508553219,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,14,6/10,search_7_15Hz_prom_1dB,7.0,15.0,1.0,8.0,8.0,3.208804828729484,1.0435008548490572,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,6,search_7_15Hz_prom_1.5dB,7.0,15.0,1.5,7.75,7.75,4.742091112973256,0.794515738206933,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,10,search_7_15Hz_prom_1.5dB,7.0,15.0,1.5,8.0,8.0,3.6668239254151587,1.0710242152782534,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,independent_single_run,,14,search_7_15Hz_prom_1.5dB,7.0,15.0,1.5,7.5,7.5,2.6025826238715837,0.36770980118132696,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,6,10/14,search_7_15Hz_prom_1.5dB,7.0,15.0,1.5,8.0,8.0,2.9309215164670235,0.9304342600903903,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,10,6/14,search_7_15Hz_prom_1.5dB,7.0,15.0,1.5,8.0,8.0,2.472902419781448,1.072018508553219,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
16,method_development,leave_one_run_out,14,6/10,search_7_15Hz_prom_1.5dB,7.0,15.0,1.5,8.0,8.0,3.208804828729484,1.0435008548490572,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
18,method_development,independent_single_run,,6,search_7_14Hz_prom_0.5dB,7.0,14.0,0.5,8.0,8.0,2.772319086697692,0.5469558543538245,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
18,method_development,independent_single_run,,10,search_7_14Hz_prom_0.5dB,7.0,14.0,0.5,9.0,9.0,3.932784395563175,0.6043870650515881,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
18,method_development,independent_single_run,,14,search_7_14Hz_prom_0.5dB,7.0,14.0,0.5,12.25,12.25,3.230280395127835,2.3281330765429917,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
18,method_development,leave_one_run_out,6,10/14,search_7_14Hz_prom_0.5dB,7.0,14.0,0.5,9.0,9.0,2.402020930981678,0.3269146927090478,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
18,method_development,leave_one_run_out,10,6/14,search_7_14Hz_prom_0.5dB,7.0,14.0,0.5,12.25,12.25,2.183417301857105,0.8927470701674443,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
18,method_development,leave_one_run_out,14,6/10,search_7_14Hz_prom_0.5dB,7.0,14.0,0.5,12.0,12.0,2.0929919122179115,0.9845962439599099,well_defined_interior,True,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
18,method_development,independent_single_run,,6,search_7_14Hz_prom_1dB,7.0,14.0,1.0,8.0,8.0,2.772319086697692,0.5469558543538245,well_defined_interior,True,,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
