subject,run,run_trial_index,semantic_condition,task_annotation,task_event_sample,task_event_time_seconds,rest_annotation,rest_event_sample,rest_event_time_seconds,task_quality_status,task_quality_evidence,strong_task_review_candidate,paired_task_metric_status,paired_task_metric_evidence,paired_rest_quality_status,paired_rest_quality_evidence,pair_quality_driver,task_max_p2p_uV,task_median_channel_p2p_uV,task_frontal_max_p2p_uV,task_max_abs_step_uV,task_minimum_channel_std_uV,task_median_channel_std_uV,task_max_p2p_uV_robust_z,task_median_channel_p2p_uV_robust_z,task_frontal_max_p2p_uV_robust_z,task_max_abs_step_uV_robust_z,task_minimum_channel_std_uV_robust_z,task_median_channel_std_uV_robust_z,rest_max_p2p_uV,rest_median_channel_p2p_uV,rest_frontal_max_p2p_uV,rest_max_abs_step_uV,rest_minimum_channel_std_uV,rest_median_channel_std_uV,rest_max_p2p_uV_robust_z,rest_median_channel_p2p_uV_robust_z,rest_frontal_max_p2p_uV_robust_z,rest_max_abs_step_uV_robust_z,rest_minimum_channel_std_uV_robust_z,rest_median_channel_std_uV_robust_z,primary_retained,source_file,source_sha256
1,14,5,both_feet_imagery,T2,7312,45.7,T0,6640,41.5,not flagged,,False,not flagged,,not flagged,,neither,195.64727120879252,134.17520689411776,157.18334114841036,60.393242782012564,14.748737449488486,22.30178985093993,-0.844783544200436,0.03681404734361879,-0.9745110906145747,-1.1765278225425437,0.5587650026090024,0.411859735613165,203.438870439378,113.06603518499686,169.45775137833223,81.90196202325033,13.787334640052915,19.54508182809814,-0.8532703709109405,-1.0739601943272434,-1.0707486660931766,0.12874151314887272,-0.7593161529333348,-0.7189272726837623,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,6,both_fists_imagery,T1,8640,54.0,T0,7968,49.8,not flagged,,False,not flagged,,not flagged,,neither,201.70526655561036,126.47303209642263,179.09841114779132,78.34051238550595,13.009515552798888,20.957432288016737,-0.7910981251248387,-0.519984065961883,-0.7908066576489752,0.0,-0.8253800198102185,-0.5132326494645286,374.63433663934813,142.09514203086084,374.63433663934813,61.45325273252747,15.73913072137956,23.35101530365458,0.43489335812070323,0.6530808018490857,0.439134446656099,-1.079774512942188,0.6061733502696544,1.1433000539883797,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,7,both_feet_imagery,T2,9968,62.3,T0,9296,58.1,not flagged,,False,not flagged,,not flagged,,neither,290.97473382258045,136.81133699446713,290.97473382258045,80.11422492390639,15.005123723818025,23.058591066190758,0.0,0.22738259517008497,0.14700355330764672,0.11627518818876444,0.7628078484961803,0.932637139300137,168.04449349549378,106.22369647831796,121.84082872789703,65.36999528745653,13.908568699004062,18.381253877303006,-1.1195960721858116,-1.4810343602291907,-1.4211589592536655,-0.8482955437608871,-0.6745,-1.2883834198905058,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,8,both_fists_imagery,T1,11296,70.6,T0,10624,66.4,not flagged,,False,not flagged,,not flagged,,neither,201.01412764095227,127.46927717236542,186.53765540273434,67.57517514459256,14.034772090337789,19.961625441808703,-0.7972229370714776,-0.4479644879537547,-0.728446731461858,-0.7057184219555399,-0.009438284118912902,-1.1984769295890696,370.8798995444825,151.45733675131038,370.8798995444825,82.88948165862828,18.59659341159612,23.460101010486547,0.4066430206795958,1.2100698329706427,0.41150575227946945,0.18710379354841306,2.6052732288967255,1.196675233958422,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,9,both_feet_imagery,T2,12624,78.9,T0,11952,74.7,statistical candidate,high median_task_p2p_uV (robust_z=3.73); channel-specific high task p2p: FC5/FC4/C4/F6/P7/P2/P4/P6/P8/PO7/PO3/POz/PO4/PO8/O1/O2,False,statistical candidate,high median_channel_p2p_uV,not flagged,,task_candidate,449.71167454806425,185.23212019436482,394.38409833630226,107.11137731697553,18.04597591813464,26.6843098063419,1.4067127321420287,3.727770659401722,1.0138389625426103,1.886065335748832,3.1828443238229935,3.42760193843739,209.53090662070514,132.87448306231965,207.35320753976984,102.34101817294265,15.512631996007443,21.915232415339794,-0.8074307221227682,0.10451221739398153,-0.7918781057156586,1.3366870398762976,0.4477133374929802,0.4407774936335538,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,10,both_feet_imagery,T2,13952,87.2,T0,13280,83.0,not flagged,,False,not flagged,,not flagged,,neither,331.65158172667486,145.92728195503727,241.86980300411443,86.49158330799241,14.697260038790422,24.823136391324915,0.3604746292109191,0.8863836031141221,-0.26462157369747397,0.5343409853249317,0.5177971411070424,2.1468732089486062,316.83751352377084,133.86337305639591,207.16429943378483,87.91022081715998,13.837855254192627,22.214009158692896,0.0,0.16334467026779775,-0.7932682699915937,0.4838288166119108,-0.7239715957005649,0.5869677041613165,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,11,both_fists_imagery,T1,15280,95.5,T0,14608,91.3,not flagged,,False,not flagged,,not flagged,,neither,216.12830988098816,142.6369460460789,194.2812935902532,77.29383435880752,15.61977649107746,20.376019279877514,-0.6632823905559552,0.6485218466141774,-0.6635352042630356,-0.06861466099639654,1.251974049736909,-0.9133202163802651,238.50160873509955,117.3387869444777,238.50160873509955,69.00432028372579,14.872681900728995,20.476983295492385,-0.5894400913151063,-0.8197595572119016,-0.5626587486718819,-0.6335074151034294,0.0,-0.2629517834921898,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,12,both_feet_imagery,T2,16608,103.8,T0,15936,99.6,not flagged,,False,not flagged,,not flagged,,neither,203.32613812519924,132.54920177220296,203.32613812519924,96.75992042887363,13.609102125078923,22.12744541378371,-0.7767341046032964,-0.08073153009227248,-0.5877162341844002,1.2074787149554946,-0.3482041222950955,0.2918881479626489,256.6676126816959,117.25133337989118,256.6676126816959,70.328118399766,13.434400778550629,18.751721407301524,-0.4527496292083756,-0.8249624693133534,-0.4289761330351647,-0.5552711207829095,-1.0062310267856798,-1.1071152073905208,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,13,both_fists_imagery,T1,17936,112.1,T0,17264,107.9,not flagged,,False,not flagged,,not flagged,,neither,299.86997073594523,118.05024667936611,299.86997073594523,73.81954548652723,14.064514801270555,19.59222385407049,0.07882880295072453,-1.1288758597962134,0.22156842822296788,-0.29637061563988576,0.014232200578410778,-1.452673138452704,361.4664283947923,131.11778108932359,361.4664283947923,79.72358977233017,14.83600698678152,20.371739328600583,0.3358111676610556,0.0,0.34223254011840165,0.0,-0.025658013408917046,-0.3144472161822311,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,14,both_feet_imagery,T2,19264,120.4,T0,18592,116.2,not flagged,,False,not flagged,,statistical candidate,high max_abs_step_uV;high median_channel_std_uV,rest_candidate,318.29684598597987,135.35219053533515,318.29684598597987,96.58627093466903,14.298204344116657,22.67515137294797,0.24212614199069207,0.12189940154999082,0.37603285244023366,1.1960951749621809,0.2002120448625265,0.6687808929127342,543.4262549400783,185.09397125289257,543.4262549400783,160.99392757268527,17.396558808264455,28.353303274616557,1.7049715426369645,3.2112284309971755,1.6812648129774415,4.8030662611122334,1.7657210492366633,3.5908986300635424,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
