subject,cohort,technical_eligibility,failure_reason,subject_is_group_observational_unit,c4_fists_trial_count,c4_negative_trial_count,c4_negative_trial_fraction,c4_median_percent_change,c4_iqr_percentage_points,c4_run_6_median,c4_run_10_median,c4_run_14_median,c4_supporting_run_count,c4_run_direction,c4_qc_sensitivity_median,c4_qc_direction_preserved,c3_fists_trial_count,c3_negative_trial_count,c3_negative_trial_fraction,c3_median_percent_change,c3_iqr_percentage_points,c3_run_6_median,c3_run_10_median,c3_run_14_median,c3_supporting_run_count,c3_run_direction,c3_qc_sensitivity_median,c3_qc_direction_preserved
81,replication_2,eligible,,True,22,12,0.5454545454545454,-17.804359096376487,73.35006236884186,1.2550100897297891,-27.561954357214795,23.050102811505692,1,1/3_negative,-17.759868724663022,True,22,13,0.5909090909090909,-16.14348543222785,71.5751186975489,-11.475535870054916,-16.14348543222785,-32.96189701692452,3,3/3_negative,-17.464664050993324,True
82,replication_2,eligible,,True,24,15,0.625,-25.449723788820478,95.21844541275495,-47.675961788179336,22.72806815048248,-18.739740203818002,2,2/3_negative,-25.267967121241803,True,24,16,0.6666666666666666,-21.8224608262857,71.02204231775426,-30.90571282988126,-30.58494816780958,4.800454642794458,2,2/3_negative,-22.32851517907242,True
83,replication_2,eligible,,True,22,16,0.7272727272727273,-26.386064597546707,54.56680783398564,-61.274323823189725,-30.28641802708814,14.48028582488425,2,2/3_negative,-26.386064597546707,True,22,18,0.8181818181818182,-30.033367889043284,34.59497054161879,-41.446679332790204,-31.681330547737236,-6.063395395167395,3,3/3_negative,-30.033367889043284,True
84,replication_2,eligible,,True,22,15,0.6818181818181818,-23.971077807877013,87.55723866807563,-20.805285812378944,-25.403853831246714,-35.08990902565062,3,3/3_negative,-23.971077807877013,True,22,14,0.6363636363636364,-16.450250559088687,88.39746412102511,-13.05028208925593,-4.4108973239921765,-25.19446967571227,3,3/3_negative,-21.794501205879513,True
85,replication_2,eligible,,True,23,20,0.8695652173913043,-70.04043330124583,36.32305140514115,-37.426086653835846,-85.39349795541848,-73.50136155421964,3,3/3_negative,-73.1123255232401,True,23,20,0.8695652173913043,-79.40056615796107,26.047799389460593,-34.3448573447499,-79.63322970220459,-83.16242920913987,3,3/3_negative,-79.51689793008282,True
86,replication_2,eligible,,True,21,16,0.7619047619047619,-19.91142957793434,38.22656142506964,-26.238448327855796,-19.245596962575547,-14.576808666091916,3,3/3_negative,-24.175708636535028,True,21,17,0.8095238095238095,-33.98359585228129,42.423002716796816,-56.14035736979828,-17.00525144720204,-44.642887284820866,3,3/3_negative,-33.56942047263058,True
87,replication_2,eligible,,True,23,14,0.6086956521739131,-6.233284365069874,57.91426997892292,11.317452307419579,-11.195142939129248,1.383052473393633,1,1/3_negative,-5.8897459047402965,True,23,11,0.4782608695652174,0.3991410906494975,75.46616090838339,-9.596682957106248,-2.269686015194779,39.727925449338386,2,2/3_negative,-0.8459681957862457,False
88,replication_2,technically_incompatible,run6:unexpected_sampling_frequency;unexpected_annotation_counts;run10:unexpected_sampling_frequency;unexpected_annotation_counts;run14:unexpected_sampling_frequency;unexpected_annotation_counts,True,,,,,,,,,,,,,,,,,,,,,,,,
89,replication_2,eligible,,True,24,13,0.5416666666666666,-14.110864635815053,84.26406608489278,6.932344784141441,-15.0295343310769,-15.328873441641836,2,2/3_negative,-5.531317810215446,True,24,12,0.5,4.440633402319037,59.09305515039567,4.481793048535346,1.9927274758143518,8.4066927460475,0,0/3_negative,15.504794414284277,True
90,replication_2,eligible,,True,22,15,0.6818181818181818,-23.167386046282594,61.051464244059275,-23.167386046282594,-49.90198594115667,-15.733703756546227,3,3/3_negative,-20.746645076152237,True,22,16,0.7272727272727273,-29.810353646295987,40.76567918349372,-33.27791881491706,-21.566628134948644,-30.914270170439963,3,3/3_negative,-28.706437122152014,True
91,replication_2,eligible,,True,22,7,0.3181818181818182,38.080937061065576,86.6744105123865,11.708489930079729,79.41388110518365,50.6666160310571,0,0/3_negative,38.080937061065576,True,22,9,0.4090909090909091,8.120582372735422,65.7771879422662,18.323223500176894,0.46501234398689206,5.156423871319256,0,0/3_negative,12.776101276489088,True
92,replication_2,technically_incompatible,run6:unexpected_sampling_frequency;unexpected_annotation_counts;run10:unexpected_sampling_frequency;unexpected_annotation_counts;run14:unexpected_sampling_frequency;unexpected_annotation_counts,True,,,,,,,,,,,,,,,,,,,,,,,,
93,replication_2,eligible,,True,23,16,0.6956521739130435,-59.02763848273846,125.56396336753528,-58.36292416739049,-39.422949039564045,-74.09654403325119,3,3/3_negative,-66.56209125799482,True,23,16,0.6956521739130435,-47.252473335679994,109.7960924218837,-44.56499817373545,-17.84874880919642,-66.75289649533609,3,3/3_negative,-47.88246660339223,True
94,replication_2,eligible,,True,22,15,0.6818181818181818,-31.914719062182655,52.43416153759016,-48.24255399849432,4.735497414638212,-32.534488823875115,2,2/3_negative,-32.534488823875115,True,22,11,0.5,-3.8100529542941204,62.45094004896816,8.070553805286679,-8.717977067624744,-23.692928517134387,2,2/3_negative,0.6646421012101887,False
95,replication_2,eligible,,True,22,16,0.7272727272727273,-32.402305390190826,61.476097130747156,-32.00073406539717,-20.436084138345084,-41.63868380142482,3,3/3_negative,-42.216889839537615,True,22,15,0.6818181818181818,-13.829354100386942,42.091941520217276,-36.49631234775841,-4.0044382615129,7.563161412543371,2,2/3_negative,-13.829354100386942,True
96,replication_2,eligible,,True,21,11,0.5238095238095238,-2.2799671088294153,65.41163530725007,-15.127416092249854,6.988849321436033,13.019590001112322,1,1/3_negative,-1.216341931208571,True,21,10,0.47619047619047616,18.37219327782135,75.48181772913306,-30.53428006318085,19.71485008334574,39.34911524042036,1,1/3_negative,18.729623267162523,True
97,replication_2,eligible,,True,23,11,0.4782608695652174,6.7579467873147525,70.43727444939438,8.37219050444767,-30.083341357136984,28.199069902614216,1,1/3_negative,6.7579467873147525,True,23,12,0.5217391304347826,-2.5664456053975813,65.98772370011793,-2.713853440519425,-22.475021841340524,29.365900883753426,2,2/3_negative,-2.5664456053975813,True
98,replication_2,eligible,,True,21,14,0.6666666666666666,-30.09820493209361,60.80687774406319,-30.09820493209361,-21.89137080424662,-57.16205262793558,3,3/3_negative,-35.22898043265536,True,21,12,0.5714285714285714,-26.794139858946195,73.77838860762043,-26.794139858946195,-24.5584405521556,-36.36935472526075,3,3/3_negative,-31.581747292103472,True
99,replication_2,eligible,,True,21,14,0.6666666666666666,-27.8219300863696,79.42993729346526,-27.8219300863696,24.1373326298528,-43.02554346479517,2,2/3_negative,-27.8219300863696,True,21,13,0.6190476190476191,-17.55350291862319,99.06135928143512,-15.012451127513815,62.494868557407024,-46.555640962569626,2,2/3_negative,-17.55350291862319,True
100,replication_2,technically_incompatible,run6:unexpected_sampling_frequency;unexpected_annotation_counts;run10:unexpected_sampling_frequency;unexpected_annotation_counts;run14:unexpected_sampling_frequency;unexpected_annotation_counts,True,,,,,,,,,,,,,,,,,,,,,,,,
101,replication_2,eligible,,True,24,18,0.75,-17.200615556532746,42.580424110105206,-32.716823790129894,-11.831566387476805,-16.20992896083051,3,3/3_negative,-17.38400470726427,True,24,13,0.5416666666666666,-4.42447218791279,53.43857619554497,-13.88402886830011,-3.9481147984594642,2.047124972608208,2,2/3_negative,-2.8154954916919204,True
102,replication_2,eligible,,True,21,9,0.42857142857142855,6.96580854368642,110.15879116650234,52.92103578900291,6.96580854368642,-47.30652237237902,1,1/3_negative,17.75596991822637,True,21,13,0.6190476190476191,-15.635601419041564,41.284754241852205,4.597448934249232,-19.56298904651444,-40.19662373395033,2,2/3_negative,-15.635601419041564,True
103,replication_2,eligible,,True,22,10,0.45454545454545453,11.978181272218091,64.94481652810367,-10.537633401650325,9.960219181268506,16.635470146128025,1,1/3_negative,16.635470146128025,True,22,17,0.7727272727272727,-19.834084072934072,44.566500700323225,-11.52785273377618,-23.121616043513495,-41.30752136606625,3,3/3_negative,-8.330426590130545,True
104,replication_2,eligible,,True,22,19,0.8636363636363636,-41.38785803639302,38.3387412512028,-32.88726095239797,-41.38785803639302,-45.380945633668404,3,3/3_negative,-44.74675709590694,True,22,18,0.8181818181818182,-25.920323542167097,42.074693496250106,-36.41328427716534,-11.660532773324345,-45.07126765125244,3,3/3_negative,-32.15517310426898,True
105,replication_2,eligible,,True,24,19,0.7916666666666666,-51.483387197064495,53.59083880506002,-46.99512767182979,-58.583435707365126,-30.51754204721935,3,3/3_negative,-51.483387197064495,True,24,17,0.7083333333333334,-36.96149683264377,68.76157664091527,-38.92309231072609,-66.3228135207564,8.566633580443556,2,2/3_negative,-36.96149683264377,True
106,replication_2,eligible,,True,23,20,0.8695652173913043,-38.76990947754308,47.16075018900837,-38.76990947754308,-41.51905117388189,-41.65694544458388,3,3/3_negative,-38.76990947754308,True,23,16,0.6956521739130435,-42.972203078089116,72.72253924657187,35.27516124430586,-53.0991986960163,-35.894403406988474,2,2/3_negative,-44.033435376189026,True
107,replication_2,eligible,,True,22,13,0.5909090909090909,-11.51288609861895,116.44383324605042,-10.717915839126661,-17.242617845279376,2.6089141542920165,2,2/3_negative,-10.717915839126661,True,22,14,0.6363636363636364,-17.538730658235387,70.92973783550002,-23.554308277568968,-7.051195582555575,-41.33805552975778,3,3/3_negative,-15.695640708891608,True
108,replication_2,eligible,,True,22,15,0.6818181818181818,-15.594121679069747,60.284505621987364,-12.337734108506003,-31.871791388215897,-16.230475562861162,3,3/3_negative,-8.141421004651109,True,22,13,0.5909090909090909,-20.56338832595921,87.22522992050342,-37.92138876451468,-20.521495704411816,39.4282444478349,2,2/3_negative,-20.521495704411816,True
109,replication_2,eligible,,True,23,9,0.391304347826087,1.5269699351735755,54.11814542096279,17.858846380958383,0.9463314205345595,-28.684664643228516,1,1/3_negative,0.9463314205345595,True,23,14,0.6086956521739131,-7.208492446119187,74.45244990279404,-15.767465093538991,-7.622954622465095,-7.208492446119187,3,3/3_negative,-8.761918376338404,True
