analysis_set,semantic_condition,channel,frequency_band,time_seconds,trial_count,mean_change_percent,median_change_percent,q25_change_percent,q75_change_percent
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.0,22,19.586016493320564,-5.909176469307045,-40.3263705603053,60.89390455685532
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.025,22,17.432694738835366,-18.423057213225714,-44.50287398663198,57.96431675621514
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.05,22,14.828005318089698,-5.571241889600546,-52.134299306402,37.55371684143502
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.075,22,12.307693902486768,-3.977636839803485,-56.08955464710684,19.26661186494245
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.1,22,10.408699433675325,-26.49666700118148,-44.41312232858803,10.12806661408796
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.125,22,9.156225944908703,-18.252741889816463,-61.55015316348086,6.587876707927812
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.15,22,8.505701348392106,-18.161563478903393,-65.97939178057358,9.071642072202057
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.175,22,9.08260480005675,-27.10795035199913,-65.3788480819367,16.162814167720363
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.2,22,11.650526648492542,-33.604442166503105,-61.531336809203346,39.35107800050546
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.225,22,15.574161200712043,-37.227933051688,-60.68584582103739,66.99691866992417
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.25,22,18.414420478725674,-36.412421620143675,-58.02514829947574,38.94781242891968
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.275,22,17.6409614322928,-38.99294485588581,-57.91991544132701,10.740723221071466
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.3,22,12.858711790358761,-47.4441733822603,-57.057295119030925,10.977900532618051
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.325,22,6.531322185202569,-35.9215926039292,-63.378513653734196,22.050987766985223
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.35,22,2.7821346588529368,-31.489359521292695,-52.98587385323831,11.889095610287198
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.375,22,5.159729764109657,-28.957208646746857,-50.268076121377206,28.051750177538697
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.4,22,14.594891395163303,-21.999808965992024,-51.512429529438705,40.12867970858634
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.425,22,28.384696007247115,-13.17874869836076,-48.51459578111227,52.28212032203998
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.45,22,40.73584341687108,1.7796717816291485,-48.58698784176315,61.62741001968912
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.475,22,45.434412830990375,17.08229465448233,-43.86258768711071,118.22618349356617
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.5,22,39.79893511208556,8.163117483854933,-37.050169467458396,82.88621690167328
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.525,22,26.728476291337245,-17.18116278069347,-39.212413623137905,87.91017893140257
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.55,22,12.593167138884,-30.827777627964956,-58.13529921735924,61.9016397085271
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.575,22,2.9410515891650917,-18.057147324399047,-70.84659488267502,31.085940673485858
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.6,22,-0.1717793991729124,-34.63836765012202,-67.49873035204939,33.44103437262723
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.625,22,1.9484492054321692,-45.88696328097554,-54.0001316726864,-1.4220506386226472
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.65,22,6.066695272001533,-31.932955511879783,-50.7224172951557,0.037101850134423575
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.675,22,8.643673162518793,-25.299965670632226,-48.05165966740351,6.4099264421919475
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.7,22,7.548336837794326,-14.631706360693482,-55.30404790002299,16.14551121919988
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.725,22,3.161839444756033,-24.60607172952914,-55.31319965883095,25.295083571675036
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.75,22,-2.20899580517447,-31.343189491052648,-53.89555800930742,20.010194615937312
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.775,22,-6.237737271420759,-27.24250370646901,-57.12532422810334,7.623423231827118
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.8,22,-7.930330072524099,-31.133062626776287,-51.64400390876884,2.091532632598067
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.825,22,-7.355246528542477,-37.85896241983947,-52.616096588345854,6.664238404250706
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.85,22,-4.830009761627959,-38.175167971254794,-51.14581698132682,11.064645203277742
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.875,22,-0.9783130718292832,-27.5198165275671,-55.499662187283135,14.91402288331668
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.9,22,2.671335322485039,-17.65655396383397,-46.25170068291659,17.994704501557408
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.925,22,3.7341703807592626,-15.382698384083923,-44.70227295340483,5.462458516201722
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.95,22,-0.19249047467101185,-27.340346805483755,-49.4939182781197,10.555983761178066
exclude_qc_candidates,both_feet_imagery,Cz,mu,3.975,22,-10.57770468334244,-44.28192586597157,-63.00675615730102,10.893048974671387
exclude_qc_candidates,both_feet_imagery,Cz,mu,4.0,22,-27.145852035757766,-64.72629392833807,-75.73475378836002,3.9038655259911366
exclude_qc_candidates,both_feet_imagery,C4,mu,-2.0,22,-43.99920943933651,-46.40285822637529,-76.24233797318433,-7.375590733783563
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.975,22,-28.640059604183605,-30.964778947045502,-67.62371194255363,14.635394523785159
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.95,22,-17.46086719553782,-25.208716475337983,-67.29867013387441,23.802183253238887
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.925,22,-10.916842981529177,-22.802109460560835,-66.63805384405343,23.78860119657524
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.9,22,-7.463783316019843,-25.559837378067623,-55.65920265848449,18.868577735036112
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.875,22,-4.669528198834119,-24.07075912439719,-45.53528820799646,12.86281272766329
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.85,22,-0.7246652642782331,-26.882905528444503,-55.060014181540716,15.450787936321573
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.825,22,4.504795570063382,-19.27836651080667,-44.61189104623475,29.53279349227747
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.8,22,9.573518730760092,-15.685879596657792,-44.710146105539295,44.00945058529794
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.775,22,12.713931103062226,-13.10994903231499,-32.159388972507045,39.198496932011366
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.75,22,13.421164183929704,-0.9092376971305198,-36.905949862025196,41.76091814232869
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.725,22,13.166096668139703,-9.078602873922154,-36.11649369063621,28.54373399344401
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.7,22,14.566555700076945,-12.995975701823262,-34.59634453989428,35.648064783176366
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.675,22,19.486109812356837,-1.55803578079487,-42.18146095681436,67.52048844766159
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.65,22,27.34446965862044,13.101989269371607,-41.143499900733,99.34933221504848
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.625,22,34.930896795568884,27.187663047774763,-36.57567798367804,67.90441670970468
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.6,22,38.20896263804498,33.19531086786503,-29.6744372838691,70.84112585135148
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.575,22,34.99845970620005,15.042226889957945,-17.81276418994217,57.74686713636835
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.55,22,26.385740201918114,2.2070838466786107,-23.04909329378981,26.264023323262613
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.525,22,15.804152007727657,-6.1398773382943315,-16.54616279425835,22.093365200026163
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.5,22,6.8514180291596025,-4.0327214078872045,-36.081245382049644,33.43446954429038
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.475,22,1.6557431491996815,-1.879054026116688,-44.341086746082894,34.790957835907115
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.45,22,0.473789802346444,-11.906568615106362,-50.153466528852626,18.726496958145628
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.425,22,1.9812712309644263,-20.72613981061273,-51.84010749686318,20.77113183917259
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.4,22,3.78478439877188,-33.296373985816025,-50.59916221702998,24.641385264946486
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.375,22,3.4002142534852884,-29.58248268070495,-56.732494661028035,34.50968749287377
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.35,22,-0.17558523786714872,-40.39003101240854,-56.77671757217027,24.53949047596059
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.325,22,-5.349644833600195,-38.06440177297633,-62.22999311400498,18.20211683390126
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.3,22,-8.785003087601426,-33.92167335077194,-62.091521308316636,0.16995043224672646
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.275,22,-8.066491276357866,-26.60303990162368,-68.25122242792276,3.478713444223252
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.25,22,-3.9027478856724724,-38.021941318561474,-63.27614611373316,19.851431382112505
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.225,22,0.27625098399426967,-35.770838245726225,-51.84821634689409,35.05219280522118
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.2,22,1.0687688744167778,-34.95398352143184,-56.46015510903715,46.185197318166594
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.175,22,-2.307957759671198,-30.82879061922197,-51.33671097201937,45.25699307584365
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.15,22,-7.873248212945682,-20.374254187252447,-47.401116081413086,23.202631974294025
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.125,22,-12.94486751490516,-17.334495913616582,-47.57605897523587,20.077079562195525
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.1,22,-16.16461502229785,-29.58865748319258,-51.16715068120766,13.320470113614537
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.075,22,-17.843939735700097,-41.311477656789975,-56.77463877950324,5.632958070846853
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.05,22,-19.064711907979078,-36.28327793437752,-65.74870331678646,17.126077379657133
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.025,22,-20.839431663698033,-37.268553856550696,-71.83040682064828,10.802676203320678
exclude_qc_candidates,both_feet_imagery,C4,mu,-1.0,22,-23.735151990295854,-31.62275301972605,-79.1847455783667,6.797640752674424
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.975,22,-27.61290667961588,-35.03255779436564,-78.96030249386463,-7.360552159268146
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.95,22,-31.441523204983298,-33.728016452961526,-76.1299142962304,-10.461017247571482
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.925,22,-33.55025229189121,-45.44935889287389,-71.55505716791413,-16.7703291509038
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.9,22,-32.36271585567983,-54.066903307073886,-67.67006789330057,-22.678981573663435
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.875,22,-27.159313716157854,-47.16537207871761,-67.1336738333396,-14.703991642370491
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.85,22,-18.552272353282195,-34.49371717568365,-65.05283374606944,-14.562054980389712
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.825,22,-8.481830564627302,-28.070309860563796,-61.20686513385229,-3.179038472735697
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.8,22,0.6051063523294826,-17.822338893898735,-52.81439379499569,14.326913525341292
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.775,22,7.09905350369686,-16.040641655064093,-44.66828899531505,45.18184740073241
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.75,22,10.899717098183679,-12.53357815497405,-38.15210264814007,54.826263209747296
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.725,22,12.71384922996105,-25.60113067472257,-37.21047512935907,39.8846373743145
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.7,22,12.82245700856912,-27.956713754250195,-47.19387887681766,56.04353652687491
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.675,22,10.7622852202403,-27.977843222038977,-50.962783346929704,59.90463294930135
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.65,22,6.208807977193832,-29.64494771628693,-56.88990053216068,37.02604765844727
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.625,22,-0.012428539762538549,-35.957082542260736,-58.68039528496055,24.874354892342932
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.6,22,-5.8465277667096025,-39.57097088046734,-59.16815814932977,17.68515761729331
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.575,22,-8.970789923785917,-37.784512689695916,-65.73444047832606,3.668055222475787
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.55,22,-8.156272047446494,-29.9368034858853,-64.55589352674349,4.217354918589596
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.525,22,-4.221374538323557,-25.377575820562264,-66.67970445960687,3.9110765492664243
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.5,22,0.15311499402327008,-37.45083548325561,-73.69177410609176,28.925662353692736
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.475,22,1.9954286565940222,-44.890298255850176,-78.48463110275826,54.84919204101193
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.45,22,-0.0018174057364313192,-54.32540299535869,-73.06628097926644,60.267148431375986
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.425,22,-4.801428667953018,-56.437717352566224,-77.8331158699858,43.02782143370069
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.4,22,-10.046530107353421,-51.31377639029083,-71.2758642791115,19.47690922179161
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.375,22,-13.62723873025555,-41.96623851649538,-67.51626324689548,-4.542700956240716
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.35,22,-14.646063112187738,-50.03900103152941,-69.1412255867751,17.12729221325907
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.325,22,-13.505054835851105,-48.79678694765056,-64.55466318808743,29.979577029985595
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.3,22,-11.145121175176756,-44.409781860840994,-62.81326459112707,53.11378565916147
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.275,22,-7.928931662104663,-40.34282379259227,-57.460823919701916,51.805921536996536
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.25,22,-3.4604053776724197,-22.421494812139677,-57.24740079371172,39.675548122823464
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.225,22,2.020237448315724,-8.048212449061678,-64.22298275623321,32.71232998425863
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.2,22,6.216649254249455,-16.3072557820019,-67.99676276496774,39.54354678375413
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.175,22,5.6316873658418,-24.401280383090103,-67.0725865324921,22.910825922245927
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.15,22,-1.4929785701507214,-25.968320027040427,-75.53619352843708,10.201966835500695
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.125,22,-13.162036322813343,-40.670148322445044,-78.2293142493303,-1.8473444708368079
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.1,22,-24.768836619486066,-46.4051278585279,-74.75091995168046,-3.3959261860995
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.075,22,-32.26354692196144,-53.291106231250794,-84.28527916839391,0.9354524813489102
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.05,22,-34.400017019180716,-66.0089511570246,-84.43057416862374,14.176804551491246
exclude_qc_candidates,both_feet_imagery,C4,mu,-0.025,22,-32.33729796435369,-58.898028694432625,-83.53396460257619,17.317007907782497
exclude_qc_candidates,both_feet_imagery,C4,mu,0.0,22,-27.523915431948975,-45.92786906569367,-82.67503386357626,12.85336562482978
exclude_qc_candidates,both_feet_imagery,C4,mu,0.025,22,-20.439948557374553,-46.93288786613205,-79.90584856740378,12.041890860831137
exclude_qc_candidates,both_feet_imagery,C4,mu,0.05,22,-11.540718910884806,-45.6721608442008,-78.89761936966354,13.206448505145863
exclude_qc_candidates,both_feet_imagery,C4,mu,0.075,22,-2.7763401460288075,-49.41281064662289,-73.65367347846723,14.62324746648268
exclude_qc_candidates,both_feet_imagery,C4,mu,0.1,22,2.7647740976040693,-46.02159109874961,-72.36522011594205,18.14661980140791
exclude_qc_candidates,both_feet_imagery,C4,mu,0.125,22,2.9869764968906707,-41.11395427995413,-70.11332963088935,58.58890459280144
exclude_qc_candidates,both_feet_imagery,C4,mu,0.15,22,-1.70065590631294,-38.43568397178862,-70.38398461573668,26.51336001498765
exclude_qc_candidates,both_feet_imagery,C4,mu,0.175,22,-8.860457837642594,-40.57440357974106,-64.04943538350152,-5.442897564795359
exclude_qc_candidates,both_feet_imagery,C4,mu,0.2,22,-15.506693592766084,-34.511493469232136,-61.19411834986519,-2.9413859379963316
exclude_qc_candidates,both_feet_imagery,C4,mu,0.225,22,-19.244798888891225,-28.21035008729534,-58.543385855334655,-10.89659803662477
exclude_qc_candidates,both_feet_imagery,C4,mu,0.25,22,-18.902335056623553,-35.02899843599331,-57.24768270592172,2.102245315653244
exclude_qc_candidates,both_feet_imagery,C4,mu,0.275,22,-14.914596665483684,-38.43802069981123,-58.69619761028427,25.74155074793804
exclude_qc_candidates,both_feet_imagery,C4,mu,0.3,22,-9.320108912884892,-35.107219605067485,-61.340692394165586,43.25542641071104
exclude_qc_candidates,both_feet_imagery,C4,mu,0.325,22,-5.055418584310787,-29.01680085032895,-66.15557864570012,37.54637238633149
exclude_qc_candidates,both_feet_imagery,C4,mu,0.35,22,-4.524892116272058,-27.05727029342215,-62.9937368234601,24.096813598974286
exclude_qc_candidates,both_feet_imagery,C4,mu,0.375,22,-8.11154663971325,-30.464554484476338,-69.35207111083082,18.317424455011185
exclude_qc_candidates,both_feet_imagery,C4,mu,0.4,22,-13.909786284818074,-29.095368540092856,-71.3603080462187,0.9870082885539895
exclude_qc_candidates,both_feet_imagery,C4,mu,0.425,22,-19.228355721979632,-38.39684509602737,-64.92469138781549,-23.764089444193093
exclude_qc_candidates,both_feet_imagery,C4,mu,0.45,22,-22.437925427858463,-45.28355946686594,-55.14307692053949,-16.693105671796406
exclude_qc_candidates,both_feet_imagery,C4,mu,0.475,22,-23.26444309605137,-45.59174122400302,-62.53522090804246,-16.677952570022377
exclude_qc_candidates,both_feet_imagery,C4,mu,0.5,22,-21.84363707261426,-43.20809704256667,-63.09536944372345,-15.364717655924657
exclude_qc_candidates,both_feet_imagery,C4,mu,0.525,22,-18.301296082961958,-32.18669694543866,-58.369508121628265,-9.949230551522655
exclude_qc_candidates,both_feet_imagery,C4,mu,0.55,22,-13.169126832344789,-35.09896321488583,-49.908802190784854,-3.5345217338466757
exclude_qc_candidates,both_feet_imagery,C4,mu,0.575,22,-7.542713423704456,-28.353076333070632,-50.07886266665363,13.265121432258262
exclude_qc_candidates,both_feet_imagery,C4,mu,0.6,22,-2.56071233162348,-23.604339991232834,-47.94674473212336,27.093783499273858
exclude_qc_candidates,both_feet_imagery,C4,mu,0.625,22,1.1328061451208882,-19.12256651007568,-48.0038483567523,29.681449093013278
exclude_qc_candidates,both_feet_imagery,C4,mu,0.65,22,3.4035577518539166,-22.93105227585781,-52.25517905209112,35.62585140980323
exclude_qc_candidates,both_feet_imagery,C4,mu,0.675,22,4.412708857501027,-25.86085736095029,-56.968326864234484,41.13762183944026
exclude_qc_candidates,both_feet_imagery,C4,mu,0.7,22,4.632618776889193,-37.250571737472946,-59.80406512100331,52.006133225160255
exclude_qc_candidates,both_feet_imagery,C4,mu,0.725,22,4.8769236431589675,-32.65031182576073,-66.6219145731241,42.96151181278778
exclude_qc_candidates,both_feet_imagery,C4,mu,0.75,22,5.750724805608662,-29.12664297136695,-65.91840100994827,27.26830237125077
exclude_qc_candidates,both_feet_imagery,C4,mu,0.775,22,6.663668491666424,-23.072459945481626,-67.87253155780618,33.596227009592006
exclude_qc_candidates,both_feet_imagery,C4,mu,0.8,22,5.594894819661292,-30.851267334020147,-69.52495130756702,20.31256157722892
exclude_qc_candidates,both_feet_imagery,C4,mu,0.825,22,0.4643347579529093,-34.03048373202057,-64.27662575502234,-2.81902530387526
exclude_qc_candidates,both_feet_imagery,C4,mu,0.85,22,-8.875560159047792,-44.144042911927144,-60.688020211329814,-3.800051130449828
exclude_qc_candidates,both_feet_imagery,C4,mu,0.875,22,-20.046311077805356,-55.64503186677362,-66.71209316079076,1.6404202868121915
exclude_qc_candidates,both_feet_imagery,C4,mu,0.9,22,-29.55865255172027,-49.24120337697494,-64.08845101073747,-21.781120434865908
exclude_qc_candidates,both_feet_imagery,C4,mu,0.925,22,-34.869022525167395,-43.195302520612294,-66.99629722970661,-30.292551115585695
exclude_qc_candidates,both_feet_imagery,C4,mu,0.95,22,-35.42925312176675,-45.3803681587526,-69.76418069535075,-20.145709312877834
exclude_qc_candidates,both_feet_imagery,C4,mu,0.975,22,-32.164870188803576,-47.88697818429873,-64.67693039430618,-12.489226904322948
exclude_qc_candidates,both_feet_imagery,C4,mu,1.0,22,-26.179824490491704,-43.8068172822018,-59.51572208999776,0.8886653002344724
exclude_qc_candidates,both_feet_imagery,C4,mu,1.025,22,-18.159646969799635,-44.71763199913957,-58.22491961813101,8.564041074075085
exclude_qc_candidates,both_feet_imagery,C4,mu,1.05,22,-8.978443710499013,-36.1742492366567,-60.44374219473052,23.597191792971792
exclude_qc_candidates,both_feet_imagery,C4,mu,1.075,22,-0.4123048485020636,-33.542874843554074,-58.44418602601096,30.3027837257188
exclude_qc_candidates,both_feet_imagery,C4,mu,1.1,22,5.227089933243634,-23.614424550037683,-63.76427580350283,37.887095101113786
exclude_qc_candidates,both_feet_imagery,C4,mu,1.125,22,6.40760113873755,-17.93538624777795,-60.48076252842332,49.21669920840299
exclude_qc_candidates,both_feet_imagery,C4,mu,1.15,22,3.608060284921136,-18.7820244470844,-63.02051391986187,42.938011936331776
exclude_qc_candidates,both_feet_imagery,C4,mu,1.175,22,-0.45975685368646874,-4.8897433580076015,-57.89676974519297,13.406049853141925
exclude_qc_candidates,both_feet_imagery,C4,mu,1.2,22,-2.098929535844422,-20.312266990797234,-56.194887501228465,22.335691745648436
exclude_qc_candidates,both_feet_imagery,C4,mu,1.225,22,1.058175680571067,-8.950722046791007,-66.19777159140087,26.32652720782867
exclude_qc_candidates,both_feet_imagery,C4,mu,1.25,22,8.336255378841882,-12.086683972836383,-60.02878820327826,26.645322578933925
exclude_qc_candidates,both_feet_imagery,C4,mu,1.275,22,16.6276789667119,-29.70914585863121,-55.340685730440185,59.53178803663871
exclude_qc_candidates,both_feet_imagery,C4,mu,1.3,22,22.99314382420987,-25.85193684702977,-55.276585637869104,69.70337414856375
exclude_qc_candidates,both_feet_imagery,C4,mu,1.325,22,26.78814681887935,-20.95723931292232,-55.29950099468911,48.86611571866638
exclude_qc_candidates,both_feet_imagery,C4,mu,1.35,22,29.282772118599894,-14.54234999641406,-52.37328189524918,24.22339716573703
exclude_qc_candidates,both_feet_imagery,C4,mu,1.375,22,31.517776016579308,-17.43276095901534,-47.290390501839774,26.56314700120337
exclude_qc_candidates,both_feet_imagery,C4,mu,1.4,22,33.00734224592942,-6.22183543280692,-50.2488877609139,31.84393741973747
exclude_qc_candidates,both_feet_imagery,C4,mu,1.425,22,32.49323855869171,-17.43771893674024,-51.99274552439878,60.873321728611096
exclude_qc_candidates,both_feet_imagery,C4,mu,1.45,22,29.32957913724216,-19.14576420418544,-53.403196323499984,73.27990284968178
exclude_qc_candidates,both_feet_imagery,C4,mu,1.475,22,23.80391743956937,-22.49860074033576,-54.82071860558466,91.83982723914315
exclude_qc_candidates,both_feet_imagery,C4,mu,1.5,22,16.658810754846073,-26.99407015280277,-57.66244505630014,79.4454191830491
exclude_qc_candidates,both_feet_imagery,C4,mu,1.525,22,9.012271818640478,-27.40753008228195,-59.437270272734295,61.0757007569809
exclude_qc_candidates,both_feet_imagery,C4,mu,1.55,22,2.571792747564908,-27.6022415301291,-55.48130962755065,23.522279607941403
exclude_qc_candidates,both_feet_imagery,C4,mu,1.575,22,-0.7748202423853663,-21.999020492326085,-56.985297992777056,44.79194976991321
exclude_qc_candidates,both_feet_imagery,C4,mu,1.6,22,0.276832839327426,-14.198041076243546,-55.17971729743687,37.54132309869271
exclude_qc_candidates,both_feet_imagery,C4,mu,1.625,22,6.169658091235643,-8.522711761338929,-47.75960225498465,42.41342850665048
exclude_qc_candidates,both_feet_imagery,C4,mu,1.65,22,16.347783437222617,-2.6597609568943383,-38.55442320211041,64.72986642474625
exclude_qc_candidates,both_feet_imagery,C4,mu,1.675,22,28.747658575503717,-7.7257958629549925,-47.60952662552059,103.17954288920836
exclude_qc_candidates,both_feet_imagery,C4,mu,1.7,22,39.88162556909851,-0.17884701583666907,-43.753022387529654,133.72291570116434
exclude_qc_candidates,both_feet_imagery,C4,mu,1.725,22,46.423853299484065,9.639238006713288,-55.27917386786975,105.22672932058424
exclude_qc_candidates,both_feet_imagery,C4,mu,1.75,22,47.15108828110101,26.019277573776527,-55.47820853585414,90.71947258097644
exclude_qc_candidates,both_feet_imagery,C4,mu,1.775,22,43.47119812540009,2.712013074938781,-51.24798058125159,77.78360016915614
exclude_qc_candidates,both_feet_imagery,C4,mu,1.8,22,38.55836017591511,-1.430271609423225,-46.945567724796646,72.79232759990865
exclude_qc_candidates,both_feet_imagery,C4,mu,1.825,22,36.232948080961485,0.4477958700561475,-45.05472306129032,62.88256521836594
exclude_qc_candidates,both_feet_imagery,C4,mu,1.85,22,39.70447322743358,12.08141700620308,-41.40043578928763,76.46707088269034
exclude_qc_candidates,both_feet_imagery,C4,mu,1.875,22,49.6388756715221,21.315652188191837,-38.15256280285072,77.3992466099437
exclude_qc_candidates,both_feet_imagery,C4,mu,1.9,22,62.54258866380656,20.588880431779966,-29.718679353069238,94.58475061918381
exclude_qc_candidates,both_feet_imagery,C4,mu,1.925,22,71.88052273063619,30.615623833251338,-18.86360561986309,109.16621864422834
exclude_qc_candidates,both_feet_imagery,C4,mu,1.95,22,72.50123345856933,37.195491632575056,-32.29584338362034,123.90341089419029
exclude_qc_candidates,both_feet_imagery,C4,mu,1.975,22,64.8648178338156,15.917458060904865,-34.95999133061241,151.62831229681484
exclude_qc_candidates,both_feet_imagery,C4,mu,2.0,22,54.45771575718299,-0.7677197572042478,-26.987177105514196,71.92059811849256
exclude_qc_candidates,both_feet_imagery,C4,mu,2.025,22,46.57254919023945,-1.85446567657841,-24.543857368772223,39.02901059382296
exclude_qc_candidates,both_feet_imagery,C4,mu,2.05,22,42.06502099256727,4.018720184951024,-34.43150621728225,37.11874954387031
exclude_qc_candidates,both_feet_imagery,C4,mu,2.075,22,38.25929292268891,-14.656141803256642,-38.046253931399534,66.25868470795196
exclude_qc_candidates,both_feet_imagery,C4,mu,2.1,22,32.86303242960714,1.4347107572768376,-55.97084067635389,93.4361053573338
