subject,run,run_trial_index,semantic_condition,task_event_time_seconds,quality_status,channel,frequency_band,reference_mean_wavelet_power_v2,task_mean_wavelet_power_v2,change_percent,change_db,reference_log_power_robust_z,task_log_power_robust_z,spectral_extreme_driver,primary_retained
1,6,0,both_feet_imagery,4.2,not flagged,Cz,beta,2.815648056967e-10,6.354617503974914e-10,125.6893395554582,3.535110456458562,-1.317985062874872,1.1200408329350104,neither_robust_outlier,True
1,6,1,both_fists_imagery,12.5,statistical candidate,Cz,beta,3.578337361917855e-10,8.630475973979448e-10,141.18676080764604,3.823534648860763,-0.5819691237506308,1.9961927875859253,neither_robust_outlier,True
1,6,2,both_fists_imagery,20.8,not flagged,Cz,beta,4.581679439200025e-10,3.429501746476257e-10,-25.147496851611727,-1.257936718024886,0.17695743273789716,-0.6452309757733838,neither_robust_outlier,True
1,6,3,both_feet_imagery,29.1,not flagged,Cz,beta,4.3983737683820847e-10,5.475487978633661e-10,24.488919472793828,0.9513069740782844,0.05158675848521787,0.6938675074357297,neither_robust_outlier,True
1,6,4,both_fists_imagery,37.4,not flagged,Cz,beta,2.9705645047765075e-10,4.486929794645554e-10,51.04636803647297,1.7911028696989517,-1.153530628447755,0.12397932226827833,neither_robust_outlier,True
1,6,5,both_feet_imagery,45.7,not flagged,Cz,beta,2.8815246220148865e-10,5.438561546309782e-10,88.73902741483101,2.758617127689991,-1.2469734200116442,0.6745,neither_robust_outlier,True
1,6,6,both_feet_imagery,54.0,not flagged,Cz,beta,7.30967740351505e-10,4.2967187788802336e-10,-41.21876326834829,-2.3076128080029537,1.6112894006918357,0.0,neither_robust_outlier,True
1,6,7,both_fists_imagery,62.3,statistical candidate,Cz,beta,4.238225975164404e-10,2.72728935669526e-10,-35.65021372911891,-1.914528912076304,-0.06229825810571756,-1.300966318716984,neither_robust_outlier,True
1,6,8,both_fists_imagery,70.6,statistical candidate,Cz,beta,3.9146219567007815e-10,4.235053518036455e-10,8.185504625476815,0.34169075161594537,-0.3061755885948292,-0.04137419184326342,neither_robust_outlier,True
1,6,9,both_feet_imagery,78.9,not flagged,Cz,beta,3.006045911818503e-10,6.703741357050112e-10,123.0086150944612,3.483216406971092,-1.1170728980463565,1.2731196425175497,neither_robust_outlier,True
1,6,10,both_feet_imagery,87.2,not flagged,Cz,beta,5.387628912303668e-10,4.561020804842472e-10,-15.342706799525116,-0.7233562160368627,0.6745,0.1708547935754875,neither_robust_outlier,True
1,6,11,both_fists_imagery,95.5,not flagged,Cz,beta,3.6096096807509865e-10,3.8875140786238084e-10,7.6990151969839395,0.32211732114406355,-0.5552515758245945,-0.2864478539724873,neither_robust_outlier,True
1,6,12,both_fists_imagery,103.8,statistical candidate,Cz,beta,2.6083986505065537e-10,2.9619985498172277e-10,13.55620618964837,0.5521087470954587,-1.5527428458063401,-1.064679553920494,neither_robust_outlier,True
1,6,13,both_feet_imagery,112.1,not flagged,Cz,beta,3.938901442724514e-10,3.3938939054458674e-10,-13.836536536991085,-0.6467685227458666,-0.2871903975869733,-0.6751033454245289,neither_robust_outlier,True
1,6,14,both_feet_imagery,120.4,not flagged,Cz,beta,4.709041425315706e-10,4.943335834049669e-10,4.9754161743917,0.21087605071192309,0.261146608610492,0.40123952599796553,neither_robust_outlier,True
1,10,0,both_fists_imagery,4.2,not flagged,Cz,beta,4.10393976081838e-10,2.702021046547087e-10,-34.16031413657329,-1.8151224991160988,-0.16116011729373458,-1.3276076122236573,neither_robust_outlier,True
1,10,1,both_feet_imagery,12.5,not flagged,Cz,beta,5.288095027140488e-10,5.021646594984302e-10,-5.038646824398438,-0.22453105421307862,0.6172434934811705,0.44622522692420513,neither_robust_outlier,True
1,10,2,both_feet_imagery,20.8,not flagged,Cz,beta,3.2000376205056955e-10,4.6414212257377955e-10,45.04270812304766,1.6149589996718219,-0.9250532368456941,0.22086825660283613,neither_robust_outlier,True
1,10,3,both_fists_imagery,29.1,not flagged,Cz,beta,4.940343931964287e-10,3.4736653117318733e-10,-29.687783693417074,-1.529692124820957,0.4083787168375893,-0.6086089543724159,neither_robust_outlier,True
1,10,4,both_feet_imagery,37.4,not flagged,Cz,beta,4.855117193395962e-10,2.9160161963464775e-10,-39.93932421831326,-2.2140978558015454,0.3549468210298711,-1.1094601662620573,neither_robust_outlier,True
1,10,5,both_fists_imagery,45.7,not flagged,Cz,beta,3.501366018739569e-10,3.21493520687201e-10,-8.180544688403334,-0.37065287870036856,-0.6487373372091598,-0.8301474005223785,neither_robust_outlier,True
1,10,6,both_fists_imagery,54.0,not flagged,Cz,beta,5.075454561811801e-10,7.558554782293893e-10,48.92370112354414,1.7296382097610374,0.4912242173304822,1.6166169746339145,neither_robust_outlier,True
1,10,7,both_feet_imagery,62.3,not flagged,Cz,beta,1.3823554343117543e-09,7.664694881128219e-10,-44.55337107316173,-2.561248531753625,3.5677326630491013,1.6565286354011024,high_reference,True
1,10,8,both_feet_imagery,70.6,statistical candidate,Cz,beta,6.436848327294001e-10,1.097536308155527e-09,70.5083376753919,2.317456203835399,1.2208446882285922,2.6841174665369283,neither_robust_outlier,True
1,10,9,both_fists_imagery,78.9,not flagged,Cz,beta,5.409517205976718e-10,3.580688064824188e-10,-33.80762222425217,-1.7919201781890235,0.686949220626607,-0.5217583439972826,neither_robust_outlier,True
1,10,10,both_fists_imagery,87.2,not flagged,Cz,beta,4.948399513124418e-10,3.880807694598292e-10,-21.574487179028296,-1.0554263278845701,0.41338130215855623,-0.2913896175557873,neither_robust_outlier,True
1,10,11,both_feet_imagery,95.5,not flagged,Cz,beta,5.699886139279348e-10,8.502079408591191e-10,49.16226747059429,1.7365897660990626,0.8474942931995807,1.9532925164152226,neither_robust_outlier,True
1,10,12,both_feet_imagery,103.8,not flagged,Cz,beta,4.84763444011222e-10,5.336906765815057e-10,10.093011998889713,0.4175975360720913,0.3502108914280443,0.6204960928908445,neither_robust_outlier,True
1,10,13,both_fists_imagery,112.1,not flagged,Cz,beta,4.306890237050571e-10,4.92566911969715e-10,14.367184873286414,0.5830143116308252,-0.01295125637293329,0.3909923657365185,neither_robust_outlier,True
1,10,14,both_feet_imagery,120.4,not flagged,Cz,beta,2.8987426913635747e-10,5.144492454027732e-10,77.4732358741283,2.4913286787795315,-1.2286807771925463,0.5153997637974704,neither_robust_outlier,True
1,14,0,both_feet_imagery,4.2,not flagged,Cz,beta,3.171848624369031e-10,3.595000432581341e-10,13.340857598350452,0.5438649442531314,-0.9522209491743924,-0.5103408936956649,neither_robust_outlier,True
1,14,1,both_fists_imagery,12.5,not flagged,Cz,beta,3.997004263050282e-10,2.6825614237451447e-10,-32.88570020943712,-1.7318493648552205,-0.24222824289569997,-1.3482949649760176,neither_robust_outlier,True
1,14,2,both_feet_imagery,20.8,not flagged,Cz,beta,6.08237390751835e-10,4.131537834461878e-10,-32.07359663708058,-1.6796138027148348,1.046919576482291,-0.1122014456708986,neither_robust_outlier,True
1,14,3,both_fists_imagery,29.1,not flagged,Cz,beta,4.325094927613197e-10,3.2522490566190276e-10,-24.805140440841587,-1.2381184745885983,0.0,-0.7971195517816472,neither_robust_outlier,True
1,14,4,both_fists_imagery,37.4,not flagged,Cz,beta,4.250295112262092e-10,3.193336821814571e-10,-24.867880053744948,-1.2417435682813407,-0.05356687343687403,-0.849440527796405,neither_robust_outlier,True
1,14,5,both_feet_imagery,45.7,not flagged,Cz,beta,2.875242137991029e-10,4.67410993436376e-10,62.564045393047266,2.110244981211562,-1.2536752216869658,0.24095514044292576,neither_robust_outlier,True
1,14,6,both_fists_imagery,54.0,not flagged,Cz,beta,7.291070399908178e-10,2.6235524566510923e-10,-64.01690955166016,-4.4390153951680755,1.603463393946882,-1.411956923494064,neither_robust_outlier,True
1,14,7,both_feet_imagery,62.3,not flagged,Cz,beta,4.921977251521041e-10,6.325521324431117e-10,28.51585859069825,1.0895672201341726,0.3969422817193673,1.1069057334602748,neither_robust_outlier,True
1,14,8,both_fists_imagery,70.6,not flagged,Cz,beta,6.782703432707227e-10,3.4223412653814647e-10,-49.543109184482184,-2.9707951448562975,1.381544444667476,-0.6512131023901092,neither_robust_outlier,True
1,14,9,both_feet_imagery,78.9,statistical candidate,Cz,beta,8.342773542934052e-10,5.336957183300458e-10,-36.028981778840006,-1.9401673659974497,2.0171985671518398,0.6205231312394239,neither_robust_outlier,True
1,14,10,both_feet_imagery,87.2,not flagged,Cz,beta,3.423076050480889e-10,4.368270618879648e-10,27.612432632514082,1.0589298755652758,-0.7181723433001357,0.0472697479494831,neither_robust_outlier,True
1,14,11,both_fists_imagery,95.5,not flagged,Cz,beta,5.539966163000963e-10,2.996479620348731e-10,-45.911589851199416,-2.6689578383341073,0.7601146915095504,-1.031553410283509,neither_robust_outlier,True
1,14,12,both_feet_imagery,103.8,not flagged,Cz,beta,2.891207241945306e-10,3.383172727452127e-10,17.015919107058174,0.6824494815694291,-1.236673104043826,-0.6841590398072535,neither_robust_outlier,True
1,14,13,both_fists_imagery,112.1,not flagged,Cz,beta,4.122622667450978e-10,3.2854492969980703e-10,-20.30681529654842,-0.9857881752787394,-0.1472136108187711,-0.7680498399034343,neither_robust_outlier,True
1,14,14,both_feet_imagery,120.4,not flagged,Cz,beta,7.106300836259744e-10,5.125057106365604e-10,-27.88009930264826,-1.419448799338546,1.524648242376837,0.5045664310816451,neither_robust_outlier,True
1,6,0,both_feet_imagery,4.2,not flagged,C3,central_12_13,7.628704066859981e-10,3.487254389129771e-09,357.1227771540947,6.600328615122305,-1.4391984027620819,0.8841113372006641,neither_robust_outlier,True
1,6,0,both_feet_imagery,4.2,not flagged,C4,central_12_13,5.658768727636579e-10,1.6747376745197166e-09,195.95443021739845,4.7122484542146985,-1.3236353788299562,0.2881773368028334,neither_robust_outlier,True
1,6,1,both_fists_imagery,12.5,statistical candidate,C3,central_12_13,6.39500631483295e-10,4.004513141075272e-10,-37.380622568159616,-2.032912544971359,-1.7527027745782449,-1.034613767614257,neither_robust_outlier,True
1,6,1,both_fists_imagery,12.5,statistical candidate,C4,central_12_13,1.1065031455963353e-09,5.551226754282571e-10,-49.83089947484234,-2.995636853079562,-0.22973010473948205,-0.9410596100143559,neither_robust_outlier,True
1,6,2,both_fists_imagery,20.8,not flagged,C3,central_12_13,5.086657972068874e-10,3.5168691654352395e-10,-30.860907402334377,-1.602763245681663,-2.1595043168652137,-1.1497321231720516,neither_robust_outlier,True
1,6,2,both_fists_imagery,20.8,not flagged,C4,central_12_13,3.039625852368265e-10,3.680182216064043e-10,21.073526638046623,0.8304919275587174,-2.3374262015502882,-1.3986539465261452,neither_robust_outlier,True
1,6,3,both_feet_imagery,29.1,not flagged,C3,central_12_13,1.3029709438475632e-09,2.752963450459107e-09,111.28356418523336,3.248657144622304,-0.4878221043921923,0.6745,neither_robust_outlier,True
1,6,3,both_feet_imagery,29.1,not flagged,C4,central_12_13,1.7220921892437229e-09,2.473380401612237e-09,43.626480455639914,1.5723451828747428,0.4918397467956336,0.722252322900754,neither_robust_outlier,True
1,6,4,both_fists_imagery,37.4,not flagged,C3,central_12_13,2.505916895286101e-09,9.67935096875261e-10,-61.3740144896245,-4.131204267578445,0.6745,-0.25217508808561007,neither_robust_outlier,True
1,6,4,both_fists_imagery,37.4,not flagged,C4,central_12_13,2.243861745604647e-09,7.946012032986201e-10,-64.58778243110957,-4.508468761852103,0.9235701170639278,-0.541803782871364,neither_robust_outlier,True
1,6,5,both_feet_imagery,45.7,not flagged,C3,central_12_13,3.360239349221511e-09,2.8750453022503354e-09,-14.439270437196203,-0.6772552092438711,1.195863776024452,0.7129675231335474,neither_robust_outlier,True
1,6,5,both_feet_imagery,45.7,not flagged,C4,central_12_13,2.2724524707720924e-09,2.541371406666349e-09,11.83386404569721,0.48573330753195443,0.944224093622635,0.7524405468696334,neither_robust_outlier,True
1,6,6,both_feet_imagery,54.0,not flagged,C3,central_12_13,1.573965738886519e-09,3.3287108182555647e-09,111.48559565282638,3.252807927913077,-0.15201203312184555,0.8428608232732571,neither_robust_outlier,True
1,6,6,both_feet_imagery,54.0,not flagged,C4,central_12_13,9.416321519906189e-10,2.3683495257875506e-09,151.51536306198108,4.005645177786937,-0.49292846696473047,0.6739471661239662,neither_robust_outlier,True
1,6,7,both_fists_imagery,62.3,statistical candidate,C3,central_12_13,1.7145171671027945e-09,7.616758547677499e-10,-55.57490648782269,-3.523716493576669,0.0,-0.4646297366196707,neither_robust_outlier,True
1,6,7,both_fists_imagery,62.3,statistical candidate,C4,central_12_13,8.567359494367154e-10,4.185451793129113e-10,-51.14653708787458,-3.1110464647285765,-0.6470592753651723,-1.2554362164047346,neither_robust_outlier,True
1,6,8,both_fists_imagery,70.6,statistical candidate,C3,central_12_13,4.510124569824523e-09,7.48676797428143e-10,-83.40008605444633,-7.79894163349587,1.7189249043058379,-0.4798904195536056,neither_robust_outlier,True
1,6,8,both_fists_imagery,70.6,statistical candidate,C4,central_12_13,1.4490263332191563e-09,6.759594420721521e-10,-53.350782758347755,-3.3115563917328354,0.21020341760469072,-0.7218187063120763,neither_robust_outlier,True
1,6,9,both_feet_imagery,78.9,not flagged,C3,central_12_13,1.5867054452861442e-09,2.8779818171591605e-09,81.38097563786638,2.5859173361285634,-0.1376850058145747,0.7138725585512111,neither_robust_outlier,True
1,6,9,both_feet_imagery,78.9,not flagged,C4,central_12_13,1.4876663792488382e-09,1.6094559402473304e-09,8.186617826235134,0.3417354391608203,0.25313343365282887,0.2439155367118782,neither_robust_outlier,True
1,6,10,both_feet_imagery,87.2,not flagged,C3,central_12_13,2.332187429620765e-09,3.239892298745861e-09,38.9207512911043,1.4276712333364716,0.5468094794774397,0.8188842713811708,neither_robust_outlier,True
1,6,10,both_feet_imagery,87.2,not flagged,C4,central_12_13,1.6542603172622164e-09,2.3695259646145482e-09,43.237792739663185,1.5605762001669954,0.42628542674133796,0.6745,neither_robust_outlier,True
1,6,11,both_fists_imagery,95.5,not flagged,C3,central_12_13,1.0643523592206903e-09,6.490512261357554e-10,-39.01913961923426,-2.1480645245369967,-0.8473210758762504,-0.6064849626270628,neither_robust_outlier,True
1,6,11,both_fists_imagery,95.5,not flagged,C4,central_12_13,8.787890245146647e-10,4.6504987067976814e-10,-47.08060095122323,-2.763850962925871,-0.605600304106405,-1.1381481268958336,neither_robust_outlier,True
1,6,12,both_fists_imagery,103.8,statistical candidate,C3,central_12_13,3.307082750915694e-09,5.61082257561118e-10,-83.03392144010425,-7.704185263682916,1.1675245111128856,-0.7356047249062597,neither_robust_outlier,True
1,6,12,both_fists_imagery,103.8,statistical candidate,C4,central_12_13,2.0906691938122183e-09,7.284432891367067e-10,-65.15741030227593,-4.578895732500914,0.8082159410331498,-0.6385761846922119,neither_robust_outlier,True
1,6,13,both_feet_imagery,112.1,not flagged,C3,central_12_13,3.152025826274699e-09,2.327016849210626e-09,-26.173928214259924,-1.3179023935436518,1.0821799868274147,0.5254802737894204,neither_robust_outlier,True
1,6,13,both_feet_imagery,112.1,not flagged,C4,central_12_13,4.12336278689325e-09,2.35326896963583e-09,-42.928403556532515,-2.435799789160599,1.9161523730616592,0.6668360646823344,neither_robust_outlier,True
1,6,14,both_feet_imagery,120.4,not flagged,C3,central_12_13,3.605907303419018e-09,6.611960562001669e-09,83.36468482515892,2.6331569631545824,1.321267279580734,1.451290891988288,neither_robust_outlier,True
1,6,14,both_feet_imagery,120.4,not flagged,C4,central_12_13,2.1508972706628195e-09,3.1715476169739177e-09,47.4523056136742,1.6865156771499634,0.8545455641232051,0.9990352128514505,neither_robust_outlier,True
1,10,0,both_fists_imagery,4.2,not flagged,C3,central_12_13,3.6241132000753627e-10,4.239955467709864e-10,16.99290926182148,0.6815954070528731,-2.762005558671429,-0.9839649019235253,neither_robust_outlier,True
1,10,0,both_fists_imagery,4.2,not flagged,C4,central_12_13,4.044298567554053e-10,5.835132901871854e-10,44.28046803183668,1.5920754245776394,-1.8715773141619585,-0.8855345730998894,neither_robust_outlier,True
1,10,1,both_feet_imagery,12.5,not flagged,C3,central_12_13,2.5857060265224976e-09,2.7615805079949964e-09,6.801797252606918,0.28578561028889,0.73020532232105,0.6772706361210954,neither_robust_outlier,True
1,10,1,both_feet_imagery,12.5,not flagged,C4,central_12_13,2.1473242574341597e-09,1.6494996817242668e-09,-23.183484002772087,-1.1454539409210238,0.8518334823115458,0.2712737034751787,neither_robust_outlier,True
1,10,2,both_feet_imagery,20.8,not flagged,C3,central_12_13,6.757641559716241e-10,4.06133998199267e-09,500.99961593156905,7.788741944672095,-1.654676942971399,1.0192189186589358,neither_robust_outlier,True
1,10,2,both_feet_imagery,20.8,not flagged,C4,central_12_13,9.837312106405353e-10,2.5971243340954993e-09,164.0075160779374,4.2161629105433445,-0.4215798161616786,0.7765983618427282,neither_robust_outlier,True
1,10,3,both_fists_imagery,29.1,not flagged,C3,central_12_13,6.058855489093389e-10,9.841866507175294e-10,62.43771657686413,2.1068687588671486,-1.8486669810669625,-0.2374136804494389,neither_robust_outlier,True
1,10,3,both_fists_imagery,29.1,not flagged,C4,central_12_13,5.448982975552184e-10,1.004551816784263e-09,84.35583691330302,2.656568924119423,-1.3852605768950221,-0.28080345832597065,neither_robust_outlier,True
1,10,4,both_feet_imagery,37.4,not flagged,C3,central_12_13,2.4528661048151606e-09,2.363260425277526e-09,-3.653101135921449,-0.16162259502488133,0.6364716957449059,0.5391818622026457,neither_robust_outlier,True
1,10,4,both_feet_imagery,37.4,not flagged,C4,central_12_13,2.0897777782885375e-09,1.3830171124605412e-09,-33.81989574062804,-1.7927255299311553,0.8075202533128353,0.07512015873775311,neither_robust_outlier,True
1,10,5,both_fists_imagery,45.7,not flagged,C3,central_12_13,2.759918305564459e-09,5.14103337178369e-10,-81.37251613057349,-7.2984580400994155,0.8460851352279425,-0.8131269000453341,neither_robust_outlier,True
1,10,5,both_fists_imagery,45.7,not flagged,C4,central_12_13,1.0802558905895774e-09,4.150899033275443e-10,-61.57485398195807,-4.153844734779407,-0.2688917270971502,-1.2646644414755177,neither_robust_outlier,True
1,10,6,both_fists_imagery,54.0,not flagged,C3,central_12_13,2.0451629944306654e-09,7.106255478017221e-10,-65.25335390201764,-4.590871091007655,0.31340737616023234,-0.5261340420470885,neither_robust_outlier,True
1,10,6,both_fists_imagery,54.0,not flagged,C4,central_12_13,1.9204664100193354e-09,4.993415593106406e-10,-73.99894334493395,-5.850090024084226,0.6696944914466844,-1.058947686380035,neither_robust_outlier,True
1,10,7,both_feet_imagery,62.3,not flagged,C3,central_12_13,1.5128157984344605e-09,2.771910572217619e-09,83.2285579702522,2.6299316366760443,-0.222436018868347,0.6805806823593911,neither_robust_outlier,True
1,10,7,both_feet_imagery,62.3,not flagged,C4,central_12_13,2.02393616217158e-09,2.1758792362258198e-09,7.507305659839218,0.3143797773951532,0.755297430897537,0.5795905522844496,neither_robust_outlier,True
1,10,8,both_feet_imagery,70.6,statistical candidate,C3,central_12_13,1.6027788803839951e-09,7.857207487525729e-10,-50.9775953271652,-3.0960538931958235,-0.11977212073418725,-0.4370756553928822,neither_robust_outlier,True
1,10,8,both_feet_imagery,70.6,statistical candidate,C4,central_12_13,1.1403686876795392e-09,5.402503891804471e-10,-52.62493656505364,-3.244501955055869,-0.18055226142764816,-0.9712905255386144,neither_robust_outlier,True
1,10,9,both_fists_imagery,78.9,not flagged,C3,central_12_13,7.970711112200401e-10,5.190608812622803e-10,-34.878974541207796,-1.8627876924311209,-1.3612566856032855,-0.8046188446328526,neither_robust_outlier,True
1,10,9,both_fists_imagery,78.9,not flagged,C4,central_12_13,1.0618194694710026e-09,2.909767497176796e-10,-72.59640098117207,-5.621923958886215,-0.29697252572303257,-1.6601359326074019,neither_robust_outlier,True
1,10,10,both_fists_imagery,87.2,not flagged,C3,central_12_13,1.0237971833532276e-09,9.474121627229126e-10,-7.4609524105284555,-0.33674974565595767,-0.91636300855104,-0.2711744185696859,neither_robust_outlier,True
1,10,10,both_fists_imagery,87.2,not flagged,C4,central_12_13,7.384369665444288e-10,1.2927697888507558e-09,75.06840088198305,2.432077648098049,-0.8894568003968839,0.0,neither_robust_outlier,True
1,10,11,both_feet_imagery,95.5,not flagged,C3,central_12_13,4.405249192004482e-09,2.007875775337803e-09,-54.42083551182318,-3.4123364013633934,1.6771103327383607,0.3947065177111875,neither_robust_outlier,True
1,10,11,both_feet_imagery,95.5,not flagged,C4,central_12_13,1.2218089338026253e-09,2.1783618686088975e-09,78.28989528086039,2.511267298936954,-0.0680255707649691,0.5808599827656192,neither_robust_outlier,True
1,10,12,both_feet_imagery,103.8,not flagged,C3,central_12_13,7.635045644624932e-10,2.0968970849059456e-09,174.6410673238293,4.387654781978742,-1.4377216433558555,0.433165934967608,neither_robust_outlier,True
1,10,12,both_feet_imagery,103.8,not flagged,C4,central_12_13,7.7703889784031e-10,3.0228666036951486e-09,289.0238457941884,5.899762228666589,-0.806335789157597,0.9455852234129363,neither_robust_outlier,True
1,10,13,both_fists_imagery,112.1,not flagged,C3,central_12_13,1.6038498603596436e-09,1.2139587948010655e-09,-24.30969850701299,-1.209597648581545,-0.11858496875594855,-0.05139351932639725,neither_robust_outlier,True
1,10,13,both_fists_imagery,112.1,not flagged,C4,central_12_13,1.2263426890088237e-09,5.572899765426661e-10,-54.556749794538355,-3.42530614448945,-0.061983621013488095,-0.9367218770117127,neither_robust_outlier,True
1,10,14,both_feet_imagery,120.4,not flagged,C3,central_12_13,2.1724557913257987e-09,1.286412657023053e-09,-40.78532404850523,-2.2757064302625993,0.42071783687798875,0.0,neither_robust_outlier,True
1,10,14,both_feet_imagery,120.4,not flagged,C4,central_12_13,2.0058915402001006e-09,1.5775693482830023e-09,-21.35320795432291,-1.0431898728448425,0.7406884113629093,0.22163908481632888,neither_robust_outlier,True
1,14,0,both_feet_imagery,4.2,not flagged,C3,central_12_13,1.4758792131441622e-09,1.8506434810306378e-09,25.39261103136555,0.9827194572236481,-0.26636699889427545,0.32241432706220063,neither_robust_outlier,True
1,14,0,both_feet_imagery,4.2,not flagged,C4,central_12_13,5.922906695911488e-10,1.5918308631459796e-09,168.75838922885643,4.293620295336535,-1.2492150447884138,0.2316575326243563,neither_robust_outlier,True
1,14,1,both_fists_imagery,12.5,not flagged,C3,central_12_13,7.312814854830068e-10,6.974884110286749e-10,-4.621076169050251,-0.20547582058545322,-1.5143569536664057,-0.5426766991355737,neither_robust_outlier,True
1,14,1,both_fists_imagery,12.5,not flagged,C4,central_12_13,4.4125872922512715e-10,4.634788643105551e-10,5.035625045752099,0.21336624181406066,-1.7294067832428641,-1.1419150950126504,neither_robust_outlier,True
1,14,2,both_feet_imagery,20.8,not flagged,C3,central_12_13,2.3353105612413726e-09,3.157160299321517e-09,35.192310252871756,1.309519896106321,0.5491878518255681,0.7959519741489652,neither_robust_outlier,True
1,14,2,both_feet_imagery,20.8,not flagged,C4,central_12_13,6.895395773044073e-10,1.689534298949308e-09,145.02354245627853,3.892078144365565,-1.001218059114808,0.2979696046868446,neither_robust_outlier,True
1,14,3,both_fists_imagery,29.1,not flagged,C3,central_12_13,2.317125033335326e-09,5.122571451057218e-10,-77.89255488002878,-6.554614444140738,0.5352940407496231,-0.8163162867297037,neither_robust_outlier,True
1,14,3,both_fists_imagery,29.1,not flagged,C4,central_12_13,1.0752698043841928e-09,5.279004244692713e-10,-50.90530559708221,-3.089654389572138,-0.2764385508944965,-0.9970336601008793,neither_robust_outlier,True
1,14,4,both_fists_imagery,37.4,not flagged,C3,central_12_13,1.2027192155316826e-09,5.96138041353907e-10,-50.43414675216825,-3.048174132900447,-0.6301106799262364,-0.6818760305881973,neither_robust_outlier,True
1,14,4,both_fists_imagery,37.4,not flagged,C4,central_12_13,1.5897945715169231e-09,4.416652457230498e-10,-72.21872224021818,-5.562477833910315,0.3614436582992851,-1.1955815634696576,neither_robust_outlier,True
1,14,5,both_feet_imagery,45.7,not flagged,C3,central_12_13,4.231729182246494e-09,3.3044482705430553e-09,-21.912576910490614,-1.0741890879451312,1.6056903392599962,0.8363752603913507,neither_robust_outlier,True
1,14,5,both_feet_imagery,45.7,not flagged,C4,central_12_13,2.5963074046994506e-09,1.357397656782179e-09,-47.71814561229464,-2.8164901680562733,1.1615596396490402,0.05430521773917981,neither_robust_outlier,True
1,14,6,both_fists_imagery,54.0,not flagged,C3,central_12_13,1.8884127186515478e-09,7.296664677046632e-10,-61.36085822247091,-4.129725283596143,0.17168955250656803,-0.5026921627937733,neither_robust_outlier,True
1,14,6,both_fists_imagery,54.0,not flagged,C4,central_12_13,2.521230102093053e-09,7.512865531343224e-10,-70.20158721289954,-5.258068680097115,1.1136927020203864,-0.6042030482362349,neither_robust_outlier,True
1,14,7,both_feet_imagery,62.3,not flagged,C3,central_12_13,2.1322171848526833e-09,2.4941196097269375e-09,16.973056377428,0.6808583769349168,0.3874909959491146,0.5869608532902594,neither_robust_outlier,True
1,14,7,both_feet_imagery,62.3,not flagged,C4,central_12_13,1.9261321814702176e-09,3.3951617155663983e-09,76.26836559964798,2.4617437765237944,0.6745,1.0748804428659753,neither_robust_outlier,True
1,14,8,both_fists_imagery,70.6,not flagged,C3,central_12_13,2.3222933700127772e-09,6.156288179921292e-10,-73.49048031822346,-5.765981410501492,0.539253729684816,-0.6533542076600608,neither_robust_outlier,True
1,14,8,both_fists_imagery,70.6,not flagged,C4,central_12_13,3.759790027824378e-09,4.094817020544994e-10,-89.10892100292504,-9.629290918454862,1.7655761299026704,-1.2798074039235399,neither_robust_outlier,True
1,14,9,both_feet_imagery,78.9,statistical candidate,C3,central_12_13,5.024111933707753e-09,2.690757410027714e-09,-46.44312376929952,-2.7118476166997003,1.9107305602872797,0.6542378575796092,neither_robust_outlier,True
1,14,9,both_feet_imagery,78.9,statistical candidate,C4,central_12_13,1.4486862476808e-09,8.213805480032358e-10,-43.301694944769245,-2.4642992375546915,0.20982051376864697,-0.5049049877161776,neither_robust_outlier,True
1,14,10,both_feet_imagery,87.2,not flagged,C3,central_12_13,6.691830069106721e-10,2.7072668130383257e-09,304.56299473840545,6.06986155459248,-1.6720699072514542,0.6596607082190914,neither_robust_outlier,True
1,14,10,both_feet_imagery,87.2,not flagged,C4,central_12_13,1.5869284848456074e-09,1.8786253290181153e-09,18.381221772629992,0.7328281786571502,0.3585001386502608,0.4160676291894595,neither_robust_outlier,True
1,14,11,both_fists_imagery,95.5,not flagged,C3,central_12_13,1.3648641641301522e-09,4.155664060110587e-10,-69.55254471964943,-5.164489987251474,-0.4053445707851613,-1.0017671520561167,neither_robust_outlier,True
1,14,11,both_fists_imagery,95.5,not flagged,C4,central_12_13,9.809346013912895e-10,4.680653728193164e-10,-52.28373306890746,-3.2133354058100188,-0.4262239021474621,-1.13095306057928,neither_robust_outlier,True
1,14,12,both_feet_imagery,103.8,not flagged,C3,central_12_13,1.9114902678943027e-09,3.7139817075578973e-09,94.2977042540331,2.8846766917571913,0.1932767443592852,0.939954513649389,neither_robust_outlier,True
1,14,12,both_feet_imagery,103.8,not flagged,C4,central_12_13,2.9339466984794158e-09,1.4514743788378876e-09,-50.52826353014024,-3.056428455274158,1.360996411434221,0.12890226295389112,neither_robust_outlier,True
1,14,13,both_fists_imagery,112.1,not flagged,C3,central_12_13,1.2905059617813456e-09,5.088661523796528e-10,-60.568477213600694,-4.041564507999639,-0.5049059741364827,-0.8222044523656904,neither_robust_outlier,True
1,14,13,both_fists_imagery,112.1,not flagged,C4,central_12_13,1.0823232313324636e-09,1.0836239957716366e-09,0.12018262211479869,0.005216331026298525,-0.26577285871865164,-0.19645575088356199,neither_robust_outlier,True
1,14,14,both_feet_imagery,120.4,not flagged,C3,central_12_13,2.118965523782094e-09,2.3195683819620115e-09,9.467018501644423,0.39283289584109393,0.3764111023438473,0.5226380182248935,neither_robust_outlier,True
