subject,held_out_run,training_runs,frequency_hz,mean_log_psd_db,task_outcome_used
27,14,6/10,11.5,-109.79637056801653,False
27,14,6/10,11.75,-109.07115030268228,False
27,14,6/10,12.0,-111.42832543671074,False
27,14,6/10,12.25,-112.67032346093,False
27,14,6/10,12.5,-113.6786573805065,False
27,14,6/10,12.75,-115.0309157383306,False
27,14,6/10,13.0,-115.90654218000539,False
27,14,6/10,13.25,-116.25222551952467,False
27,14,6/10,13.5,-115.81006383579259,False
27,14,6/10,13.75,-116.64967681637467,False
27,14,6/10,14.0,-117.00825915191405,False
27,14,6/10,14.25,-117.05118422046934,False
27,14,6/10,14.5,-116.97004806972994,False
27,14,6/10,14.75,-116.87877364160023,False
27,14,6/10,15.0,-117.74857677740866,False
29,6,10/14,6.0,-124.78482096459686,False
29,6,10/14,6.25,-123.36585355422142,False
29,6,10/14,6.5,-123.34229220432744,False
29,6,10/14,6.75,-123.83629616613537,False
29,6,10/14,7.0,-124.487240003349,False
29,6,10/14,7.25,-123.94399875622399,False
29,6,10/14,7.5,-124.84837795520517,False
29,6,10/14,7.75,-123.47759143936308,False
29,6,10/14,8.0,-123.89123250291927,False
29,6,10/14,8.25,-121.88629233475346,False
29,6,10/14,8.5,-120.75387774865922,False
29,6,10/14,8.75,-119.58466974907458,False
29,6,10/14,9.0,-119.14618201577125,False
29,6,10/14,9.25,-119.31824672785915,False
29,6,10/14,9.5,-117.84196852912406,False
29,6,10/14,9.75,-115.77820747469573,False
29,6,10/14,10.0,-113.85788361323587,False
29,6,10/14,10.25,-113.49863652684738,False
29,6,10/14,10.5,-113.9174778795574,False
29,6,10/14,10.75,-114.03295613428331,False
29,6,10/14,11.0,-114.62112487309307,False
29,6,10/14,11.25,-115.41031807196309,False
29,6,10/14,11.5,-115.19159029656441,False
29,6,10/14,11.75,-117.71654013684825,False
29,6,10/14,12.0,-119.24964819567481,False
29,6,10/14,12.25,-120.31834124189248,False
29,6,10/14,12.5,-122.50556147708313,False
29,6,10/14,12.75,-122.79556647167254,False
29,6,10/14,13.0,-123.38247101118185,False
29,6,10/14,13.25,-123.44594330090885,False
29,6,10/14,13.5,-123.9746197078282,False
29,6,10/14,13.75,-124.50260307296784,False
29,6,10/14,14.0,-125.77856614753881,False
29,6,10/14,14.25,-126.23568330923584,False
29,6,10/14,14.5,-125.25519463930968,False
29,6,10/14,14.75,-124.1159605515314,False
29,6,10/14,15.0,-124.35336032401061,False
29,10,6/14,6.0,-124.96069655283178,False
29,10,6/14,6.25,-124.09528495328034,False
29,10,6/14,6.5,-123.90550917426451,False
29,10,6/14,6.75,-122.94864962241618,False
29,10,6/14,7.0,-123.91213752300436,False
29,10,6/14,7.25,-124.25684430381592,False
29,10,6/14,7.5,-125.09784141167711,False
29,10,6/14,7.75,-123.38693136002865,False
29,10,6/14,8.0,-124.18851816144084,False
29,10,6/14,8.25,-123.10862979919737,False
29,10,6/14,8.5,-121.90158427363359,False
29,10,6/14,8.75,-120.43342565871194,False
29,10,6/14,9.0,-119.76971880409852,False
29,10,6/14,9.25,-118.97735944619271,False
29,10,6/14,9.5,-118.85541827397624,False
29,10,6/14,9.75,-115.93573159134885,False
29,10,6/14,10.0,-114.65371022684424,False
29,10,6/14,10.25,-114.80564553468277,False
29,10,6/14,10.5,-114.0970875244267,False
29,10,6/14,10.75,-113.78411147818072,False
29,10,6/14,11.0,-113.19759606025193,False
29,10,6/14,11.25,-114.1259036913447,False
29,10,6/14,11.5,-114.58885030831522,False
29,10,6/14,11.75,-117.22448276460372,False
29,10,6/14,12.0,-119.18846476888005,False
29,10,6/14,12.25,-119.5605491321258,False
29,10,6/14,12.5,-121.5629673700191,False
29,10,6/14,12.75,-122.03647035629638,False
29,10,6/14,13.0,-122.99999513273117,False
29,10,6/14,13.25,-124.43913201846594,False
29,10,6/14,13.5,-124.37840025073206,False
29,10,6/14,13.75,-126.16385625357525,False
29,10,6/14,14.0,-126.82858530230983,False
29,10,6/14,14.25,-126.30451533083225,False
29,10,6/14,14.5,-124.82200977232827,False
29,10,6/14,14.75,-124.57262954945249,False
29,10,6/14,15.0,-125.10899056672459,False
29,14,6/10,6.0,-124.89191998153694,False
29,14,6/10,6.25,-124.34705543473397,False
29,14,6/10,6.5,-124.27692703600042,False
29,14,6/10,6.75,-123.90328958583177,False
29,14,6/10,7.0,-124.67608780585041,False
29,14,6/10,7.25,-124.42234256241682,False
29,14,6/10,7.5,-126.18274477487331,False
29,14,6/10,7.75,-124.5478506565739,False
29,14,6/10,8.0,-124.48248021866674,False
29,14,6/10,8.25,-124.19746970747734,False
29,14,6/10,8.5,-122.63637822812497,False
29,14,6/10,8.75,-120.83039007786114,False
29,14,6/10,9.0,-120.17043440440752,False
29,14,6/10,9.25,-120.68255155925013,False
29,14,6/10,9.5,-119.72209339585297,False
29,14,6/10,9.75,-117.79153133014427,False
29,14,6/10,10.0,-116.40810731322061,False
29,14,6/10,10.25,-116.06490473824918,False
29,14,6/10,10.5,-116.08084308317294,False
29,14,6/10,10.75,-114.34480364709496,False
29,14,6/10,11.0,-114.88892106270377,False
29,14,6/10,11.25,-114.48883726833624,False
29,14,6/10,11.5,-114.79047821714069,False
29,14,6/10,11.75,-117.36443975885298,False
29,14,6/10,12.0,-119.30126933276642,False
29,14,6/10,12.25,-119.8608241065694,False
29,14,6/10,12.5,-122.33254952886271,False
29,14,6/10,12.75,-123.32432037911052,False
29,14,6/10,13.0,-122.96541511425197,False
29,14,6/10,13.25,-123.57642935167927,False
29,14,6/10,13.5,-124.31244868762995,False
29,14,6/10,13.75,-126.75180909930033,False
29,14,6/10,14.0,-125.62701784993571,False
29,14,6/10,14.25,-125.24834164983962,False
29,14,6/10,14.5,-124.50606143139522,False
29,14,6/10,14.75,-124.2605837955666,False
29,14,6/10,15.0,-125.48185413996073,False
31,6,10/14,6.0,-111.10583851510782,False
31,6,10/14,6.25,-108.82036919259248,False
31,6,10/14,6.5,-107.59899407339213,False
31,6,10/14,6.75,-108.03144688054256,False
31,6,10/14,7.0,-108.41768226053715,False
31,6,10/14,7.25,-107.15048009014875,False
31,6,10/14,7.5,-106.29980981815396,False
31,6,10/14,7.75,-105.08702247058616,False
31,6,10/14,8.0,-107.53029565518669,False
31,6,10/14,8.25,-107.89531073997794,False
31,6,10/14,8.5,-107.86631526945439,False
31,6,10/14,8.75,-109.74490475511921,False
31,6,10/14,9.0,-111.38781846912039,False
31,6,10/14,9.25,-111.83214721013255,False
31,6,10/14,9.5,-111.8533954657899,False
31,6,10/14,9.75,-111.5884553268592,False
31,6,10/14,10.0,-112.16340584345393,False
31,6,10/14,10.25,-113.10660031269805,False
31,6,10/14,10.5,-113.80104809954933,False
31,6,10/14,10.75,-116.51575061014796,False
31,6,10/14,11.0,-117.21486461971955,False
31,6,10/14,11.25,-118.26075229687129,False
31,6,10/14,11.5,-117.73562683350738,False
31,6,10/14,11.75,-118.43841619790854,False
31,6,10/14,12.0,-118.27437815501257,False
31,6,10/14,12.25,-117.29840820015585,False
31,6,10/14,12.5,-116.44919267012453,False
31,6,10/14,12.75,-116.81414502315961,False
31,6,10/14,13.0,-116.93009262364475,False
31,6,10/14,13.25,-116.83462023340925,False
31,6,10/14,13.5,-116.22904481111792,False
31,6,10/14,13.75,-116.0487140653221,False
31,6,10/14,14.0,-116.2510010523974,False
31,6,10/14,14.25,-116.48471709725015,False
31,6,10/14,14.5,-117.18131702814324,False
31,6,10/14,14.75,-116.31188394810374,False
31,6,10/14,15.0,-114.77752045757633,False
31,10,6/14,6.0,-111.27043077549062,False
31,10,6/14,6.25,-110.86662970226851,False
31,10,6/14,6.5,-110.00317567651885,False
31,10,6/14,6.75,-107.80701562923399,False
31,10,6/14,7.0,-107.7111937081491,False
31,10,6/14,7.25,-108.36687262654495,False
31,10,6/14,7.5,-107.67727794033308,False
31,10,6/14,7.75,-106.29402763215268,False
31,10,6/14,8.0,-108.09728518117679,False
31,10,6/14,8.25,-108.0459607287078,False
31,10,6/14,8.5,-108.5471023147646,False
31,10,6/14,8.75,-110.50101538228438,False
31,10,6/14,9.0,-111.72077765339672,False
31,10,6/14,9.25,-111.80047275393875,False
31,10,6/14,9.5,-111.35158428289475,False
31,10,6/14,9.75,-111.57504448875434,False
31,10,6/14,10.0,-112.65232264243579,False
31,10,6/14,10.25,-113.18678390713286,False
31,10,6/14,10.5,-114.59722626566636,False
31,10,6/14,10.75,-116.58800662212846,False
31,10,6/14,11.0,-117.13941274308362,False
31,10,6/14,11.25,-117.96208157322997,False
31,10,6/14,11.5,-118.52065110069482,False
31,10,6/14,11.75,-118.04646620614633,False
31,10,6/14,12.0,-117.523427794528,False
31,10,6/14,12.25,-116.03838799913377,False
31,10,6/14,12.5,-116.37751086569273,False
31,10,6/14,12.75,-117.63486007285691,False
31,10,6/14,13.0,-117.77469612050913,False
31,10,6/14,13.25,-117.16347179507237,False
31,10,6/14,13.5,-115.7901050974233,False
31,10,6/14,13.75,-115.85827904000767,False
31,10,6/14,14.0,-116.64931283516552,False
31,10,6/14,14.25,-116.32815581233454,False
31,10,6/14,14.5,-116.7960403195703,False
31,10,6/14,14.75,-116.36362996452577,False
31,10,6/14,15.0,-115.2755528686225,False
31,14,6/10,6.0,-111.31301325311235,False
31,14,6/10,6.25,-109.71657143198968,False
31,14,6/10,6.5,-110.39749673505833,False
31,14,6/10,6.75,-109.09736508300432,False
31,14,6/10,7.0,-109.34841228646094,False
31,14,6/10,7.25,-109.15444442139241,False
31,14,6/10,7.5,-106.85165521772782,False
31,14,6/10,7.75,-106.51625211228658,False
31,14,6/10,8.0,-107.24855545521409,False
31,14,6/10,8.25,-108.71237677612413,False
31,14,6/10,8.5,-108.39473110822551,False
31,14,6/10,8.75,-110.8552249945548,False
31,14,6/10,9.0,-111.03015400367323,False
31,14,6/10,9.25,-111.95906133307942,False
31,14,6/10,9.5,-111.35783122057575,False
31,14,6/10,9.75,-111.63499212413785,False
31,14,6/10,10.0,-112.00404650145266,False
31,14,6/10,10.25,-113.22734509942552,False
31,14,6/10,10.5,-114.43869161785155,False
31,14,6/10,10.75,-116.0742923354207,False
31,14,6/10,11.0,-116.44356197976336,False
31,14,6/10,11.25,-117.87921403567165,False
31,14,6/10,11.5,-118.39374557976552,False
31,14,6/10,11.75,-118.26989705666577,False
31,14,6/10,12.0,-118.88550235758244,False
31,14,6/10,12.25,-117.9393304499958,False
31,14,6/10,12.5,-117.00846965897539,False
31,14,6/10,12.75,-117.86867717772435,False
31,14,6/10,13.0,-116.87898006472705,False
31,14,6/10,13.25,-117.27274290048584,False
31,14,6/10,13.5,-116.21821840510171,False
31,14,6/10,13.75,-116.74126230500367,False
31,14,6/10,14.0,-117.30273046569465,False
31,14,6/10,14.25,-116.3317144790469,False
31,14,6/10,14.5,-116.58290051225862,False
31,14,6/10,14.75,-116.00315095141895,False
31,14,6/10,15.0,-115.16321402409878,False
33,6,10/14,6.0,-117.9278137141095,False
33,6,10/14,6.25,-118.28851638697267,False
33,6,10/14,6.5,-117.40379283078776,False
33,6,10/14,6.75,-118.23972315196941,False
33,6,10/14,7.0,-118.41647895805622,False
33,6,10/14,7.25,-118.75424526614655,False
33,6,10/14,7.5,-117.92174044895026,False
33,6,10/14,7.75,-117.30922118018329,False
33,6,10/14,8.0,-116.26325631678228,False
33,6,10/14,8.25,-115.36332287196954,False
33,6,10/14,8.5,-117.06144515842965,False
33,6,10/14,8.75,-116.61411014252559,False
33,6,10/14,9.0,-115.46163687870063,False
33,6,10/14,9.25,-114.65790567825842,False
33,6,10/14,9.5,-114.83070660433383,False
33,6,10/14,9.75,-113.39584979138094,False
33,6,10/14,10.0,-113.62890847447684,False
33,6,10/14,10.25,-112.97679267143589,False
33,6,10/14,10.5,-113.97980770123138,False
33,6,10/14,10.75,-114.46233166052824,False
33,6,10/14,11.0,-115.55701925265704,False
33,6,10/14,11.25,-115.11976109240105,False
33,6,10/14,11.5,-116.73018280697349,False
33,6,10/14,11.75,-116.82421932230744,False
33,6,10/14,12.0,-116.68814406222972,False
33,6,10/14,12.25,-118.5490026286131,False
33,6,10/14,12.5,-119.55537510222813,False
33,6,10/14,12.75,-120.09466983745148,False
33,6,10/14,13.0,-120.26250625251299,False
33,6,10/14,13.25,-121.04014491698743,False
33,6,10/14,13.5,-121.10209009508507,False
33,6,10/14,13.75,-121.00058689925822,False
33,6,10/14,14.0,-120.61568407657394,False
33,6,10/14,14.25,-120.21566929990902,False
33,6,10/14,14.5,-119.18101294069324,False
33,6,10/14,14.75,-117.3944811180122,False
33,6,10/14,15.0,-118.84075299252976,False
33,10,6/14,6.0,-117.29095685358409,False
33,10,6/14,6.25,-118.09996566703485,False
33,10,6/14,6.5,-117.69373908222498,False
33,10,6/14,6.75,-117.37638716245011,False
33,10,6/14,7.0,-118.09068557853124,False
33,10,6/14,7.25,-118.08049422548461,False
33,10,6/14,7.5,-117.0428712776411,False
33,10,6/14,7.75,-117.59746217937617,False
33,10,6/14,8.0,-116.82065275772477,False
33,10,6/14,8.25,-116.62951311537785,False
33,10,6/14,8.5,-117.60665227151131,False
33,10,6/14,8.75,-116.76468741097882,False
33,10,6/14,9.0,-116.3579919070113,False
33,10,6/14,9.25,-116.5451530116306,False
33,10,6/14,9.5,-116.15663015374123,False
33,10,6/14,9.75,-115.49646701803664,False
33,10,6/14,10.0,-115.22161380129613,False
33,10,6/14,10.25,-114.13485035242603,False
33,10,6/14,10.5,-113.69220646068067,False
33,10,6/14,10.75,-114.23899005222061,False
33,10,6/14,11.0,-114.73672348647224,False
33,10,6/14,11.25,-115.39123102295929,False
33,10,6/14,11.5,-116.62550705827364,False
33,10,6/14,11.75,-116.36054114460494,False
33,10,6/14,12.0,-116.88759899041092,False
33,10,6/14,12.25,-118.50319105183942,False
33,10,6/14,12.5,-119.67788243227521,False
33,10,6/14,12.75,-120.13666435448559,False
33,10,6/14,13.0,-120.16350709680002,False
33,10,6/14,13.25,-120.75926403872386,False
33,10,6/14,13.5,-120.70966446789909,False
33,10,6/14,13.75,-120.4211908977777,False
33,10,6/14,14.0,-120.20607290583423,False
33,10,6/14,14.25,-120.366456932792,False
33,10,6/14,14.5,-119.58808581319423,False
33,10,6/14,14.75,-118.28768081537959,False
33,10,6/14,15.0,-118.73507551448846,False
33,14,6/10,6.0,-118.16016943581312,False
33,14,6/10,6.25,-118.67949312828492,False
33,14,6/10,6.5,-117.46773907523392,False
33,14,6/10,6.75,-118.1287307328857,False
33,14,6/10,7.0,-117.8060085723723,False
33,14,6/10,7.25,-117.9515258915748,False
33,14,6/10,7.5,-117.3284735675868,False
33,14,6/10,7.75,-116.8932319479428,False
33,14,6/10,8.0,-116.11627011111594,False
33,14,6/10,8.25,-116.60843107586938,False
33,14,6/10,8.5,-117.24999490873209,False
33,14,6/10,8.75,-116.29293566980556,False
33,14,6/10,9.0,-116.94959690151069,False
33,14,6/10,9.25,-116.627611684379,False
33,14,6/10,9.5,-116.57420994724868,False
33,14,6/10,9.75,-116.05863689552538,False
33,14,6/10,10.0,-115.23778728632692,False
33,14,6/10,10.25,-114.35304574535803,False
33,14,6/10,10.5,-113.91317424883634,False
33,14,6/10,10.75,-114.00344280745647,False
33,14,6/10,11.0,-114.97600582260517,False
33,14,6/10,11.25,-115.34639948450551,False
33,14,6/10,11.5,-116.35408992322131,False
33,14,6/10,11.75,-116.86311181390111,False
33,14,6/10,12.0,-117.708118285241,False
33,14,6/10,12.25,-118.51660119650656,False
33,14,6/10,12.5,-119.15975284373705,False
33,14,6/10,12.75,-118.86448980313817,False
33,14,6/10,13.0,-120.10455013774735,False
33,14,6/10,13.25,-121.21300591545419,False
33,14,6/10,13.5,-120.97948376708385,False
33,14,6/10,13.75,-120.42082938720982,False
33,14,6/10,14.0,-120.53265423095854,False
33,14,6/10,14.25,-119.89333934898256,False
33,14,6/10,14.5,-119.19996017789073,False
33,14,6/10,14.75,-117.72116443301088,False
33,14,6/10,15.0,-118.11483772660942,False
35,6,10/14,6.0,-116.48196618718809,False
35,6,10/14,6.25,-116.87384799214759,False
35,6,10/14,6.5,-117.34914936170432,False
35,6,10/14,6.75,-117.5001034873342,False
35,6,10/14,7.0,-119.01080089620815,False
35,6,10/14,7.25,-118.91139784663545,False
35,6,10/14,7.5,-119.61002917204179,False
35,6,10/14,7.75,-120.76169805134333,False
35,6,10/14,8.0,-119.68909220874892,False
35,6,10/14,8.25,-118.42035923474299,False
35,6,10/14,8.5,-117.97351271753442,False
35,6,10/14,8.75,-117.7984629473054,False
35,6,10/14,9.0,-118.0014278904878,False
35,6,10/14,9.25,-116.486785621223,False
35,6,10/14,9.5,-115.28517786970292,False
35,6,10/14,9.75,-113.48466959402775,False
35,6,10/14,10.0,-113.34339766687155,False
35,6,10/14,10.25,-113.39286268133603,False
35,6,10/14,10.5,-114.7668919182725,False
35,6,10/14,10.75,-115.69130218501088,False
35,6,10/14,11.0,-114.11590957678575,False
35,6,10/14,11.25,-114.40430060056862,False
35,6,10/14,11.5,-115.2350205146005,False
35,6,10/14,11.75,-118.78882758304457,False
35,6,10/14,12.0,-119.93608765999686,False
35,6,10/14,12.25,-119.6322995233167,False
35,6,10/14,12.5,-120.77967295581867,False
35,6,10/14,12.75,-121.10745832256329,False
35,6,10/14,13.0,-122.65865620881551,False
35,6,10/14,13.25,-121.31317241349218,False
35,6,10/14,13.5,-122.37283616219612,False
35,6,10/14,13.75,-122.98194823347696,False
35,6,10/14,14.0,-122.54331624648839,False
35,6,10/14,14.25,-122.75767758599332,False
35,6,10/14,14.5,-121.66114381116891,False
35,6,10/14,14.75,-122.98190684519317,False
35,6,10/14,15.0,-124.26543852834742,False
35,10,6/14,6.0,-116.93662804559327,False
35,10,6/14,6.25,-117.03843382724274,False
35,10,6/14,6.5,-117.23315774434921,False
35,10,6/14,6.75,-117.56593160255272,False
35,10,6/14,7.0,-118.91164626211997,False
35,10,6/14,7.25,-118.5902884781313,False
35,10,6/14,7.5,-119.65149600448038,False
35,10,6/14,7.75,-119.98644154864273,False
35,10,6/14,8.0,-119.72036334425611,False
35,10,6/14,8.25,-119.14524727691781,False
35,10,6/14,8.5,-118.26057985503006,False
35,10,6/14,8.75,-118.44269932076736,False
35,10,6/14,9.0,-118.85989458672697,False
35,10,6/14,9.25,-118.05630377462577,False
35,10,6/14,9.5,-116.19519163665034,False
35,10,6/14,9.75,-113.9549482435765,False
35,10,6/14,10.0,-113.49289850567109,False
35,10,6/14,10.25,-113.81835309881995,False
35,10,6/14,10.5,-114.77151661357671,False
35,10,6/14,10.75,-114.36143127345036,False
35,10,6/14,11.0,-114.37756795075683,False
35,10,6/14,11.25,-113.99723972254402,False
35,10,6/14,11.5,-114.76772919817775,False
35,10,6/14,11.75,-117.33081785249789,False
35,10,6/14,12.0,-118.13889118026192,False
35,10,6/14,12.25,-119.68294840506957,False
35,10,6/14,12.5,-119.82324324844195,False
35,10,6/14,12.75,-120.09263131677496,False
35,10,6/14,13.0,-121.80316700327094,False
35,10,6/14,13.25,-121.2429382846109,False
35,10,6/14,13.5,-121.52299585809799,False
35,10,6/14,13.75,-121.90011802068793,False
35,10,6/14,14.0,-121.7386598972246,False
35,10,6/14,14.25,-122.25596708286298,False
35,10,6/14,14.5,-121.78300291730345,False
35,10,6/14,14.75,-123.03848599068286,False
35,10,6/14,15.0,-124.1011182387498,False
35,14,6/10,6.0,-118.07861896956834,False
35,14,6/10,6.25,-117.73239389380659,False
35,14,6/10,6.5,-116.98893910308634,False
35,14,6/10,6.75,-117.83866242380425,False
35,14,6/10,7.0,-119.24657733956676,False
35,14,6/10,7.25,-118.48999214548861,False
35,14,6/10,7.5,-118.62026589202642,False
35,14,6/10,7.75,-119.38148133672486,False
35,14,6/10,8.0,-118.55255817091808,False
35,14,6/10,8.25,-118.05101746596834,False
35,14,6/10,8.5,-117.33936906699091,False
35,14,6/10,8.75,-118.13141259186469,False
35,14,6/10,9.0,-118.59696502894086,False
35,14,6/10,9.25,-117.05732610948341,False
35,14,6/10,9.5,-115.59554178919643,False
35,14,6/10,9.75,-113.8986453767205,False
35,14,6/10,10.0,-113.12561669808696,False
35,14,6/10,10.25,-113.84058015799111,False
35,14,6/10,10.5,-115.37536070141252,False
35,14,6/10,10.75,-115.24746111348918,False
35,14,6/10,11.0,-116.10251589182744,False
35,14,6/10,11.25,-116.10528315697071,False
35,14,6/10,11.5,-116.78279510818476,False
35,14,6/10,11.75,-118.10708813331985,False
35,14,6/10,12.0,-119.11978281980683,False
35,14,6/10,12.25,-120.50598845842211,False
35,14,6/10,12.5,-121.45464195080159,False
35,14,6/10,12.75,-121.31452478507626,False
35,14,6/10,13.0,-122.2396772726288,False
35,14,6/10,13.25,-122.12205360108936,False
35,14,6/10,13.5,-122.97018159066205,False
35,14,6/10,13.75,-122.98684240249491,False
35,14,6/10,14.0,-122.80457843827173,False
35,14,6/10,14.25,-123.34223901707958,False
35,14,6/10,14.5,-122.11631257017373,False
35,14,6/10,14.75,-122.9165960774302,False
35,14,6/10,15.0,-123.27726916982813,False
37,6,10/14,6.0,-128.6408874152468,False
37,6,10/14,6.25,-127.98217683692815,False
37,6,10/14,6.5,-127.49485620537402,False
37,6,10/14,6.75,-127.73038700815854,False
37,6,10/14,7.0,-128.1525960294069,False
37,6,10/14,7.25,-128.07766974728526,False
37,6,10/14,7.5,-127.52120408352803,False
37,6,10/14,7.75,-128.33859567586558,False
37,6,10/14,8.0,-128.14400164398688,False
37,6,10/14,8.25,-128.46913948033088,False
37,6,10/14,8.5,-129.55746495230642,False
37,6,10/14,8.75,-130.15365820059952,False
37,6,10/14,9.0,-129.51073823232076,False
37,6,10/14,9.25,-129.4025384221259,False
37,6,10/14,9.5,-130.0333505998313,False
37,6,10/14,9.75,-131.09269886434808,False
37,6,10/14,10.0,-130.93680794896517,False
37,6,10/14,10.25,-130.72161944097917,False
37,6,10/14,10.5,-131.5248176693075,False
37,6,10/14,10.75,-132.13372566562995,False
37,6,10/14,11.0,-132.8846682332717,False
37,6,10/14,11.25,-131.08028323207023,False
37,6,10/14,11.5,-130.99295434699036,False
37,6,10/14,11.75,-131.08668966469716,False
37,6,10/14,12.0,-133.21956241193843,False
37,6,10/14,12.25,-130.26620911334817,False
37,6,10/14,12.5,-131.2194983495496,False
37,6,10/14,12.75,-131.3568581726735,False
37,6,10/14,13.0,-131.4459071554191,False
37,6,10/14,13.25,-132.34436279249232,False
37,6,10/14,13.5,-131.5787845206802,False
37,6,10/14,13.75,-131.5212989778818,False
37,6,10/14,14.0,-131.4767588557929,False
37,6,10/14,14.25,-131.95180406206507,False
37,6,10/14,14.5,-131.9073884232118,False
37,6,10/14,14.75,-130.5559644335521,False
37,6,10/14,15.0,-130.80360829681865,False
37,10,6/14,6.0,-127.05449612386748,False
37,10,6/14,6.25,-127.43187989789149,False
37,10,6/14,6.5,-127.70954567992788,False
37,10,6/14,6.75,-127.54737755824512,False
37,10,6/14,7.0,-128.46563355823153,False
37,10,6/14,7.25,-128.1278332717358,False
37,10,6/14,7.5,-127.15733896659796,False
37,10,6/14,7.75,-128.96216865286107,False
37,10,6/14,8.0,-128.33648083227,False
37,10,6/14,8.25,-127.42164170229242,False
37,10,6/14,8.5,-128.62890719560988,False
37,10,6/14,8.75,-130.29397106931168,False
37,10,6/14,9.0,-129.18600891751495,False
37,10,6/14,9.25,-130.75194849323879,False
37,10,6/14,9.5,-129.19033824596937,False
37,10,6/14,9.75,-131.11751860283798,False
37,10,6/14,10.0,-131.1285120485726,False
37,10,6/14,10.25,-131.20591342920645,False
37,10,6/14,10.5,-131.92392513800925,False
37,10,6/14,10.75,-132.6525843370127,False
37,10,6/14,11.0,-133.1159304505171,False
37,10,6/14,11.25,-132.90209214194726,False
37,10,6/14,11.5,-132.62890271822263,False
37,10,6/14,11.75,-131.65168665974812,False
37,10,6/14,12.0,-132.78312426317595,False
37,10,6/14,12.25,-131.06223530727158,False
37,10,6/14,12.5,-131.66833518274663,False
37,10,6/14,12.75,-131.40708564388092,False
37,10,6/14,13.0,-132.257004512912,False
37,10,6/14,13.25,-133.32357081313341,False
37,10,6/14,13.5,-132.70984134363238,False
37,10,6/14,13.75,-131.6164317305603,False
37,10,6/14,14.0,-132.35397991578307,False
37,10,6/14,14.25,-131.9839919368713,False
37,10,6/14,14.5,-131.31348887580526,False
37,10,6/14,14.75,-130.4756262762827,False
37,10,6/14,15.0,-131.10935669504698,False
37,14,6/10,6.0,-128.21981542661615,False
37,14,6/10,6.25,-127.33082972501802,False
37,14,6/10,6.5,-127.64688312844011,False
37,14,6/10,6.75,-128.09566058561404,False
37,14,6/10,7.0,-127.02955158226995,False
37,14,6/10,7.25,-126.68617874695433,False
37,14,6/10,7.5,-126.84375737970345,False
37,14,6/10,7.75,-127.19996697700998,False
37,14,6/10,8.0,-126.82298530925235,False
37,14,6/10,8.25,-128.28676699405517,False
37,14,6/10,8.5,-128.96217756678598,False
37,14,6/10,8.75,-129.4853989783587,False
37,14,6/10,9.0,-128.41122929506767,False
37,14,6/10,9.25,-129.65619013620184,False
37,14,6/10,9.5,-129.97060707196852,False
37,14,6/10,9.75,-130.6071425474575,False
37,14,6/10,10.0,-130.81654830601627,False
37,14,6/10,10.25,-131.3241093622181,False
37,14,6/10,10.5,-132.1257701952633,False
37,14,6/10,10.75,-132.6866575993699,False
37,14,6/10,11.0,-133.0096519282743,False
37,14,6/10,11.25,-133.15429188035597,False
37,14,6/10,11.5,-131.91888576534902,False
37,14,6/10,11.75,-131.0150126365045,False
37,14,6/10,12.0,-133.22043203122362,False
37,14,6/10,12.25,-130.52880908221695,False
37,14,6/10,12.5,-130.0669154568214,False
37,14,6/10,12.75,-130.8871205625071,False
37,14,6/10,13.0,-131.23734235670153,False
37,14,6/10,13.25,-131.19930295477064,False
37,14,6/10,13.5,-130.92939970229665,False
37,14,6/10,13.75,-131.36430539785437,False
37,14,6/10,14.0,-130.7467219412812,False
37,14,6/10,14.25,-131.11930774549688,False
37,14,6/10,14.5,-131.67181969207485,False
37,14,6/10,14.75,-130.63202695214437,False
37,14,6/10,15.0,-131.11508502760645,False
39,6,10/14,6.0,-107.27156636415968,False
39,6,10/14,6.25,-106.9857619473634,False
39,6,10/14,6.5,-106.40325619255235,False
39,6,10/14,6.75,-106.28321149418676,False
39,6,10/14,7.0,-107.19380101583364,False
39,6,10/14,7.25,-108.50164978922146,False
39,6,10/14,7.5,-108.71315264689713,False
39,6,10/14,7.75,-108.63411797846324,False
39,6,10/14,8.0,-107.60794171362096,False
39,6,10/14,8.25,-107.23193545859314,False
39,6,10/14,8.5,-107.7350198694831,False
39,6,10/14,8.75,-108.99837076059865,False
39,6,10/14,9.0,-109.36934858646417,False
39,6,10/14,9.25,-108.44577719888092,False
39,6,10/14,9.5,-108.17186152990699,False
39,6,10/14,9.75,-108.11255185104375,False
39,6,10/14,10.0,-109.49583841451775,False
39,6,10/14,10.25,-110.05907522491127,False
39,6,10/14,10.5,-109.90977762029823,False
39,6,10/14,10.75,-110.4756974521316,False
39,6,10/14,11.0,-110.31460314125381,False
39,6,10/14,11.25,-109.23373306643589,False
39,6,10/14,11.5,-109.32280288591382,False
39,6,10/14,11.75,-110.01976041730765,False
39,6,10/14,12.0,-110.13504549810098,False
39,6,10/14,12.25,-111.18891860341931,False
39,6,10/14,12.5,-111.67640403810955,False
39,6,10/14,12.75,-110.78626987693876,False
39,6,10/14,13.0,-110.70428699659264,False
39,6,10/14,13.25,-110.50299508772113,False
39,6,10/14,13.5,-112.08853418739669,False
39,6,10/14,13.75,-112.44569815456697,False
39,6,10/14,14.0,-111.20334039201455,False
39,6,10/14,14.25,-112.83806530967104,False
39,6,10/14,14.5,-113.07217286555336,False
39,6,10/14,14.75,-112.108961859474,False
39,6,10/14,15.0,-111.44565349178178,False
