subject,run,window_index,start_seconds,end_seconds,sample_count,median_peak_to_peak_uV,q75_peak_to_peak_uV,maximum_peak_to_peak_uV,maximum_channel,median_std_uV,simultaneous_identical_step_fraction,Fp1_peak_to_peak_uV,Fpz_peak_to_peak_uV,Fp2_peak_to_peak_uV,AF7_peak_to_peak_uV,AF3_peak_to_peak_uV,AFz_peak_to_peak_uV,AF4_peak_to_peak_uV,AF8_peak_to_peak_uV,C3_peak_to_peak_uV,Cz_peak_to_peak_uV,C4_peak_to_peak_uV,Fp1_peak_to_peak_robust_z,Fpz_peak_to_peak_robust_z,Fp2_peak_to_peak_robust_z,AF7_peak_to_peak_robust_z,AF3_peak_to_peak_robust_z,AFz_peak_to_peak_robust_z,AF4_peak_to_peak_robust_z,AF8_peak_to_peak_robust_z,C3_peak_to_peak_robust_z,Cz_peak_to_peak_robust_z,C4_peak_to_peak_robust_z
1,10,3,6.0,8.0,320,250.5,267.25,317.99999999999994,F7,45.354774171966504,0.0,243.99999999999997,181.0,189.0,296.0,290.0,248.0,205.0,157.0,261.0,284.0,224.99999999999997,-0.6034908291228102,-1.0117346252941224,-0.7291781083200882,-0.2772902306361669,-0.21344612347977268,-0.05740338299541121,-0.5349401467072372,-0.875401590680021,0.6245275464778535,0.611256336115199,0.4669544424434404
1,10,4,8.0,10.0,320,336.5,407.75,692.0,Fp1,60.38241424061842,0.0,692.0,579.9999999999999,612.9999999999999,608.0,581.0,398.0,388.0,550.0,406.0,295.0,269.0,2.5772608349597648,2.625041189952317,1.8472512077442231,2.0609409033769164,2.2710667538247815,2.095223479332509,1.5931913064976413,1.9445395989695546,4.246787316049403,0.8431121877451021,1.6083986350829642
1,10,5,10.0,12.0,320,279.5,311.75,569.0,Fp1,49.85061233435387,0.0,569.0,492.0,555.0,483.99999999999994,460.0,348.0,376.0,462.0,256.0,243.99999999999997,248.0,1.703974105758522,1.8229452708002207,1.494815122056181,1.13164391421787,1.2379875161826817,1.377681191889869,1.4536417030087967,1.3131023860200313,0.4996220371822827,-0.2318558516299037,1.0636184522322827
1,10,6,12.0,14.0,320,288.5,304.25,496.0,Iz,55.637062882830264,0.0,358.0,347.0,388.0,310.0,297.0,317.0,309.0,295.0,292.0,304.0,241.0,0.20589687111248808,0.5013099494700608,0.48004225464405814,-0.17236960282788755,-0.15368120890543632,0.9328049736754321,0.6744897501960817,0.11480676599082242,1.3989417041103918,1.0328124299877501,0.8820250579487223
1,10,7,14.0,16.0,320,210.5,232.0,316.0,AF8,41.17314071495935,0.0,279.0,294.0,309.0,173.0,171.0,218.0,276.0,316.0,212.0,269.0,181.0,-0.3549946053663588,0.01822945270800221,0.0,-1.1990928892374786,-1.2294496712434906,-0.4879287554609953,0.29072834060175934,0.26549064635377684,-0.5995464446187393,0.29508926571078575,-0.6744897501960817
1,10,8,16.0,18.0,320,262.0,279.5,470.0,Fp2,42.952645001670604,0.0,452.99999999999994,427.0,470.0,353.0,339.99999999999994,292.0,331.0,423.99999999999994,261.0,272.0,268.0,0.8803866213085694,1.2304880577901491,0.9783139619961185,0.14988661115468482,0.21344612347977218,0.5740338299541121,0.93033068992563,1.0404363167918278,0.6245275464778535,0.35832267979166843,1.582456721613884
1,10,9,18.0,20.0,320,218.5,243.5,355.0,AF7,38.92770159848036,0.0,299.0,239.99999999999997,226.0,355.0,337.0,220.0,166.0,185.0,226.0,200.0,160.0,-0.21299676321981525,-0.47396577040805765,-0.5043481915880611,0.1648752722701533,0.18783258866219996,-0.45922706396328966,-0.9884763580459818,-0.6744897501960817,-0.24981101859114135,-1.1592792581495155,-1.2192699330467631
1,10,10,20.0,22.0,320,254.5,288.25,323.0,CP5,50.30092387859327,0.0,248.99999999999997,253.99999999999997,312.0,214.0,210.0,252.99999999999997,254.99999999999997,308.0,310.0,300.0,248.0,-0.5679913685861743,-0.3463596014520422,0.01822945270800221,-0.8918253363703748,-0.8964737186150453,0.014350845748852394,0.04651653449628117,0.20808726335836564,1.848601537574446,0.9485012112132399,1.0636184522322827
1,10,11,22.0,24.0,320,202.5,248.0,398.0,AF7,37.52167544828733,0.0,378.0,338.99999999999994,316.99999999999994,398.0,389.0,289.0,223.0,241.99999999999997,229.0,220.0,202.0,0.34789471325903165,0.42839213863805137,0.048611873888005544,0.4871314862527257,0.6318005255001271,0.5309812927075537,-0.3256157414739705,-0.26549064635377706,-0.17486771301379897,-0.7377231642769644,-0.12970956734540032
1,10,12,24.0,26.0,320,218.5,244.5,368.0,Fp2,42.722025636080936,0.0,349.0,331.0,368.0,277.0,255.99999999999997,241.99999999999997,267.0,307.0,194.0,221.0,198.0,0.1419978421465435,0.35547432780604304,0.3585125699240434,-0.4196825112331175,-0.5037328514122638,-0.14350845748852845,0.186066137985126,0.20091184048393923,-1.0492062780827938,-0.7166453595833369,-0.2334772212217206
1,10,13,26.0,28.0,320,178.0,200.0,285.0,Fp1,33.30131007436309,0.0,285.0,244.0,264.0,269.0,263.0,182.0,199.0,275.0,180.99999999999997,185.0,157.0,-0.3123952527223957,-0.43750686499205305,-0.27344179062003315,-0.47963715569499143,-0.4439679368379272,-1.004559202419696,-0.6047149484516594,-0.028701691497705604,-1.3739606022512783,-1.4754463285539288,-1.2970956734540033
1,10,14,28.0,30.0,320,221.0,239.25,295.0,FCz,41.70926428156794,0.0,232.0,228.0,240.0,220.0,226.0,259.0,242.0,248.0,224.99999999999997,233.0,197.0,-0.688689534410736,-0.5833424866560707,-0.4192774122840508,-0.8468593530239692,-0.7598681995879908,0.10045592024196962,-0.10466220261663337,-0.22243810910721845,-0.2747921204502562,-0.46371170325980615,-0.25941913469080063
1,10,15,30.0,32.0,320,267.5,288.25,341.0,AF7,50.184601030862325,0.0,303.99999999999994,258.0,248.0,341.0,328.0,273.0,259.0,199.0,254.0,286.0,214.0,-0.17749730268317981,-0.30990069603603754,-0.37066553839604494,0.05995464446187393,0.1109919842094818,0.3013677607259089,0.093033068992563,-0.5740338299541121,0.44965983346405447,0.6534119455024542,0.18159339428356047
1,10,16,32.0,34.0,320,187.0,207.5,274.0,Iz,36.53117812423663,0.0,159.0,159.0,159.0,166.0,165.0,207.0,163.0,156.0,204.0,212.0,161.0,-1.2069816582456199,-1.212258605082147,-0.9114726354001105,-1.2515532031416183,-1.2806767408786361,-0.6457880586983761,-1.023363758918193,-0.8825770135544473,-0.7993952594916524,-0.9063456018259848,-1.193328019577683
1,10,17,34.0,36.0,320,248.5,278.0,321.0,O1,44.37889038651753,0.0,248.99999999999997,231.0,246.0,248.0,238.0,244.0,227.0,201.0,290.0,291.0,241.99999999999994,-0.5679913685861743,-0.5559983075940674,-0.38281850686804636,-0.6370180974074106,-0.6574140603176999,-0.11480676599082242,-0.279099206977689,-0.5596829842052593,1.3489795003921634,0.7588009689705919,0.9079669714178008
1,10,18,36.0,38.0,320,447.5,498.75,925.0,Fp1,75.3184790372261,0.0,925.0,794.0,816.0,891.0,859.0,539.0,501.0,533.9999999999999,401.0,365.0,295.0,4.231535695966997,4.575592629708555,3.080777507652373,4.181836451215707,4.644587646919854,4.118692729920754,2.9072834060175934,1.8297328329787315,4.121881806753833,2.318558516299031,2.282888385279046
1,10,19,38.0,40.0,320,211.5,226.75,458.0,Fp1,40.97901348799127,0.0,458.0,409.99999999999994,435.0,379.0,361.0,247.0,283.0,415.0,209.0,212.0,185.0,0.9158860818452057,1.07553770977213,0.7656370137360927,0.3447392056557751,0.39274086720278173,-0.07175422874426401,0.372132275970252,0.9758575109219906,-0.6744897501960817,-0.9063456018259848,-0.5707220963197615
1,10,20,40.0,42.0,320,225.0,253.5,382.0,Iz,42.98995737456039,0.0,327.0,266.0,251.99999999999994,305.0,299.0,237.0,212.0,233.0,223.0,265.0,204.0,-0.014199784214654352,-0.2369828852040287,-0.34635960145204225,-0.20984125561655875,-0.13660551902705453,-0.21526268623279202,-0.4535362113387446,-0.33006945222361445,-0.32475432416848377,0.21077804693627553,-0.0778257404072402
1,10,21,42.0,44.0,320,318.5,372.5,600.0,Fp1,50.67031158890333,0.0,600.0,539.0,589.0,536.0,517.0,379.0,428.0,520.0,359.0,298.0,246.0,1.9240707610856647,2.2513374094382725,1.701415586080206,1.521349103220051,1.7246446777165636,1.8225574101043058,2.058356651460456,1.7292769127367627,3.0726755286710388,0.9063456018259848,1.0117346252941226
1,10,22,44.0,46.0,320,352.5,432.5,643.9999999999999,AF7,53.42590354559408,0.0,635.0,533.0,533.0,643.9999999999999,618.0,467.0,424.0,457.0,395.0,389.99999999999994,296.0,2.1725669848421156,2.196649051314266,1.3611324688641648,2.330736803455348,2.586967016574845,3.085431836003352,2.0118401169641746,1.2772252716478996,3.971995195599148,2.8455036336397184,2.308830298748126
1,10,23,46.0,48.0,320,232.0,247.25,338.0,O2,40.86943773291641,0.0,307.0,237.0,210.99999999999997,289.0,278.0,211.99999999999997,216.0,202.99999999999994,274.0,249.0,196.0,-0.15619762636119786,-0.5013099494700608,-0.5954954551280722,-0.3297505445403066,-0.31590026275006355,-0.5740338299541126,-0.4070196768424631,-0.5453321384564069,0.9492818706463373,-0.12646682816176533,-0.2853610481598807
1,10,24,48.0,50.0,320,208.0,233.75,609.0,Fp1,39.134349516961585,0.0,609.0,514.9999999999999,537.0,505.99999999999994,474.99999999999994,277.0,308.99999999999994,460.0,185.0,201.0,187.0,1.9879697900516093,2.032583976942245,1.385438405808168,1.2965191864880232,1.366055190270545,0.3587711437213201,0.674489750196081,1.2987515402711787,-1.2740361948148209,-1.138201453455888,-0.5188382693816013
1,10,25,50.0,52.0,320,183.0,204.0,296.0,Iz,33.99608948918217,0.0,200.0,166.0,164.0,199.0,195.99999999999997,179.0,172.0,160.0,196.0,228.0,141.0,-0.9158860818452057,-1.1484555206041391,-0.8810902142201068,-1.0042402947363882,-1.0160035477637182,-1.0476117396662545,-0.9187015563015596,-0.8538753220567418,-0.9992440743645654,-0.569100726727944,-1.7121662889592844
1,10,26,52.0,54.0,320,223.5,260.5,528.0,Fp1,43.41345379901289,0.0,528.0,433.0,495.99999999999994,427.99999999999994,407.99999999999994,298.0,333.0,478.0,176.0,226.0,184.0,1.412878529358108,1.2851764159141557,1.1363025521321373,0.7119614029847524,0.794019579344754,0.6601389044472289,0.9535889571737708,1.427909152010854,-1.498866111546848,-0.611256336115199,-0.5966640097888415
1,10,27,54.0,56.0,320,273.0,314.25,392.0,AF7,52.53308259008813,0.0,352.0,280.0,273.0,392.0,376.0,233.0,196.0,211.0,289.0,310.0,225.0,0.16329751846852505,-0.10937671624801326,-0.2187534324960265,0.44216550290632023,0.5208085412906454,-0.27266606922820324,-0.6396023493238706,-0.4879287554609953,1.3239983985330492,1.1592792581495155,0.4669544424434412
1,10,28,56.0,58.0,320,255.0,336.25,692.9999999999999,Fp1,49.30198519215024,0.0,692.9999999999999,571.0,619.0,572.0,551.0,407.0,431.0,587.0,265.0,319.0,242.0,2.584360727067091,2.543008652766308,1.883710113160228,1.7911450032984837,2.014931405649054,2.224381091072184,2.0932440523326674,2.2100302453233316,0.7244519539143099,1.3489795003921634,0.9079669714178024
1,10,29,58.0,60.0,320,279.0,344.75,513.0,Fp1,53.00041282995408,0.0,513.0,459.0,498.99999999999994,435.0,418.0,303.0,321.99999999999994,401.0,326.0,287.0,233.0,1.3063801477482004,1.5221593011181844,1.1545320048401395,0.7644217168888926,0.8793980287366635,0.7318931331914929,0.825668487308996,0.875401590680021,2.2482991673202726,0.6744897501960817,0.6744897501960817
1,10,30,60.0,62.0,320,250.0,268.5,342.0,F5,42.2145269118904,0.0,288.0,252.0,291.0,270.0,268.0,243.0,251.0,274.0,260.99999999999994,293.0,206.0,-0.2910955764004142,-0.36458905416004417,-0.10937671624801325,-0.4721428251372572,-0.40127871214197264,-0.12915761173967522,0.0,-0.03587711437213201,0.624527546477852,0.8009565783578471,-0.025941913469080067
1,10,31,62.0,64.0,320,233.0,259.5,398.0,Fp1,43.388269505204605,0.0,398.0,348.0,358.0,316.0,300.0,294.0,266.0,305.0,228.0,267.0,187.0,0.48989255540557514,0.5104246758240618,0.29774772756403606,-0.1274036194814821,-0.1280676740878636,0.6027355214518177,0.1744370043610556,0.18656099473508642,-0.1998488148729131,0.25293365632353065,-0.5188382693816013
1,10,32,64.0,66.0,320,247.5,268.25,407.99999999999994,Fp1,49.60371001540646,0.0,407.99999999999994,323.0,314.0,393.0,378.0,235.0,243.0,255.0,265.99999999999994,246.0,211.0,0.5608914764788465,0.2825565169740342,0.03038242118000368,0.4496598334640544,0.5378842311690272,-0.24396437773049764,-0.093033068992563,-0.17221014898623363,0.7494330557734228,-0.18970024224264798,0.10376765387632027
1,10,33,66.0,68.0,320,221.99999999999997,246.25,367.0,Fp2,38.504573140396204,0.0,322.0,318.0,367.0,270.0,256.0,245.0,270.0,354.0,229.0,232.0,221.0,-0.049699244751290235,0.2369828852040287,0.3524360856880427,-0.4721428251372572,-0.5037328514122635,-0.10045592024196962,0.22095353885733712,0.5381567155819801,-0.17486771301379897,-0.48478950795343373,0.36318678856712094
1,10,34,68.0,70.0,320,305.5,405.25,791.9999999999999,Fp1,49.636261056902214,0.0,791.9999999999999,754.0,720.0,779.9999999999999,771.0,532.0,494.0,571.0,324.0,300.0,256.0,3.287250045692482,4.21100357554851,2.4974350209963028,3.3499657593072047,3.8932572922710538,4.018236809678784,2.8258794706491006,2.095223479332509,2.198336963602044,0.9485012112132399,1.2711537599849232
1,10,35,70.0,72.0,320,280.5,457.0,1051.0,Fp1,53.07588780834547,0.0,1051.0,914.0,882.0,958.0,935.0,604.0,576.0,715.0,349.0,271.0,235.0,5.126122101490221,5.669359792188687,3.481825467228422,4.683956598583901,5.2934638622983625,5.051497703596186,3.779468427822872,3.128484373249911,2.8228645100798975,0.33724487509804085,0.7263735771342419
1,10,36,72.0,74.0,320,217.5,230.0,311.0,Fp1,37.89905651571086,0.0,311.0,299.0,294.0,276.0,259.0,229.0,229.0,251.0,223.0,223.0,170.0,-0.12779805793188917,0.06380308447800773,-0.09114726354001103,-0.42717684179085175,-0.4781193165946908,-0.33006945222361445,-0.25584093972954824,-0.20091184048393923,-0.32475432416848377,-0.6744897501960817,-0.9598507983559623
1,10,37,74.0,76.0,320,197.0,216.0,248.99999999999997,CPz,37.04156611517696,0.0,232.0,184.99999999999997,177.0,243.0,236.0,190.0,172.0,180.0,197.0,233.0,161.0,-0.688689534410736,-0.9752757198781183,-0.8020959191520971,-0.6744897501960817,-0.6744897501960817,-0.8897524364288738,-0.9187015563015596,-0.7103668645682136,-0.9742629725054514,-0.46371170325980615,-1.193328019577683
1,10,38,76.0,78.0,320,239.0,278.25,469.0,Fp1,44.89281088833508,0.0,469.0,407.99999999999994,452.99999999999994,420.0,400.0,308.0,338.99999999999994,436.99999999999994,225.0,260.0,213.0,0.9939848950258047,1.0573082570641275,0.8750137299841056,0.6520067585228789,0.7257168198312272,0.8036473619357569,1.0233637589181923,1.133716814159371,-0.2747921204502555,0.10538902346813776,0.1556514808144804
1,10,39,78.0,80.0,320,215.5,243.25,296.0,Cz,37.66706124366904,0.0,181.0,153.0,165.0,180.0,179.0,182.0,170.0,154.0,222.0,296.0,234.0,-1.050784031884422,-1.2669469632061534,-0.875013729984106,-1.1466325753333388,-1.1611469117299635,-1.004559202419696,-0.9419598235497003,-0.8969278593033001,-0.34973542602759794,0.8641899924387297,0.7004316636651619
1,10,40,80.0,82.0,320,240.5,341.75,912.0,Fp1,46.518997466921775,0.0,912.0,694.0,738.0,738.0,705.0,452.0,498.0,671.0,216.0,242.0,256.0,4.139237098571743,3.6641199943084435,2.606811737244316,3.0352038758823676,3.3297595262844544,2.8701691497705606,2.872396005145382,2.8127657667751493,-0.4996220371822827,-0.2740114610171582,1.2711537599849232
1,10,41,82.0,84.0,320,218.0,307.5,745.0,Fp1,40.64832361991468,0.0,745.0,633.0,683.0,599.0,574.0,403.99999999999994,464.0,637.0,218.0,261.0,207.0,2.953555116648105,3.1081216867143766,2.2726051042642754,1.9934919283573083,2.2113018392504453,2.181328553825625,2.4770054619269897,2.5688013890446517,-0.44965983346405447,0.12646682816176533,0.0
1,10,42,84.0,86.0,320,257.0,276.25,359.99999999999994,Oz,50.252854527820276,0.0,324.0,261.0,257.0,291.0,285.0,264.0,254.99999999999997,255.0,263.0,303.0,228.99999999999997,-0.03549946053663588,-0.2825565169740342,-0.31597718027203825,-0.31476188342483813,-0.2561353481757272,0.17221014898623363,0.04651653449628117,-0.17221014898623363,0.6744897501960817,1.0117346252941226,0.5707220963197608
1,10,43,86.0,88.0,320,232.5,253.99999999999997,379.0,AF7,46.785962138590925,0.0,344.0,273.0,287.0,379.0,358.0,264.0,242.0,224.0,248.0,263.0,197.0,0.10649838160990763,-0.173179800726021,-0.1336826531920162,0.3447392056557751,0.367127332385209,0.17221014898623363,-0.10466220261663337,-0.3946482580934521,0.29977322230936965,0.16862243754902043,-0.25941913469080063
1,10,44,88.0,90.0,320,201.0,219.0,297.0,O2,36.96590624252093,0.0,217.0,218.0,197.0,207.0,204.99999999999997,219.0,187.0,187.0,182.0,188.0,167.0,-0.7951879160206438,-0.6744897501960817,-0.6805662344320824,-0.9442856502745144,-0.939162943311,-0.4735779097121425,-0.744264551940504,-0.6601389044472289,-1.3489795003921634,-1.412212914473046,-1.0376765387632025
1,10,45,90.0,92.0,320,247.5,260.49999999999994,400.0,Fp2,53.495632441140756,0.0,393.0,367.0,400.0,344.0,335.0,294.99999999999994,299.0,335.0,253.0,255.0,214.0,0.45439309486893925,0.6836044765500828,0.552960065476067,0.08243763613507665,0.17075689878381814,0.6170863672006697,0.558198413955378,0.40182368096787846,0.42467873160494035,0.0,0.18159339428356047
1,10,46,92.0,94.0,320,205.5,231.75,352.0,AF7,39.44175691609487,0.0,294.0,217.0,194.0,352.0,334.0,205.0,182.0,165.0,214.0,187.0,151.0,-0.24849622375645117,-0.6836044765500828,-0.6987956871400847,0.14239228059695058,0.16221905384462726,-0.6744897501960817,-0.8024102200608558,-0.8179982076846097,-0.549584240900511,-1.4332907191666737,-1.4527471542684838
1,10,47,94.0,96.0,320,353.5,469.0,830.0,Fp1,77.08329125155021,0.0,830.0,736.9999999999999,746.0,816.0,802.0,535.0,490.99999999999994,532.0,400.0,374.0,264.0,3.557045945770915,4.05605322753049,2.6554236111323215,3.6197616593856385,4.157930485385972,4.061289346925343,2.7909920697768893,1.8153819872298795,4.096900704894718,2.508258758541679,1.4786890677375637
1,10,48,96.0,98.0,320,249.5,315.75,521.0,AF7,49.793696626823625,0.0,509.0,456.0,438.0,521.0,512.0,382.0,298.0,308.0,298.0,296.0,216.0,1.2779805793188916,1.4948151220561812,0.783866466444095,1.4089341448540373,1.6819554530206087,1.8656099473508643,0.5465692803313076,0.20808726335836564,1.5488283152650766,0.8641899924387297,0.2334772212217206
1,10,49,98.0,100.0,320,206.5,275.25,921.0,Fp1,37.597877692388536,0.0,921.0,828.9999999999999,873.0,758.0,731.9999999999999,409.0,503.0,803.0,193.0,223.0,170.0,4.203136127537688,4.894608052098592,3.427137109104415,3.1850904870370527,3.5602813396426076,2.2530827825698903,2.9305416732657346,3.759921586199434,-1.074187379941908,-0.6744897501960817,-0.9598507983559623
1,10,50,100.0,102.0,320,200.5,232.0,394.0,Fp1,37.96233411852985,0.0,394.0,335.99999999999994,370.0,338.0,315.0,223.0,226.0,320.0,175.0,200.0,177.0,0.4614929869762664,0.4010479595760481,0.37066553839604494,0.037471652788671206,0.0,-0.4161745267167313,-0.29072834060175934,0.29419233785148247,-1.5238472134059624,-1.1592792581495155,-0.778257404072402
1,10,51,102.0,104.0,320,244.0,319.0,594.0,Fp1,43.91477852606578,0.0,594.0,526.0,551.0,516.0,495.0,402.0,430.0,537.0,244.99999999999997,261.0,259.0,1.8814714084417017,2.1328459668362583,1.470509185112178,1.371462492065366,1.5368120890543635,2.1526268623279203,2.081614918708597,1.8512591016020117,0.22482991673202654,0.12646682816176533,1.3489795003921634
1,10,52,104.0,106.0,320,259.5,293.0,429.0,Fp1,49.52736191597373,0.0,429.0,366.0,354.0,353.0,345.0,342.0,291.0,322.0,257.0,271.0,216.0,0.7099892107327176,0.6744897501960817,0.27344179062003315,0.14988661115468482,0.2561353481757272,1.2915761173967522,0.465165344962815,0.3085431836003352,0.5246031390413969,0.33724487509804085,0.2334772212217206
1,10,53,106.0,108.0,320,253.0,278.25,356.0,Fp1,42.762334937289225,0.0,356.0,292.0,298.0,342.0,332.0,228.0,226.0,279.0,251.99999999999997,250.0,216.0,0.19169708689783377,0.0,-0.0668413265960081,0.06744897501960817,0.14514336396624544,-0.34442029797246726,-0.29072834060175934,0.0,0.39969762974582546,-0.10538902346813776,0.2334772212217206
1,10,54,108.0,110.0,320,239.0,261.5,324.0,Fp1,46.49158248322425,0.0,324.0,292.0,304.0,319.0,313.99999999999994,252.0,274.0,240.0,240.0,248.0,227.0,-0.03549946053663588,0.0,-0.03038242118000368,-0.10492062780827938,-0.008537844939191392,0.0,0.2674700733536186,-0.27984149210262965,0.09992440743645654,-0.14754463285539288,0.5188382693816013
1,10,55,110.0,112.0,320,203.5,231.0,317.0,AF7,36.70181026448191,0.0,242.0,185.0,198.0,317.0,296.0,204.0,189.0,185.0,205.0,238.0,193.0,-0.6176906133374643,-0.9752757198781181,-0.6744897501960817,-0.11990928892374786,-0.16221905384462726,-0.6888405959449345,-0.7210062846923633,-0.6744897501960817,-0.7744141576325383,-0.35832267979166843,-0.36318678856712094
1,10,56,112.0,114.0,320,238.0,260.25,276.0,CP5,47.39804004590546,0.0,203.0,204.0,186.0,193.0,189.0,228.99999999999997,215.0,175.0,256.0,252.0,212.0,-0.8945864055232242,-0.8020959191520971,-0.7474075610280905,-1.0492062780827938,-1.0757684623380543,-0.3300694522236149,-0.41864881046653346,-0.7462439789403457,0.4996220371822827,-0.06323341408088266,0.12970956734540032
1,10,57,114.0,116.0,320,231.5,243.75,329.0,Fp1,47.2679250839939,0.0,329.0,269.0,302.0,243.0,236.0,224.0,234.0,305.99999999999994,236.0,257.0,199.0,0.0,-0.2096387061420254,-0.04253538965200515,-0.6744897501960817,-0.6744897501960817,-0.40182368096787846,-0.19769527160919637,0.19373641760951243,0.0,0.04215560938725511,-0.20753530775264054
1,10,58,116.0,118.0,320,218.5,261.75,387.0,F1,36.539017021248576,0.0,310.0,261.0,226.0,333.0,333.0,330.0,244.0,205.0,223.0,217.0,175.0,-0.13489795003921634,-0.2825565169740342,-0.5043481915880611,0.0,0.15368120890543632,1.1193659684105186,-0.08140393536849262,-0.5309812927075537,-0.32475432416848377,-0.8009565783578471,-0.8301412310105621
1,10,59,118.0,120.0,320,206.0,227.25,264.0,P1,40.70423141786539,0.0,234.0,216.99999999999997,198.99999999999997,206.0,209.99999999999997,202.0,175.0,203.99999999999997,192.0,237.0,204.0,-0.6744897501960817,-0.683604476550083,-0.6684132659600811,-0.9517799808322486,-0.8964737186150455,-0.7175422874426401,-0.8838141554293485,-0.5381567155819803,-1.099168481801022,-0.37940048448529595,-0.0778257404072402
1,10,60,120.0,122.0,320,255.5,290.0,341.0,F1,45.59609685854116,0.0,323.0,269.0,309.0,302.0,287.0,299.0,243.0,325.0,278.0,324.0,204.0,-0.04259935264396306,-0.2096387061420254,0.0,-0.23232424728976148,-0.2390596582973454,0.6744897501960817,-0.093033068992563,0.33006945222361445,1.0492062780827938,1.4543685238603012,-0.0778257404072402
1,10,61,122.0,124.0,320,200.5,223.25,267.0,O2,38.339791324973746,0.0,221.0,225.0,224.0,214.0,212.0,194.0,164.0,165.0,228.0,226.0,171.0,-0.7667883475913351,-0.610686665718074,-0.5165011600600625,-0.8918253363703748,-0.8793980287366635,-0.8323490534334625,-1.0117346252941226,-0.8179982076846097,-0.1998488148729131,-0.611256336115199,-0.9339088848868824
1,10,62,124.0,125.0,160,153.0,171.0,219.0,Iz,25.050783356445876,0.4968553459119497,161.0,151.0,155.0,182.0,172.0,136.0,110.99999999999999,117.0,169.0,184.0,110.0,-1.1927818740309655,-1.2851764159141557,-0.9357785723441133,-1.1316439142178705,-1.2209118263043,-1.664698106866925,-1.6280787073698524,-1.1624185056570768,-1.673733824560647,-1.4965241332475563,-2.516365606500766
1,14,0,0.0,2.0,320,206.0,223.25,275.0,O2,36.7001031587344,0.0,252.0,262.0,251.0,216.0,216.0,251.0,251.99999999999994,237.99999999999997,190.99999999999997,204.0,204.0,-0.5261020051529437,-0.08874865134158966,-0.2742430852445607,-0.6274323257637969,-0.5935509801725519,-0.10117346252941145,0.1199092889237475,-0.22482991673202748,-0.7153679168746326,-0.8743385650689949,0.10117346252941226
1,14,1,2.0,4.0,320,307.0,411.25,962.0,Fp1,62.60197912775598,0.0,962.0,829.9999999999999,940.0,826.9999999999999,801.0,502.0,629.0,864.0,316.0,357.0,304.0,4.262775221239236,4.952174744860702,4.832607880525773,4.164582062257201,4.667469071356885,4.131249719951007,5.77063452945537,5.639483744695017,1.8395175005347684,2.947770019375468,3.473622213509821
1,14,2,4.0,6.0,320,269.5,311.25,404.0,Fp1,48.97304428629937,0.0,404.0,369.0,337.0,343.0,342.99999999999994,354.0,302.0,263.0,272.0,330.0,279.0,0.4991224151451004,0.8608619180134197,0.36318678856712094,0.3686164913862307,0.5485849968261459,1.6356376442255014,0.869342344697173,0.009367913197167801,0.9401978336066593,2.2732802691793865,2.6305100257647185
1,14,3,6.0,8.0,320,275.5,341.74999999999994,467.0,Fp1,50.864872258592555,0.0,467.0,442.0,436.0,395.0,395.0,406.0,365.0,344.0,295.0,339.0,271.0,0.9240509577686319,1.5087270728070243,1.0969723409782428,0.7764475031326986,1.016231223628763,2.512474319480409,1.8136279949716878,0.7681688821677598,1.410296750409989,2.498110185911414,2.360714125686286
1,14,4,8.0,10.0,320,278.5,314.25,697.0,Fp1,46.44981686432877,0.0,697.0,539.0,556.0,600.0,577.0,374.0,391.99999999999994,539.0,292.0,291.0,244.99999999999997,2.47537738321962,2.369588990820444,1.986409374203845,2.3842428379024283,2.6529930174379213,1.9728825193235426,2.2183218450893363,2.594911955615481,1.3489795003921634,1.299017296673935,1.4838774504313788
1,14,5,10.0,12.0,320,211.5,248.0,392.0,Fp2,41.57186609813783,0.0,360.0,325.0,392.0,322.0,315.0,294.0,300.0,390.99999999999994,198.99999999999997,201.0,186.0,0.20234692505882448,0.4703678521104252,0.7708454287955219,0.20391550587323398,0.29677549008627596,0.6239030189313775,0.839365022466236,1.208460802434646,-0.551855250160431,-0.9492818706463373,-0.5058673126470612
1,14,6,12.0,14.0,320,219.0,248.75,315.0,O2,41.1200193160706,0.0,309.0,265.0,285.0,247.0,246.0,293.0,219.0,242.99999999999997,175.0,240.0,191.0,-0.14164284754117717,-0.062124055939112764,-0.022235925830640057,-0.38430229953032563,-0.3237550800941192,0.6070407751764754,-0.3747165278867119,-0.1779903507461885,-1.0423932503030353,0.024981101859114136,-0.33724487509804085
1,14,7,14.0,16.0,320,178.5,210.0,283.0,O2,36.82638373267825,0.0,179.0,166.0,178.0,168.0,168.0,168.0,173.0,177.0,190.0,210.0,158.0,-1.0184795227960834,-0.9407357042208504,-0.8153172804568021,-1.003891721222075,-1.0252244202980443,-1.500739694186283,-1.0641949391982624,-0.7962726217592632,-0.7358070002139073,-0.7244519539143099,-1.4501529629215757
1,14,8,16.0,18.0,320,208.5,243.5,395.0,Fp1,39.25356702216358,0.0,395.0,329.0,367.99999999999994,311.0,300.99999999999994,258.0,256.99999999999994,330.0,188.0,243.0,186.0,0.4384183376274531,0.5058673126470611,0.592958022150401,0.11764356108071192,0.17087073671634018,0.016862243754903024,0.19485259450109,0.6370180974074106,-0.7766851668924577,0.09992440743645654,-0.5058673126470612
