annotation,band_lower_hz,band_upper_hz,change_db,change_percent,channel,confirmed_exclusion,frequency_band,frequency_center_count,low_reference_power_candidate,primary_retained,quality_evidence,quality_status,reference_log_power_robust_z,reference_mean_wavelet_power_v2,rest_annotation_index,rest_epoch_array_index,rest_event_sample,rest_event_time_seconds,rest_interval_start_seconds,rest_interval_stop_seconds,run,run_trial_index,semantic_condition,source_file,source_sha256,subject,subject_role,task_annotation_index,task_epoch_array_index,task_event_sample,task_event_time_seconds,task_interval_start_seconds,task_interval_stop_seconds,task_log_power_robust_z,task_mean_wavelet_power_v2
T2,8.0,13.0,-5.412004835863713,-71.23929573639637,C4,False,mu,6,False,True,,not flagged,2.0203155355424967,4.636600245968008e-09,24,27,15744,98.4,1.1,3.1,10,12,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R10.edf,0967dba784038babf1459f8afb6a1b6ae57e51e591a8d84896d5c81736fd4a18,31,replication_2,25,27,16400,102.5,1.0,3.0,-0.21146411402944967,1.3335188846283772e-09
T1,8.0,13.0,-1.6191752728851958,-31.12169158664365,C3,False,mu,6,False,True,,not flagged,0.0,1.50157281748651e-09,26,28,17056,106.6,1.1,3.1,10,13,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R10.edf,0967dba784038babf1459f8afb6a1b6ae57e51e591a8d84896d5c81736fd4a18,31,replication_2,27,28,17712,110.7,1.0,3.0,-0.4876973040394368,1.0342579562794828e-09
T1,8.0,13.0,-2.0674042184285164,-37.8759760930851,Cz,False,mu,6,False,True,,not flagged,0.20614558898041185,2.4284865286337443e-09,26,28,17056,106.6,1.1,3.1,10,13,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R10.edf,0967dba784038babf1459f8afb6a1b6ae57e51e591a8d84896d5c81736fd4a18,31,replication_2,27,28,17712,110.7,1.0,3.0,-0.7425841500505248,1.508673551624635e-09
T1,8.0,13.0,1.4370874583944766,39.22228129854297,C4,False,mu,6,False,True,,not flagged,-0.8139233231368542,8.983185320188903e-10,26,28,17056,106.6,1.1,3.1,10,13,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R10.edf,0967dba784038babf1459f8afb6a1b6ae57e51e591a8d84896d5c81736fd4a18,31,replication_2,27,28,17712,110.7,1.0,3.0,-0.3561409664103251,1.2506595536042813e-09
T2,8.0,13.0,3.805421244943767,140.18292225723604,C3,False,mu,6,False,True,,not flagged,-1.3365435629954534,8.504655265152589e-10,28,29,18368,114.8,1.1,3.1,10,14,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R10.edf,0967dba784038babf1459f8afb6a1b6ae57e51e591a8d84896d5c81736fd4a18,31,replication_2,29,29,19024,118.9,1.0,3.0,0.6745,2.0426729543747375e-09
T2,8.0,13.0,-1.145309546171658,-23.18092995559183,Cz,False,mu,6,False,True,,not flagged,-0.16428145496978727,2.0927540991946155e-09,28,29,18368,114.8,1.1,3.1,10,14,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R10.edf,0967dba784038babf1459f8afb6a1b6ae57e51e591a8d84896d5c81736fd4a18,31,replication_2,29,29,19024,118.9,1.0,3.0,-0.5601601871714093,1.607634237317535e-09
T2,8.0,13.0,2.2893674352747744,69.40910323396176,C4,False,mu,6,False,True,,not flagged,-0.4149375318851117,1.1317992566664985e-09,28,29,18368,114.8,1.1,3.1,10,14,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R10.edf,0967dba784038babf1459f8afb6a1b6ae57e51e591a8d84896d5c81736fd4a18,31,replication_2,29,29,19024,118.9,1.0,3.0,0.6075055766037563,1.9173709711273603e-09
T1,8.0,13.0,-0.9558441413675585,-19.755442622085813,C3,False,mu,6,False,True,,not flagged,0.3123498254060777,1.7149222772194203e-09,0,30,0,0.0,1.1,3.1,14,0,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,1,30,656,4.1,1.0,3.0,0.0,1.3761317907299703e-09
T1,8.0,13.0,0.08540771088013199,1.9860498931983355,Cz,False,mu,6,False,True,,not flagged,0.482400735670753,2.7134748366155597e-09,0,30,0,0.0,1.1,3.1,14,0,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,1,30,656,4.1,1.0,3.0,0.999353002130768,2.7673658007101267e-09
T1,8.0,13.0,0.21514587319243828,5.078674866958618,C4,False,mu,6,False,True,,not flagged,-0.5637744964435136,1.0383388453115022e-09,0,30,0,0.0,1.1,3.1,14,0,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,1,30,656,4.1,1.0,3.0,-0.6640091374625864,1.0910726992822058e-09
T2,8.0,13.0,-1.8729874771383188,-35.03173749070051,C3,False,mu,6,False,True,,not flagged,-0.13903903049565025,1.4153464465923318e-09,2,31,1312,8.2,1.1,3.1,14,1,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,3,31,1968,12.3,1.0,3.0,-0.6884871277971847,9.195259948381485e-10
T2,8.0,13.0,0.34936242123154804,8.376779662746463,Cz,False,mu,6,False,True,,not flagged,-0.6745,1.704964722795201e-09,2,31,1312,8.2,1.1,3.1,14,1,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,3,31,1968,12.3,1.0,3.0,-0.16040061045696227,1.8477858609513111e-09
T2,8.0,13.0,1.601378387042095,44.589860495681364,C4,False,mu,6,False,True,,not flagged,-0.05940772065977147,1.3905285534327275e-09,2,31,1312,8.2,1.1,3.1,14,1,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,3,31,1968,12.3,1.0,3.0,0.714541280270229,2.010563295560997e-09
T2,8.0,13.0,-3.0799024827510006,-50.79494158519845,C3,False,mu,6,False,True,,not flagged,1.6725631702741384,3.0584857899002907e-09,4,32,2624,16.4,1.1,3.1,14,2,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,5,32,3280,20.5,1.0,3.0,0.15278467103746282,1.5049297195288426e-09
T2,8.0,13.0,-2.1471430913899905,-39.0062000702224,Cz,False,mu,6,False,True,,not flagged,0.40201645115586593,2.6272628186663467e-09,4,32,2624,16.4,1.1,3.1,14,2,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,5,32,3280,20.5,1.0,3.0,-0.5694032854794597,1.6024674272467871e-09
T2,8.0,13.0,-2.3366725083308286,-41.610769855193126,C4,False,mu,6,False,True,,not flagged,1.9807868993792546,4.5316753001288974e-09,4,32,2624,16.4,1.1,3.1,14,2,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,5,32,3280,20.5,1.0,3.0,1.3339280403256704,2.6460103204076295e-09
T1,8.0,13.0,-1.25930941438313,-25.171152119213076,C3,False,mu,6,False,True,,not flagged,-0.5793140422702324,1.1736377037704613e-09,6,33,3936,24.6,1.1,3.1,14,3,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,7,33,4592,28.7,1.0,3.0,-0.7669744783226738,8.782195720259591e-10
T1,8.0,13.0,-1.075427135391335,-21.93483419450481,Cz,False,mu,6,False,True,,not flagged,-0.07544511005087268,2.16877681671014e-09,6,33,3936,24.6,1.1,3.1,14,3,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,7,33,4592,28.7,1.0,3.0,-0.41150153937176,1.6930592179159114e-09
T1,8.0,13.0,2.3471767135821473,71.679196236879,C4,False,mu,6,False,True,,not flagged,-0.8612442166366349,8.740370689040052e-10,6,33,3936,24.6,1.1,3.1,14,3,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,7,33,4592,28.7,1.0,3.0,0.05466772381963966,1.5005398147067723e-09
T1,8.0,13.0,-3.630096991415832,-56.64988031456498,C3,False,mu,6,False,True,,not flagged,0.8318539351176122,2.1389889735035256e-09,8,34,5248,32.8,1.1,3.1,14,4,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,9,34,5904,36.9,1.0,3.0,-0.6741947556438441,9.272542800720362e-10
T1,8.0,13.0,-3.0689028259428577,-50.67015880011239,Cz,False,mu,6,False,True,,not flagged,1.7972095376879809,4.601312923483796e-09,8,34,5248,32.8,1.1,3.1,14,4,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,9,34,5904,36.9,1.0,3.0,0.43026867112156797,2.269820358264463e-09
T1,8.0,13.0,-4.442141301413572,-64.04279965664084,C4,False,mu,6,False,True,,not flagged,2.1142390123609798,4.895758919890892e-09,8,34,5248,32.8,1.1,3.1,14,4,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,9,34,5904,36.9,1.0,3.0,0.41484457860798174,1.760377843153044e-09
T2,8.0,13.0,-5.97040530007421,-74.70938036217314,C3,False,mu,6,False,True,,not flagged,0.626795276735277,1.960331847139725e-09,10,35,6560,41.0,1.1,3.1,14,5,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,11,35,7216,45.1,1.0,3.0,-1.7433589084015555,4.957800710992934e-10
T2,8.0,13.0,-1.4587671725646296,-28.530082177118953,Cz,False,mu,6,False,True,,not flagged,0.8126781576248011,3.0984149092175314e-09,10,35,6560,41.0,1.1,3.1,14,5,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,11,35,7216,45.1,1.0,3.0,0.35933646543001974,2.214434589429664e-09
T2,8.0,13.0,-3.6153437915022293,-56.502367385785725,C4,False,mu,6,False,True,,not flagged,0.7370690732641689,2.205373157936723e-09,10,35,6560,41.0,1.1,3.1,14,5,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,11,35,7216,45.1,1.0,3.0,-0.9543279741328583,9.592851140118113e-10
T2,8.0,13.0,-1.5185101338316367,-29.506514152987943,C3,False,mu,6,False,True,,not flagged,-0.10046382673527526,1.4387603717849152e-09,12,36,7872,49.2,1.1,3.1,14,6,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,13,36,8528,53.3,1.0,3.0,-0.5210860187008391,1.0142323390566173e-09
T2,8.0,13.0,-1.6029938856588584,-30.864579061999645,Cz,False,mu,6,False,True,,not flagged,-0.7414715974180387,1.6597123865693509e-09,12,36,7872,49.2,1.1,3.1,14,6,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,13,36,8528,53.3,1.0,3.0,-1.528437651918268,1.1474491448148524e-09
T2,8.0,13.0,1.8148736019551779,51.87537392374494,C4,False,mu,6,False,True,,not flagged,-0.6745,9.738526933824475e-10,12,36,7872,49.2,1.1,3.1,14,6,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,13,36,8528,53.3,1.0,3.0,0.02212385152491922,1.4790424195410534e-09
T1,8.0,13.0,-4.098800297305349,-61.08473696471643,C3,False,mu,6,False,True,,not flagged,-0.053122409202794624,1.468025139959532e-09,14,37,9184,57.4,1.1,3.1,14,7,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,15,37,9840,61.5,1.0,3.0,-1.5012843242875418,5.712858446393418e-10
T1,8.0,13.0,0.4636467268059097,11.266562919932966,Cz,False,mu,6,False,True,,not flagged,-1.5217934529998005,1.2131459739022327e-09,14,37,9184,57.4,1.1,3.1,14,7,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,15,37,9840,61.5,1.0,3.0,-1.0620349798542659,1.3498258283625614e-09
T1,8.0,13.0,0.6182303977472965,15.29833606028127,C4,False,mu,6,False,True,,not flagged,-0.5168769478236978,1.066923163232759e-09,14,37,9184,57.4,1.1,3.1,14,7,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,15,37,9840,61.5,1.0,3.0,-0.393441756267222,1.2301446542490898e-09
T1,8.0,13.0,0.9033990376860974,23.123202660958174,C3,False,mu,6,False,True,,not flagged,0.6026182968266474,1.9402762288416305e-09,16,38,10496,65.6,1.1,3.1,14,8,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,17,38,11152,69.7,1.0,3.0,0.9418979220673825,2.3889302334190774e-09
T1,8.0,13.0,-1.1676326425015826,-23.574773281885932,Cz,False,mu,6,False,True,,not flagged,0.6534497201169266,2.9064554967795556e-09,16,38,10496,65.6,1.1,3.1,14,8,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,17,38,11152,69.7,1.0,3.0,0.36817970505001313,2.221265202874864e-09
T1,8.0,13.0,0.19921266962645517,4.693873182736,C4,False,mu,6,False,True,,not flagged,0.5109125086515466,1.934670644752146e-09,16,38,10496,65.6,1.1,3.1,14,8,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,17,38,11152,69.7,1.0,3.0,0.7312136599098604,2.0254816313204325e-09
T2,8.0,13.0,-2.985133448498412,-49.70941875019283,C3,False,mu,6,False,True,,not flagged,1.8903167258620717,3.3552929992498324e-09,18,39,11808,73.8,1.1,3.1,14,9,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,19,39,12464,77.9,1.0,3.0,0.34821128123145767,1.6873963519568288e-09
T2,8.0,13.0,-1.2752152287028373,-25.444707717866578,Cz,False,mu,6,False,True,,not flagged,1.2930612291908272,3.7578363331104356e-09,18,39,11808,73.8,1.1,3.1,14,9,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,19,39,12464,77.9,1.0,3.0,1.0347229306840822,2.80166586163469e-09
T2,8.0,13.0,-2.672278630974645,-45.952932246355985,C4,False,mu,6,False,True,,not flagged,1.5563973318867872,3.544304809798121e-09,18,39,11808,73.8,1.1,3.1,14,9,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,19,39,12464,77.9,1.0,3.0,0.6054130801256137,1.915592821947254e-09
T2,8.0,13.0,4.1083030727281775,157.53147026682663,C3,False,mu,6,False,True,,not flagged,-1.2477595158433448,8.831960669911325e-10,20,40,13120,82.0,1.1,3.1,14,10,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,21,40,13776,86.1,1.0,3.0,0.8580821125202645,2.2745078166610508e-09
T2,8.0,13.0,-1.1789059230862555,-23.77289824503953,Cz,False,mu,6,False,True,,not flagged,1.5082864441536123,4.097150018505571e-09,20,40,13120,82.0,1.1,3.1,14,10,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,21,40,13776,86.1,1.0,3.0,1.3466194259410036,3.1231387136596235e-09
T2,8.0,13.0,-2.372083279346986,-42.08491846909933,C4,False,mu,6,False,True,,not flagged,0.8578819670746982,2.365182986532231e-09,20,40,13120,82.0,1.1,3.1,14,10,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,21,40,13776,86.1,1.0,3.0,-0.15092822026610092,1.3697976550051332e-09
T1,8.0,13.0,1.3434561878328948,36.25285740558444,C3,False,mu,6,False,True,,not flagged,-0.4298154848419869,1.2506903587387726e-09,22,41,14432,90.2,1.1,3.1,14,11,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,23,41,15088,94.3,1.0,3.0,0.36503384982248355,1.7041013510777323e-09
T1,8.0,13.0,0.8704477699087589,22.19256376638117,Cz,False,mu,6,False,True,,not flagged,1.460326882630605,4.018979341061997e-09,22,41,14432,90.2,1.1,3.1,14,11,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,23,41,15088,94.3,1.0,3.0,2.6462347388422134,4.910893894084866e-09
T1,8.0,13.0,-0.1967470589633052,-4.429184000353414,C4,False,mu,6,False,True,,not flagged,1.035457565294062,2.6213341881213102e-09,22,41,14432,90.2,1.1,3.1,14,11,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,23,41,15088,94.3,1.0,3.0,1.2106266360476945,2.505230473665247e-09
T1,8.0,13.0,0.5495935919529658,13.490460756562033,C3,False,mu,6,False,True,,not flagged,0.3769155491721429,1.7626706963447936e-09,24,42,15744,98.4,1.1,3.1,14,12,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,25,42,16400,102.5,1.0,3.0,0.638842967616873,2.0004630949026067e-09
T1,8.0,13.0,-2.777833428386734,-47.25070529815203,Cz,False,mu,6,False,True,,not flagged,0.8607955017024309,3.1588804477949667e-09,24,42,15744,98.4,1.1,3.1,14,12,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,25,42,16400,102.5,1.0,3.0,-0.45726825059919274,1.666287156686422e-09
T1,8.0,13.0,-0.23217148548038224,-5.205563025120911,C4,False,mu,6,False,True,,not flagged,-0.37048966040539666,1.1613079225862073e-09,24,42,15744,98.4,1.1,3.1,14,12,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,25,42,16400,102.5,1.0,3.0,-0.6438782716720256,1.10085530676026e-09
T2,8.0,13.0,2.835237912827689,92.09841931750071,C3,False,mu,6,False,True,,not flagged,0.15450889286004785,1.6035690611950566e-09,26,43,17056,106.6,1.1,3.1,14,13,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,27,43,17712,110.7,1.0,3.0,1.3760281979304918,3.0804308192201893e-09
T2,8.0,13.0,2.5894479590662716,81.52849033903264,Cz,False,mu,6,False,True,,not flagged,-1.3364106788597823,1.3069270125924658e-09,26,43,17056,106.6,1.1,3.1,14,13,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,27,43,17712,110.7,1.0,3.0,0.5572399302567699,2.3724448757921222e-09
T2,8.0,13.0,0.7822320834973279,19.735576163269393,C4,False,mu,6,False,True,,not flagged,0.44331271530451677,1.8604015405879965e-09,26,43,17056,106.6,1.1,3.1,14,13,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,27,43,17712,110.7,1.0,3.0,0.945692123433837,2.2275625035733777e-09
T1,8.0,13.0,-4.692746912596054,-66.05894724740641,C3,False,mu,6,False,True,,not flagged,-0.6563727788450806,1.1357939987980196e-09,28,44,18368,114.8,1.1,3.1,14,14,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,29,44,19024,118.9,1.0,3.0,-2.17299167632904,3.85500440292828e-10
T1,8.0,13.0,-4.97811279778823,-68.21745136628769,Cz,False,mu,6,False,True,,not flagged,0.7125657480904983,2.9762945557698723e-09,28,44,18368,114.8,1.1,3.1,14,14,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,29,44,19024,118.9,1.0,3.0,-2.0829352814540063,9.459422646700914e-10
T1,8.0,13.0,3.7169823494214316,135.3413470481919,C4,False,mu,6,False,True,,not flagged,-1.2158471954159287,7.117908974086965e-10,28,44,18368,114.8,1.1,3.1,14,14,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R14.edf,bf60fcc7c476f9e7b0b23710f0c62edd6ed3364698db305fd76925f052c27f5a,31,replication_2,29,44,19024,118.9,1.0,3.0,0.30290863600628337,1.67513828612804e-09
T1,14.0,30.0,0.1741874014665251,4.092332460397986,C3,False,beta,17,False,True,high max_task_abs_step_uV (robust_z=3.97),statistical candidate,-0.11036578616053702,3.044033693720199e-10,0,0,0,0.0,1.1,3.1,6,0,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R06.edf,ac5b92e882911bc3d4c5d1410a9baca5282536cbe1d183f6333b8fbf9ce8ab54,31,replication_2,1,0,656,4.1,1.0,3.0,0.04694567510730498,3.1686056726737626e-10
T1,14.0,30.0,2.3999589504913583,73.77844031358856,Cz,False,beta,17,False,True,high max_task_abs_step_uV (robust_z=3.97),statistical candidate,-2.5452570086867383,1.7706283785359844e-10,0,0,0,0.0,1.1,3.1,6,0,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R06.edf,ac5b92e882911bc3d4c5d1410a9baca5282536cbe1d183f6333b8fbf9ce8ab54,31,replication_2,1,0,656,4.1,1.0,3.0,-0.05548278912832319,3.0769703799696165e-10
T1,14.0,30.0,0.7207661257922182,18.05288708203919,C4,False,beta,17,False,True,high max_task_abs_step_uV (robust_z=3.97),statistical candidate,-1.2860239807764358,1.7479307191300633e-10,0,0,0,0.0,1.1,3.1,6,0,both_fists_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R06.edf,ac5b92e882911bc3d4c5d1410a9baca5282536cbe1d183f6333b8fbf9ce8ab54,31,replication_2,1,0,656,4.1,1.0,3.0,-0.7067220690282832,2.0634826781268893e-10
T2,14.0,30.0,-1.0632147233636442,-21.71500509183523,C3,False,beta,17,False,True,high max_task_abs_step_uV (robust_z=4.13),statistical candidate,-0.6560785024665776,2.5699084804905086e-10,2,1,1312,8.2,1.1,3.1,6,1,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R06.edf,ac5b92e882911bc3d4c5d1410a9baca5282536cbe1d183f6333b8fbf9ce8ab54,31,replication_2,3,1,1968,12.3,1.0,3.0,-1.8168078072269693,2.0118527230964893e-10
T2,14.0,30.0,-1.792368404533956,-33.81445345002063,Cz,False,beta,17,False,True,high max_task_abs_step_uV (robust_z=4.13),statistical candidate,-1.8999833459456585,2.087849720808893e-10,2,1,1312,8.2,1.1,3.1,6,1,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R06.edf,ac5b92e882911bc3d4c5d1410a9baca5282536cbe1d183f6333b8fbf9ce8ab54,31,replication_2,3,1,1968,12.3,1.0,3.0,-2.911636243252263,1.3818547488595841e-10
T2,14.0,30.0,1.4045795754993637,38.184062852175096,C4,False,beta,17,False,True,high max_task_abs_step_uV (robust_z=4.13),statistical candidate,-1.7825081013678907,1.5090484549820963e-10,2,1,1312,8.2,1.1,3.1,6,1,both_feet_imagery,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S031/S031R06.edf,ac5b92e882911bc3d4c5d1410a9baca5282536cbe1d183f6333b8fbf9ce8ab54,31,replication_2,3,1,1968,12.3,1.0,3.0,-0.6757839857618206,2.0852644655022372e-10
