subject,run,run_trial_index,annotation_index,annotation,semantic_condition,event_code,event_sample,event_time_seconds,annotation_duration_seconds,previous_annotation,next_annotation,epoch_tmin_seconds,epoch_tmax_seconds,epoch_start_sample,epoch_stop_sample_inclusive,epoch_start_seconds,epoch_stop_seconds,n_samples,valid,exclusion_reason,max_full_epoch_p2p_uV,max_task_p2p_uV,median_task_p2p_uV,max_precontext_p2p_uV,frontal_max_task_p2p_uV,max_task_abs_step_uV,minimum_task_channel_std_uV,median_task_channel_std_uV,max_full_epoch_p2p_uV_robust_z,max_task_p2p_uV_robust_z,median_task_p2p_uV_robust_z,max_precontext_p2p_uV_robust_z,frontal_max_task_p2p_uV_robust_z,max_task_abs_step_uV_robust_z,minimum_task_channel_std_uV_robust_z,median_task_channel_std_uV_robust_z,channel_specific_p2p_candidate_count,channel_specific_p2p_candidate_channels,quality_status,quality_evidence,confirmed_exclusion,pair_task_annotation,pair_task_event_sample,pair_task_event_time_seconds,pair_rest_annotation,pair_rest_event_sample,pair_rest_event_time_seconds,pair_task_quality_status,pair_task_quality_evidence,pair_strong_task_review_candidate,pair_paired_task_metric_status,pair_paired_task_metric_evidence,pair_paired_rest_quality_status,pair_paired_rest_quality_evidence,pair_pair_quality_driver,pair_task_max_p2p_uV,pair_task_median_channel_p2p_uV,pair_task_frontal_max_p2p_uV,pair_task_max_abs_step_uV,pair_task_minimum_channel_std_uV,pair_task_median_channel_std_uV,pair_task_max_p2p_uV_robust_z,pair_task_median_channel_p2p_uV_robust_z,pair_task_frontal_max_p2p_uV_robust_z,pair_task_max_abs_step_uV_robust_z,pair_task_minimum_channel_std_uV_robust_z,pair_task_median_channel_std_uV_robust_z,pair_rest_max_p2p_uV,pair_rest_median_channel_p2p_uV,pair_rest_frontal_max_p2p_uV,pair_rest_max_abs_step_uV,pair_rest_minimum_channel_std_uV,pair_rest_median_channel_std_uV,pair_rest_max_p2p_uV_robust_z,pair_rest_median_channel_p2p_uV_robust_z,pair_rest_frontal_max_p2p_uV_robust_z,pair_rest_max_abs_step_uV_robust_z,pair_rest_minimum_channel_std_uV_robust_z,pair_rest_median_channel_std_uV_robust_z,pair_primary_retained,pair_source_file,pair_source_sha256
1,10,5,11,T1,both_fists_imagery,2,7312,45.7,4.1,T0,T0,-2.0,4.0,6992,7952,43.7,49.7,961,True,,509.6428759929504,423.4375907503838,122.07881439222302,433.33576939804965,423.4375907503838,76.24228540349947,14.046631592153647,20.72307625413074,1.1938703009618274,1.173874124854758,-0.8376465692699282,1.4879071633471237,1.2573816639690698,-0.13754863424236896,0.0,-0.6745,0,,not flagged,,False,T1,7312,45.7,T0,6640,41.5,not flagged,,False,not flagged,,not flagged,,neither,423.4375907503838,122.07881439222302,423.4375907503838,76.24228540349947,14.046631592153647,20.72307625413074,1.173874124854758,-0.8376465692699282,1.2573816639690698,-0.13754863424236896,0.0,-0.6745,433.33576939804965,185.9043235953636,433.33576939804965,78.4881257339128,16.588377266498156,27.687899784382218,0.8765934696973872,3.2594390674534046,0.8711150350053823,-0.07301576196615785,1.2003118743118977,3.2653194861463612,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,6,13,T1,both_fists_imagery,2,8640,54.0,4.1,T0,T0,-2.0,4.0,8320,9280,52.0,58.0,961,True,,421.91349249074483,421.91349249074483,134.5630180490013,363.7641292701138,421.91349249074483,94.86922704423893,13.076226554936715,23.061315797160688,0.5272676972596968,1.1603677008486577,0.06484931335999097,0.8851618685823645,1.2446058158162352,1.0835348828259055,-0.7722886335268319,0.9345121076427759,0,,not flagged,,False,T1,8640,54.0,T0,7968,49.8,not flagged,,False,not flagged,,not flagged,,neither,421.91349249074483,134.5630180490013,421.91349249074483,94.86922704423893,13.076226554936715,23.061315797160688,1.1603677008486577,0.06484931335999097,1.2446058158162352,1.0835348828259055,-0.7722886335268319,0.9345121076427759,363.7641292701138,136.9812160810709,363.7641292701138,114.33401663303454,15.694550927235285,22.285691848640628,0.3531002641158424,0.34883583097925097,0.35914119343955814,2.045471669451033,0.5749850301672894,0.6220417444532362,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,7,15,T2,both_feet_imagery,3,9968,62.3,4.1,T0,T0,-2.0,4.0,9648,10608,60.3,66.3,961,True,,325.2189095742188,325.2189095742188,132.78797505985187,227.36928038997962,325.2189095742188,83.57663052959582,15.022961005908371,21.799917435963863,-0.2074560425284363,0.30346885741515023,-0.06347036430953144,-0.29651723574049177,0.43405747962441227,0.34325213889038875,0.7770034984393146,0.06650641430973375,0,,not flagged,,False,T2,9968,62.3,T0,9296,58.1,not flagged,,False,not flagged,,statistical candidate,high max_abs_step_uV,rest_candidate,325.2189095742188,132.78797505985187,325.2189095742188,83.57663052959582,15.022961005908371,21.799917435963863,0.30346885741515023,-0.06347036430953144,0.43405747962441227,0.34325213889038875,0.7770034984393146,0.06650641430973375,312.65927141546524,155.61757736713355,312.65927141546524,167.15972804750209,15.767532696405139,23.2288822982372,-0.0314392667896068,1.457576796778872,-0.016936621463267014,5.16746425716945,0.6260435606562338,1.0835408854065924,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,8,17,T2,both_feet_imagery,3,11296,70.6,4.1,T0,T0,-2.0,4.0,10976,11936,68.6,74.6,961,True,,762.9156283349316,470.5621623903323,156.83725838935317,762.9156283349316,470.5621623903323,183.91289443142114,15.08484674257265,23.51027056985665,3.118336989522623,1.5914879116625589,1.6750769857483887,4.3432762312336175,1.6524063073814819,6.920765526636614,0.8262547380457438,1.2434512269067264,5,C5/CP5/F5/FT7/TP7,statistical candidate,high max_precontext_p2p_uV (robust_z=4.34); high max_task_abs_step_uV (robust_z=6.92); channel-specific high task p2p: C5/CP5/F5/FT7/TP7,False,T2,11296,70.6,T0,10624,66.4,statistical candidate,high max_precontext_p2p_uV (robust_z=4.34); high max_task_abs_step_uV (robust_z=6.92); channel-specific high task p2p: C5/CP5/F5/FT7/TP7,True,statistical candidate,high max_abs_step_uV,not flagged,,task_candidate,470.5621623903323,156.83725838935317,470.5621623903323,183.91289443142114,15.08484674257265,23.51027056985665,1.5914879116625589,1.6750769857483887,1.6524063073814819,6.920765526636614,0.8262547380457438,1.2434512269067264,762.9156283349316,167.9776327010004,762.9156283349316,80.12553897402957,15.017510397391694,23.958666252295583,3.3565237477921643,2.1929188240048094,3.2964749398796593,0.023755144885775594,0.10132297828119673,1.440621120923761,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,9,19,T1,both_fists_imagery,2,12624,78.9,4.1,T0,T0,-2.0,4.0,12304,13264,76.9,82.9,961,True,,613.3548285118045,613.3548285118045,146.0164117552936,317.0067331764494,613.3548285118045,89.01180725244183,13.915857120633667,24.606037664949127,1.9819147944280537,2.8569038921617538,0.89282688776106,0.4800715122376989,2.849374684038833,0.6995535026153332,-0.10407575603688984,1.997481124491845,1,TP8,not flagged,,False,T1,12624,78.9,T0,11952,74.7,not flagged,,False,not flagged,,not flagged,,neither,613.3548285118045,146.0164117552936,613.3548285118045,89.01180725244183,13.915857120633667,24.606037664949127,2.8569038921617538,0.89282688776106,2.849374684038833,0.6995535026153332,-0.10407575603688984,1.997481124491845,317.0067331764494,122.69808760675707,317.0067331764494,82.60634686681246,12.70970022243566,19.130288286423124,0.0012732966804462865,-0.5009164042435161,0.015056108544801996,0.17037056463950498,-1.5132363496305443,-0.9218840172499305,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,10,21,T1,both_fists_imagery,2,13952,87.2,4.1,T0,T0,-2.0,4.0,13632,14592,85.2,91.2,961,True,,238.48055955578872,232.97705612236763,123.09056650045602,233.95811579699972,216.4462052478885,77.37383859606243,13.995421455198445,20.903549193560256,-0.8665283812923196,-0.5139702912421146,-0.7645059719978985,-0.23943378144420388,-0.4777364581073755,-0.0633700074568199,-0.04075515395641318,-0.5503112078338693,0,,not flagged,,False,T1,13952,87.2,T0,13280,83.0,not flagged,,False,not flagged,,not flagged,,neither,232.97705612236763,123.09056650045602,216.4462052478885,77.37383859606243,13.995421455198445,20.903549193560256,-0.5139702912421146,-0.7645059719978985,-0.4777364581073755,-0.0633700074568199,-0.04075515395641318,-0.5503112078338693,469.9519361393021,137.99256758830842,469.9519361393021,82.41381850913264,13.998261867062277,21.556961164124527,1.1521125528789513,0.409004596205756,1.1405713754834947,0.15899216405562985,-0.6117500638441352,0.2654768693165334,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,11,23,T2,both_feet_imagery,3,15280,95.5,4.1,T0,T0,-2.0,4.0,14960,15920,93.5,99.5,961,True,,686.59802027406,649.2039032253997,138.9628153976741,455.38490903761874,649.2039032253997,128.12305308115356,15.878980762845796,21.703269357888196,2.538445575599524,3.174595222262015,0.382915174887914,1.6789334945781011,3.1498817754051145,3.263479375931662,1.4582595750288971,0.0,1,AF8,not flagged,,False,T2,15280,95.5,T0,14608,91.3,not flagged,,False,not flagged,,not flagged,,neither,649.2039032253997,138.9628153976741,649.2039032253997,128.12305308115356,15.878980762845796,21.703269357888196,3.174595222262015,0.382915174887914,3.1498817754051145,3.263479375931662,1.4582595750288971,0.0,453.56351584923607,145.61842380223442,453.56351584923607,112.69827725121394,15.806792700383715,24.309021147943383,1.028797554752015,0.8626929023023203,1.0199698993982513,1.9487996874039646,0.6535101202222388,1.6120483055813468,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,12,25,T2,both_feet_imagery,3,16608,103.8,4.1,T0,T0,-2.0,4.0,16288,17248,101.8,107.8,961,True,,510.3900461593557,510.3900461593557,156.27031334757976,196.97203650192805,510.3900461593557,103.88150170423597,17.30551075391182,26.309702578583305,1.1995475958253186,1.9444390957794866,1.6340919473795104,-0.5598687349095186,1.9862660123340523,1.6743318183005804,2.5935513915728605,3.169823573996158,1,C4,not flagged,,False,T2,16608,103.8,T0,15936,99.6,not flagged,,False,not flagged,,not flagged,,neither,510.3900461593557,156.27031334757976,510.3900461593557,103.88150170423597,17.30551075391182,26.309702578583305,1.9444390957794866,1.6340919473795104,1.9862660123340523,1.6743318183005804,2.5935513915728605,3.169823573996158,300.2544869334198,114.53040745819085,300.2544869334198,88.4013039649718,13.587694281003138,20.005059640560532,-0.12477931714795157,-0.9868396720563257,-0.10822274255212107,0.5128517659744449,-0.8989858742255582,-0.49386205345916634,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,13,27,T1,both_fists_imagery,2,17936,112.1,4.1,T0,T0,-2.0,4.0,17616,18576,110.1,116.1,961,True,,209.57998297813958,199.17551718164992,122.53968454790851,198.62124451734815,199.17551718164992,61.94842152853022,12.34082550084702,21.612648549883883,-1.0861264090690608,-0.8135165403797522,-0.8043297931768589,-0.5455805512537241,-0.6225090715748994,-1.074578550885717,-1.357551336599715,-0.06235887068027587,0,,not flagged,,False,T1,17936,112.1,T0,17264,107.9,not flagged,,False,not flagged,,not flagged,,neither,199.17551718164992,122.53968454790851,199.17551718164992,61.94842152853022,12.34082550084702,21.612648549883883,-0.8135165403797522,-0.8043297931768589,-0.6225090715748994,-1.074578550885717,-1.357551336599715,-0.06235887068027587,212.55213377276291,111.22585320774294,193.6099095380402,84.44858376554923,13.562242374492923,18.763012289962866,-0.7846974376448929,-1.1834389231085647,-0.893014273567825,0.27924652274164985,-0.9167921970831077,-1.101590625742092,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,10,14,29,T2,both_feet_imagery,3,19264,120.4,4.1,T0,,-2.0,4.0,18944,19904,118.4,124.4,961,True,,263.75278533489694,263.75278533489694,137.12511365850057,175.51831085222986,263.75278533489694,71.4920031698041,15.037336984878056,22.351995660254495,-0.6745,-0.24123850035363043,0.2500658319339917,-0.7457365995559528,-0.08118611760327983,-0.44895194718888526,0.7884444995968827,0.4464078448100789,0,,not flagged,,False,T2,19264,120.4,T0,18592,116.2,not flagged,,False,not flagged,,not flagged,,neither,263.75278533489694,137.12511365850057,263.75278533489694,71.4920031698041,15.037336984878056,22.351995660254495,-0.24123850035363043,0.2500658319339917,-0.08118611760327983,-0.44895194718888526,0.7884444995968827,0.4464078448100789,192.81350890561833,130.8534012162853,192.81350890561833,58.77544787033695,14.44437041526202,20.644062681701755,-0.9332211175016794,-0.01572886419569802,-0.8988749416569585,-1.2380324276444128,-0.29964956027010087,-0.18120053883145457,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R10.edf,20de1c7746c2349d16bda5e9f1b0ac7b7ad1581102a2e30dd2ac422696f62fb1
1,14,0,1,T2,both_feet_imagery,3,672,4.2,4.1,T0,T0,-2.0,4.0,352,1312,2.2,8.2,961,True,,628.377175289892,396.7542815231572,135.34318543847593,628.377175289892,396.7542815231572,65.80628118657096,13.346611791446776,22.168138551111362,2.0960605352987582,0.9374089979972611,0.1212484138649475,3.1776803161638325,1.03370717005361,-0.8216777295671408,-0.5571048321019596,0.3198903049073198,0,,not flagged,,False,T2,672,4.2,T0,0,0.0,not flagged,,False,not flagged,,not flagged,,neither,396.7542815231572,135.34318543847593,396.7542815231572,65.80628118657096,13.346611791446776,22.168138551111362,0.9374089979972611,0.1212484138649475,1.03370717005361,-0.8216777295671408,-0.5571048321019596,0.3198903049073198,628.377175289892,135.90166355131828,628.377175289892,91.13647476418654,15.093418076457251,20.632344114028506,2.344186451603434,0.2846095533225452,2.30641392482916,0.6745,0.15442849476838358,-0.18693438496689985,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,1,3,T1,both_fists_imagery,2,2000,12.5,4.1,T0,T0,-2.0,4.0,1680,2640,10.5,16.5,961,True,,291.98450120626046,219.43037145029393,112.91505270107382,291.98450120626046,197.26814753089883,77.59636147683662,12.530955994188174,19.540267971308975,-0.45998424079195127,-0.6340198129188291,-1.5001042976948904,0.26328730883514495,-0.6384977159258834,-0.048782587410920786,-1.206237593097992,-1.4884255251898724,0,,not flagged,,False,T1,2000,12.5,T0,1328,8.3,not flagged,,False,not flagged,,not flagged,,neither,219.43037145029393,112.91505270107382,197.26814753089883,77.59636147683662,12.530955994188174,19.540267971308975,-0.6340198129188291,-1.5001042976948904,-0.6384977159258834,-0.048782587410920786,-1.206237593097992,-1.4884255251898724,291.98450120626046,136.03123166770223,291.98450120626046,80.31518390803262,15.29726312558241,21.353562776726058,-0.1870069911033609,0.2923180043603459,-0.16908110890143144,0.03496313551008617,0.2970398451667853,0.16595488932209929,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,2,5,T2,both_feet_imagery,3,3328,20.8,4.1,T0,T0,-2.0,4.0,3008,3968,18.8,24.8,961,True,,332.1351023274173,249.8833320367536,120.37821033939981,332.1351023274173,249.8833320367536,59.609786376023166,13.365388598271212,19.716298789505437,-0.15490407062415373,-0.36414836905324366,-0.960584979908831,0.6111386152475181,-0.19744766975667297,-1.2278870699244573,-0.5421614693531129,-1.3672934886367019,0,,not flagged,,False,T2,3328,20.8,T0,2656,16.6,not flagged,,False,not flagged,,not flagged,,neither,249.8833320367536,120.37821033939981,249.8833320367536,59.609786376023166,13.365388598271212,19.716298789505437,-0.36414836905324366,-0.960584979908831,-0.19744766975667297,-1.2278870699244573,-0.5421614693531129,-1.3672934886367019,332.1351023274173,119.78039384091102,332.1351023274173,71.58391580066865,13.818835509906584,20.7174085121131,0.11510701466521317,-0.6745,0.1263849381742889,-0.48105365977167197,-0.737277935140771,-0.14531273086878452,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,3,7,T1,both_fists_imagery,2,4656,29.1,4.1,T0,T0,-2.0,4.0,4336,5296,27.1,33.1,961,True,,338.8935533385473,338.8935533385473,134.62940116083092,168.8330245081001,338.8935533385473,77.72407001492283,13.223600027640819,22.155798568345933,-0.10355068295445378,0.42465234125244006,0.06964821657796819,-0.8036556723371808,0.5486860287827539,-0.04041069288021097,-0.6550027029228743,0.31139879609811133,0,,not flagged,,False,T1,4656,29.1,T0,3984,24.9,not flagged,,False,not flagged,,not flagged,,neither,338.8935533385473,134.62940116083092,338.8935533385473,77.72407001492283,13.223600027640819,22.155798568345933,0.42465234125244006,0.06964821657796819,0.5486860287827539,-0.04041069288021097,-0.6550027029228743,0.31139879609811133,428.1034267776039,140.38822810426677,428.1034267776039,68.61486770493732,16.88467503359634,22.47484790998295,0.8372226024008687,0.5515306458685794,0.8326105158241167,-0.6565240112209105,1.4076037603167373,0.7145950138941445,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,4,9,T1,both_fists_imagery,2,5984,37.4,4.1,T0,T0,-2.0,4.0,5664,6624,35.4,41.4,961,True,,414.64346885988414,268.40811439663264,130.56872003907642,414.64346885988414,268.40811439663264,70.44260888222583,13.162403406532492,21.460808389937988,0.4720271782016104,-0.19998338586342734,-0.22390258520398673,1.3259633572647944,-0.04216253312106778,-0.5177446718444909,-0.7037055157480755,-0.166844596493797,0,,not flagged,,False,T1,5984,37.4,T0,5312,33.2,not flagged,,False,not flagged,,not flagged,,neither,268.40811439663264,130.56872003907642,268.40811439663264,70.44260888222583,13.162403406532492,21.460808389937988,-0.19998338586342734,-0.22390258520398673,-0.04216253312106778,-0.5177446718444909,-0.7037055157480755,-0.166844596493797,414.64346885988414,168.24668957071844,414.64346885988414,68.82801729389601,16.8059698942857,25.8681135812836,0.7359428783008978,2.2089259387525417,0.7335594319373904,-0.6439268985841654,1.3525411220601,2.374905710425878,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,5,11,T2,both_feet_imagery,3,7312,45.7,4.1,T0,T0,-2.0,4.0,6992,7952,43.7,49.7,961,True,,195.64727120879252,195.64727120879252,134.17520689411776,163.30851440641152,157.18334114841036,60.393242782012564,14.748737449488486,22.30178985093993,-1.1919926715607445,-0.844783544200436,0.03681404734361879,-0.8515181700956042,-0.9745110906145747,-1.1765278225425437,0.5587650026090024,0.411859735613165,0,,not flagged,,False,T2,7312,45.7,T0,6640,41.5,not flagged,,False,not flagged,,not flagged,,neither,195.64727120879252,134.17520689411776,157.18334114841036,60.393242782012564,14.748737449488486,22.30178985093993,-0.844783544200436,0.03681404734361879,-0.9745110906145747,-1.1765278225425437,0.5587650026090024,0.411859735613165,203.438870439378,113.06603518499686,169.45775137833223,81.90196202325033,13.787334640052915,19.54508182809814,-0.8532703709109405,-1.0739601943272434,-1.0707486660931766,0.12874151314887272,-0.7593161529333348,-0.7189272726837623,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,6,13,T1,both_fists_imagery,2,8640,54.0,4.1,T0,T0,-2.0,4.0,8320,9280,52.0,58.0,961,True,,374.63433663934813,201.70526655561036,126.47303209642263,374.63433663934813,179.09841114779132,78.34051238550595,13.009515552798888,20.957432288016737,0.16802194477372928,-0.7910981251248387,-0.519984065961883,0.9793376898347416,-0.7908066576489752,0.0,-0.8253800198102185,-0.5132326494645286,0,,not flagged,,False,T1,8640,54.0,T0,7968,49.8,not flagged,,False,not flagged,,not flagged,,neither,201.70526655561036,126.47303209642263,179.09841114779132,78.34051238550595,13.009515552798888,20.957432288016737,-0.7910981251248387,-0.519984065961883,-0.7908066576489752,0.0,-0.8253800198102185,-0.5132326494645286,374.63433663934813,142.09514203086084,374.63433663934813,61.45325273252747,15.73913072137956,23.35101530365458,0.43489335812070323,0.6530808018490857,0.439134446656099,-1.079774512942188,0.6061733502696544,1.1433000539883797,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,7,15,T2,both_feet_imagery,3,9968,62.3,4.1,T0,T0,-2.0,4.0,9648,10608,60.3,66.3,961,True,,290.97473382258045,290.97473382258045,136.81133699446713,147.19955658396077,290.97473382258045,80.11422492390639,15.005123723818025,23.058591066190758,-0.46765685332179613,0.0,0.22738259517008497,-0.9910807636062804,0.14700355330764672,0.11627518818876444,0.7628078484961803,0.932637139300137,1,F6,not flagged,,False,T2,9968,62.3,T0,9296,58.1,not flagged,,False,not flagged,,not flagged,,neither,290.97473382258045,136.81133699446713,290.97473382258045,80.11422492390639,15.005123723818025,23.058591066190758,0.0,0.22738259517008497,0.14700355330764672,0.11627518818876444,0.7628078484961803,0.932637139300137,168.04449349549378,106.22369647831796,121.84082872789703,65.36999528745653,13.908568699004062,18.381253877303006,-1.1195960721858116,-1.4810343602291907,-1.4211589592536655,-0.8482955437608871,-0.6745,-1.2883834198905058,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,8,17,T1,both_fists_imagery,2,11296,70.6,4.1,T0,T0,-2.0,4.0,10976,11936,68.6,74.6,961,True,,272.27473575894476,201.01412764095227,127.46927717236542,272.27473575894476,186.53765540273434,67.57517514459256,14.034772090337789,19.961625441808703,-0.6097468453041399,-0.7972229370714776,-0.4479644879537547,0.09252852892941887,-0.728446731461858,-0.7057184219555399,-0.009438284118912902,-1.1984769295890696,0,,not flagged,,False,T1,11296,70.6,T0,10624,66.4,not flagged,,False,not flagged,,not flagged,,neither,201.01412764095227,127.46927717236542,186.53765540273434,67.57517514459256,14.034772090337789,19.961625441808703,-0.7972229370714776,-0.4479644879537547,-0.728446731461858,-0.7057184219555399,-0.009438284118912902,-1.1984769295890696,370.8798995444825,151.45733675131038,370.8798995444825,82.88948165862828,18.59659341159612,23.460101010486547,0.4066430206795958,1.2100698329706427,0.41150575227946945,0.18710379354841306,2.6052732288967255,1.196675233958422,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,9,19,T2,both_feet_imagery,3,12624,78.9,4.1,T0,T0,-2.0,4.0,12304,13264,76.9,82.9,961,True,,449.71167454806425,449.71167454806425,185.23212019436482,207.35320753976984,394.38409833630226,107.11137731697553,18.04597591813464,26.6843098063419,0.7384892948345745,1.4067127321420287,3.727770659401722,-0.4699297599809282,1.0138389625426103,1.886065335748832,3.1828443238229935,3.42760193843739,16,FC5/FC4/C4/F6/P7/P2/P4/P6/P8/PO7/PO3/POz/PO4/PO8/O1/O2,statistical candidate,high median_task_p2p_uV (robust_z=3.73); channel-specific high task p2p: FC5/FC4/C4/F6/P7/P2/P4/P6/P8/PO7/PO3/POz/PO4/PO8/O1/O2,False,T2,12624,78.9,T0,11952,74.7,statistical candidate,high median_task_p2p_uV (robust_z=3.73); channel-specific high task p2p: FC5/FC4/C4/F6/P7/P2/P4/P6/P8/PO7/PO3/POz/PO4/PO8/O1/O2,False,statistical candidate,high median_channel_p2p_uV,not flagged,,task_candidate,449.71167454806425,185.23212019436482,394.38409833630226,107.11137731697553,18.04597591813464,26.6843098063419,1.4067127321420287,3.727770659401722,1.0138389625426103,1.886065335748832,3.1828443238229935,3.42760193843739,209.53090662070514,132.87448306231965,207.35320753976984,102.34101817294265,15.512631996007443,21.915232415339794,-0.8074307221227682,0.10451221739398153,-0.7918781057156586,1.3366870398762976,0.4477133374929802,0.4407774936335538,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,10,21,T2,both_feet_imagery,3,13952,87.2,4.1,T0,T0,-2.0,4.0,13632,14592,85.2,91.2,961,True,,331.65158172667486,331.65158172667486,145.92728195503727,316.83751352377084,241.86980300411443,86.49158330799241,14.697260038790422,24.823136391324915,-0.15857805166142425,0.3604746292109191,0.8863836031141221,0.4786054500714746,-0.26462157369747397,0.5343409853249317,0.5177971411070424,2.1468732089486062,6,POz/PO4/PO8/O1/Oz/O2,not flagged,,False,T2,13952,87.2,T0,13280,83.0,not flagged,,False,not flagged,,not flagged,,neither,331.65158172667486,145.92728195503727,241.86980300411443,86.49158330799241,14.697260038790422,24.823136391324915,0.3604746292109191,0.8863836031141221,-0.26462157369747397,0.5343409853249317,0.5177971411070424,2.1468732089486062,316.83751352377084,133.86337305639591,207.16429943378483,87.91022081715998,13.837855254192627,22.214009158692896,0.0,0.16334467026779775,-0.7932682699915937,0.4838288166119108,-0.7239715957005649,0.5869677041613165,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
1,14,11,23,T1,both_fists_imagery,2,15280,95.5,4.1,T0,T0,-2.0,4.0,14960,15920,93.5,99.5,961,True,,216.12830988098816,216.12830988098816,142.6369460460789,169.92508996936314,194.2812935902532,77.29383435880752,15.61977649107746,20.376019279877514,-1.0363696276000354,-0.6632823905559552,0.6485218466141774,-0.7941943844166865,-0.6635352042630356,-0.06861466099639654,1.251974049736909,-0.9133202163802651,2,CP5/TP8,not flagged,,False,T1,15280,95.5,T0,14608,91.3,not flagged,,False,not flagged,,not flagged,,neither,216.12830988098816,142.6369460460789,194.2812935902532,77.29383435880752,15.61977649107746,20.376019279877514,-0.6632823905559552,0.6485218466141774,-0.6635352042630356,-0.06861466099639654,1.251974049736909,-0.9133202163802651,238.50160873509955,117.3387869444777,238.50160873509955,69.00432028372579,14.872681900728995,20.476983295492385,-0.5894400913151063,-0.8197595572119016,-0.5626587486718819,-0.6335074151034294,0.0,-0.2629517834921898,True,data/MNE-eegbci-data/files/eegmmidb/1.0.0/S001/S001R14.edf,2110c48e3106898e3dbca47e39b330637afd3d3b8bc2da3ba1e44f4ac1118137
