subject,method,calibration_size,calibration_run,test_runs,training_subjects,source_CSP_fit_subjects,source_scaler_fit_subjects,calibration_trial_keys,calibration_trial_count,calibration_fists_count,calibration_feet_count,test_trial_keys,test_runs_absent_from_calibration,target_EEG_used_for_source_CSP_fit,target_EEG_used_for_source_scaler_fit,unlabeled_test_EEG_used_for_adaptation,target_CSP_refit,target_scaler_refit,decision_layer_fitted_from_calibration_only,calibrated_threshold,target_LDA_training_trial_count
28,threshold,0,14,6/10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,,0,0,0,S028_R06_T00/S028_R06_T01/S028_R06_T02/S028_R06_T03/S028_R06_T04/S028_R06_T05/S028_R06_T06/S028_R06_T07/S028_R06_T08/S028_R06_T09/S028_R06_T10/S028_R06_T11/S028_R06_T12/S028_R06_T13/S028_R06_T14/S028_R10_T00/S028_R10_T01/S028_R10_T02/S028_R10_T03/S028_R10_T04/S028_R10_T05/S028_R10_T06/S028_R10_T07/S028_R10_T08/S028_R10_T09/S028_R10_T10/S028_R10_T11/S028_R10_T12/S028_R10_T13/S028_R10_T14,True,False,False,False,False,False,False,,0
28,threshold,4,6,10/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S028_R06_T00/S028_R06_T01/S028_R06_T02/S028_R06_T03,4,2,2,S028_R10_T00/S028_R10_T01/S028_R10_T02/S028_R10_T03/S028_R10_T04/S028_R10_T05/S028_R10_T06/S028_R10_T07/S028_R10_T08/S028_R10_T09/S028_R10_T10/S028_R10_T11/S028_R10_T12/S028_R10_T13/S028_R10_T14/S028_R14_T00/S028_R14_T01/S028_R14_T02/S028_R14_T03/S028_R14_T04/S028_R14_T05/S028_R14_T06/S028_R14_T07/S028_R14_T08/S028_R14_T09/S028_R14_T10/S028_R14_T11/S028_R14_T12/S028_R14_T13/S028_R14_T14,True,False,False,False,False,False,True,1.1501256371015398,0
28,threshold,4,10,6/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S028_R10_T00/S028_R10_T01/S028_R10_T02/S028_R10_T03,4,2,2,S028_R06_T00/S028_R06_T01/S028_R06_T02/S028_R06_T03/S028_R06_T04/S028_R06_T05/S028_R06_T06/S028_R06_T07/S028_R06_T08/S028_R06_T09/S028_R06_T10/S028_R06_T11/S028_R06_T12/S028_R06_T13/S028_R06_T14/S028_R14_T00/S028_R14_T01/S028_R14_T02/S028_R14_T03/S028_R14_T04/S028_R14_T05/S028_R14_T06/S028_R14_T07/S028_R14_T08/S028_R14_T09/S028_R14_T10/S028_R14_T11/S028_R14_T12/S028_R14_T13/S028_R14_T14,True,False,False,False,False,False,True,0.23871311562538702,0
28,threshold,4,14,6/10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S028_R14_T00/S028_R14_T01/S028_R14_T02/S028_R14_T03,4,2,2,S028_R06_T00/S028_R06_T01/S028_R06_T02/S028_R06_T03/S028_R06_T04/S028_R06_T05/S028_R06_T06/S028_R06_T07/S028_R06_T08/S028_R06_T09/S028_R06_T10/S028_R06_T11/S028_R06_T12/S028_R06_T13/S028_R06_T14/S028_R10_T00/S028_R10_T01/S028_R10_T02/S028_R10_T03/S028_R10_T04/S028_R10_T05/S028_R10_T06/S028_R10_T07/S028_R10_T08/S028_R10_T09/S028_R10_T10/S028_R10_T11/S028_R10_T12/S028_R10_T13/S028_R10_T14,True,False,False,False,False,False,True,0.10134583099376177,0
28,threshold,8,6,10/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S028_R06_T00/S028_R06_T01/S028_R06_T02/S028_R06_T03/S028_R06_T04/S028_R06_T05/S028_R06_T06/S028_R06_T07,8,4,4,S028_R10_T00/S028_R10_T01/S028_R10_T02/S028_R10_T03/S028_R10_T04/S028_R10_T05/S028_R10_T06/S028_R10_T07/S028_R10_T08/S028_R10_T09/S028_R10_T10/S028_R10_T11/S028_R10_T12/S028_R10_T13/S028_R10_T14/S028_R14_T00/S028_R14_T01/S028_R14_T02/S028_R14_T03/S028_R14_T04/S028_R14_T05/S028_R14_T06/S028_R14_T07/S028_R14_T08/S028_R14_T09/S028_R14_T10/S028_R14_T11/S028_R14_T12/S028_R14_T13/S028_R14_T14,True,False,False,False,False,False,True,0.4242965730679741,0
28,threshold,8,10,6/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S028_R10_T00/S028_R10_T01/S028_R10_T02/S028_R10_T03/S028_R10_T04/S028_R10_T05/S028_R10_T06/S028_R10_T07,8,4,4,S028_R06_T00/S028_R06_T01/S028_R06_T02/S028_R06_T03/S028_R06_T04/S028_R06_T05/S028_R06_T06/S028_R06_T07/S028_R06_T08/S028_R06_T09/S028_R06_T10/S028_R06_T11/S028_R06_T12/S028_R06_T13/S028_R06_T14/S028_R14_T00/S028_R14_T01/S028_R14_T02/S028_R14_T03/S028_R14_T04/S028_R14_T05/S028_R14_T06/S028_R14_T07/S028_R14_T08/S028_R14_T09/S028_R14_T10/S028_R14_T11/S028_R14_T12/S028_R14_T13/S028_R14_T14,True,False,False,False,False,False,True,-0.23835515576606103,0
28,threshold,8,14,6/10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S028_R14_T00/S028_R14_T01/S028_R14_T02/S028_R14_T03/S028_R14_T04/S028_R14_T05/S028_R14_T06/S028_R14_T07,8,4,4,S028_R06_T00/S028_R06_T01/S028_R06_T02/S028_R06_T03/S028_R06_T04/S028_R06_T05/S028_R06_T06/S028_R06_T07/S028_R06_T08/S028_R06_T09/S028_R06_T10/S028_R06_T11/S028_R06_T12/S028_R06_T13/S028_R06_T14/S028_R10_T00/S028_R10_T01/S028_R10_T02/S028_R10_T03/S028_R10_T04/S028_R10_T05/S028_R10_T06/S028_R10_T07/S028_R10_T08/S028_R10_T09/S028_R10_T10/S028_R10_T11/S028_R10_T12/S028_R10_T13/S028_R10_T14,True,False,False,False,False,False,True,-0.07214615755221021,0
28,threshold,12,6,10/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S028_R06_T00/S028_R06_T01/S028_R06_T02/S028_R06_T03/S028_R06_T04/S028_R06_T05/S028_R06_T06/S028_R06_T07/S028_R06_T08/S028_R06_T09/S028_R06_T10/S028_R06_T11,12,6,6,S028_R10_T00/S028_R10_T01/S028_R10_T02/S028_R10_T03/S028_R10_T04/S028_R10_T05/S028_R10_T06/S028_R10_T07/S028_R10_T08/S028_R10_T09/S028_R10_T10/S028_R10_T11/S028_R10_T12/S028_R10_T13/S028_R10_T14/S028_R14_T00/S028_R14_T01/S028_R14_T02/S028_R14_T03/S028_R14_T04/S028_R14_T05/S028_R14_T06/S028_R14_T07/S028_R14_T08/S028_R14_T09/S028_R14_T10/S028_R14_T11/S028_R14_T12/S028_R14_T13/S028_R14_T14,True,False,False,False,False,False,True,0.4242965730679741,0
28,threshold,12,10,6/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S028_R10_T00/S028_R10_T01/S028_R10_T02/S028_R10_T03/S028_R10_T04/S028_R10_T05/S028_R10_T06/S028_R10_T07/S028_R10_T08/S028_R10_T09/S028_R10_T10/S028_R10_T11,12,6,6,S028_R06_T00/S028_R06_T01/S028_R06_T02/S028_R06_T03/S028_R06_T04/S028_R06_T05/S028_R06_T06/S028_R06_T07/S028_R06_T08/S028_R06_T09/S028_R06_T10/S028_R06_T11/S028_R06_T12/S028_R06_T13/S028_R06_T14/S028_R14_T00/S028_R14_T01/S028_R14_T02/S028_R14_T03/S028_R14_T04/S028_R14_T05/S028_R14_T06/S028_R14_T07/S028_R14_T08/S028_R14_T09/S028_R14_T10/S028_R14_T11/S028_R14_T12/S028_R14_T13/S028_R14_T14,True,False,False,False,False,False,True,-0.2827826136528682,0
28,threshold,12,14,6/10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S028_R14_T00/S028_R14_T01/S028_R14_T02/S028_R14_T03/S028_R14_T04/S028_R14_T05/S028_R14_T06/S028_R14_T07/S028_R14_T08/S028_R14_T09/S028_R14_T10/S028_R14_T11,12,6,6,S028_R06_T00/S028_R06_T01/S028_R06_T02/S028_R06_T03/S028_R06_T04/S028_R06_T05/S028_R06_T06/S028_R06_T07/S028_R06_T08/S028_R06_T09/S028_R06_T10/S028_R06_T11/S028_R06_T12/S028_R06_T13/S028_R06_T14/S028_R10_T00/S028_R10_T01/S028_R10_T02/S028_R10_T03/S028_R10_T04/S028_R10_T05/S028_R10_T06/S028_R10_T07/S028_R10_T08/S028_R10_T09/S028_R10_T10/S028_R10_T11/S028_R10_T12/S028_R10_T13/S028_R10_T14,True,False,False,False,False,False,True,-0.07214615755221021,0
28,threshold,14,6,10/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S028_R06_T00/S028_R06_T01/S028_R06_T02/S028_R06_T03/S028_R06_T04/S028_R06_T05/S028_R06_T06/S028_R06_T07/S028_R06_T08/S028_R06_T09/S028_R06_T10/S028_R06_T11/S028_R06_T12/S028_R06_T13,14,7,7,S028_R10_T00/S028_R10_T01/S028_R10_T02/S028_R10_T03/S028_R10_T04/S028_R10_T05/S028_R10_T06/S028_R10_T07/S028_R10_T08/S028_R10_T09/S028_R10_T10/S028_R10_T11/S028_R10_T12/S028_R10_T13/S028_R10_T14/S028_R14_T00/S028_R14_T01/S028_R14_T02/S028_R14_T03/S028_R14_T04/S028_R14_T05/S028_R14_T06/S028_R14_T07/S028_R14_T08/S028_R14_T09/S028_R14_T10/S028_R14_T11/S028_R14_T12/S028_R14_T13/S028_R14_T14,True,False,False,False,False,False,True,0.4242965730679741,0
28,threshold,14,10,6/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S028_R10_T00/S028_R10_T01/S028_R10_T02/S028_R10_T03/S028_R10_T04/S028_R10_T05/S028_R10_T06/S028_R10_T07/S028_R10_T08/S028_R10_T09/S028_R10_T10/S028_R10_T11/S028_R10_T12/S028_R10_T13,14,7,7,S028_R06_T00/S028_R06_T01/S028_R06_T02/S028_R06_T03/S028_R06_T04/S028_R06_T05/S028_R06_T06/S028_R06_T07/S028_R06_T08/S028_R06_T09/S028_R06_T10/S028_R06_T11/S028_R06_T12/S028_R06_T13/S028_R06_T14/S028_R14_T00/S028_R14_T01/S028_R14_T02/S028_R14_T03/S028_R14_T04/S028_R14_T05/S028_R14_T06/S028_R14_T07/S028_R14_T08/S028_R14_T09/S028_R14_T10/S028_R14_T11/S028_R14_T12/S028_R14_T13/S028_R14_T14,True,False,False,False,False,False,True,-0.2827826136528682,0
28,threshold,14,14,6/10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S028_R14_T00/S028_R14_T01/S028_R14_T02/S028_R14_T03/S028_R14_T04/S028_R14_T05/S028_R14_T06/S028_R14_T07/S028_R14_T08/S028_R14_T09/S028_R14_T10/S028_R14_T11/S028_R14_T12/S028_R14_T13,14,7,7,S028_R06_T00/S028_R06_T01/S028_R06_T02/S028_R06_T03/S028_R06_T04/S028_R06_T05/S028_R06_T06/S028_R06_T07/S028_R06_T08/S028_R06_T09/S028_R06_T10/S028_R06_T11/S028_R06_T12/S028_R06_T13/S028_R06_T14/S028_R10_T00/S028_R10_T01/S028_R10_T02/S028_R10_T03/S028_R10_T04/S028_R10_T05/S028_R10_T06/S028_R10_T07/S028_R10_T08/S028_R10_T09/S028_R10_T10/S028_R10_T11/S028_R10_T12/S028_R10_T13/S028_R10_T14,True,False,False,False,False,False,True,-0.07214615755221021,0
29,threshold,0,6,10/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,,0,0,0,S029_R10_T00/S029_R10_T01/S029_R10_T02/S029_R10_T03/S029_R10_T04/S029_R10_T05/S029_R10_T06/S029_R10_T07/S029_R10_T08/S029_R10_T09/S029_R10_T10/S029_R10_T11/S029_R10_T12/S029_R10_T13/S029_R10_T14/S029_R14_T00/S029_R14_T01/S029_R14_T02/S029_R14_T03/S029_R14_T04/S029_R14_T05/S029_R14_T06/S029_R14_T07/S029_R14_T08/S029_R14_T09/S029_R14_T10/S029_R14_T11/S029_R14_T12/S029_R14_T13/S029_R14_T14,True,False,False,False,False,False,False,,0
29,threshold,0,10,6/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,,0,0,0,S029_R06_T00/S029_R06_T01/S029_R06_T02/S029_R06_T03/S029_R06_T04/S029_R06_T05/S029_R06_T06/S029_R06_T07/S029_R06_T08/S029_R06_T09/S029_R06_T10/S029_R06_T11/S029_R06_T12/S029_R06_T13/S029_R06_T14/S029_R14_T00/S029_R14_T01/S029_R14_T02/S029_R14_T03/S029_R14_T04/S029_R14_T05/S029_R14_T06/S029_R14_T07/S029_R14_T08/S029_R14_T09/S029_R14_T10/S029_R14_T11/S029_R14_T12/S029_R14_T13/S029_R14_T14,True,False,False,False,False,False,False,,0
29,threshold,0,14,6/10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,,0,0,0,S029_R06_T00/S029_R06_T01/S029_R06_T02/S029_R06_T03/S029_R06_T04/S029_R06_T05/S029_R06_T06/S029_R06_T07/S029_R06_T08/S029_R06_T09/S029_R06_T10/S029_R06_T11/S029_R06_T12/S029_R06_T13/S029_R06_T14/S029_R10_T00/S029_R10_T01/S029_R10_T02/S029_R10_T03/S029_R10_T04/S029_R10_T05/S029_R10_T06/S029_R10_T07/S029_R10_T08/S029_R10_T09/S029_R10_T10/S029_R10_T11/S029_R10_T12/S029_R10_T13/S029_R10_T14,True,False,False,False,False,False,False,,0
29,threshold,4,6,10/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S029_R06_T00/S029_R06_T01/S029_R06_T02/S029_R06_T03,4,2,2,S029_R10_T00/S029_R10_T01/S029_R10_T02/S029_R10_T03/S029_R10_T04/S029_R10_T05/S029_R10_T06/S029_R10_T07/S029_R10_T08/S029_R10_T09/S029_R10_T10/S029_R10_T11/S029_R10_T12/S029_R10_T13/S029_R10_T14/S029_R14_T00/S029_R14_T01/S029_R14_T02/S029_R14_T03/S029_R14_T04/S029_R14_T05/S029_R14_T06/S029_R14_T07/S029_R14_T08/S029_R14_T09/S029_R14_T10/S029_R14_T11/S029_R14_T12/S029_R14_T13/S029_R14_T14,True,False,False,False,False,False,True,1.024978864239005,0
29,threshold,4,10,6/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S029_R10_T00/S029_R10_T01/S029_R10_T02/S029_R10_T03,4,2,2,S029_R06_T00/S029_R06_T01/S029_R06_T02/S029_R06_T03/S029_R06_T04/S029_R06_T05/S029_R06_T06/S029_R06_T07/S029_R06_T08/S029_R06_T09/S029_R06_T10/S029_R06_T11/S029_R06_T12/S029_R06_T13/S029_R06_T14/S029_R14_T00/S029_R14_T01/S029_R14_T02/S029_R14_T03/S029_R14_T04/S029_R14_T05/S029_R14_T06/S029_R14_T07/S029_R14_T08/S029_R14_T09/S029_R14_T10/S029_R14_T11/S029_R14_T12/S029_R14_T13/S029_R14_T14,True,False,False,False,False,False,True,0.42333586035585474,0
29,threshold,4,14,6/10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S029_R14_T00/S029_R14_T01/S029_R14_T02/S029_R14_T03,4,2,2,S029_R06_T00/S029_R06_T01/S029_R06_T02/S029_R06_T03/S029_R06_T04/S029_R06_T05/S029_R06_T06/S029_R06_T07/S029_R06_T08/S029_R06_T09/S029_R06_T10/S029_R06_T11/S029_R06_T12/S029_R06_T13/S029_R06_T14/S029_R10_T00/S029_R10_T01/S029_R10_T02/S029_R10_T03/S029_R10_T04/S029_R10_T05/S029_R10_T06/S029_R10_T07/S029_R10_T08/S029_R10_T09/S029_R10_T10/S029_R10_T11/S029_R10_T12/S029_R10_T13/S029_R10_T14,True,False,False,False,False,False,True,0.4787124130157923,0
29,threshold,8,6,10/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S029_R06_T00/S029_R06_T01/S029_R06_T02/S029_R06_T03/S029_R06_T04/S029_R06_T05/S029_R06_T06/S029_R06_T07,8,4,4,S029_R10_T00/S029_R10_T01/S029_R10_T02/S029_R10_T03/S029_R10_T04/S029_R10_T05/S029_R10_T06/S029_R10_T07/S029_R10_T08/S029_R10_T09/S029_R10_T10/S029_R10_T11/S029_R10_T12/S029_R10_T13/S029_R10_T14/S029_R14_T00/S029_R14_T01/S029_R14_T02/S029_R14_T03/S029_R14_T04/S029_R14_T05/S029_R14_T06/S029_R14_T07/S029_R14_T08/S029_R14_T09/S029_R14_T10/S029_R14_T11/S029_R14_T12/S029_R14_T13/S029_R14_T14,True,False,False,False,False,False,True,0.012349062724286652,0
29,threshold,8,10,6/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S029_R10_T00/S029_R10_T01/S029_R10_T02/S029_R10_T03/S029_R10_T04/S029_R10_T05/S029_R10_T06/S029_R10_T07,8,4,4,S029_R06_T00/S029_R06_T01/S029_R06_T02/S029_R06_T03/S029_R06_T04/S029_R06_T05/S029_R06_T06/S029_R06_T07/S029_R06_T08/S029_R06_T09/S029_R06_T10/S029_R06_T11/S029_R06_T12/S029_R06_T13/S029_R06_T14/S029_R14_T00/S029_R14_T01/S029_R14_T02/S029_R14_T03/S029_R14_T04/S029_R14_T05/S029_R14_T06/S029_R14_T07/S029_R14_T08/S029_R14_T09/S029_R14_T10/S029_R14_T11/S029_R14_T12/S029_R14_T13/S029_R14_T14,True,False,False,False,False,False,True,-0.21208390240725478,0
29,threshold,8,14,6/10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S029_R14_T00/S029_R14_T01/S029_R14_T02/S029_R14_T03/S029_R14_T04/S029_R14_T05/S029_R14_T06/S029_R14_T07,8,4,4,S029_R06_T00/S029_R06_T01/S029_R06_T02/S029_R06_T03/S029_R06_T04/S029_R06_T05/S029_R06_T06/S029_R06_T07/S029_R06_T08/S029_R06_T09/S029_R06_T10/S029_R06_T11/S029_R06_T12/S029_R06_T13/S029_R06_T14/S029_R10_T00/S029_R10_T01/S029_R10_T02/S029_R10_T03/S029_R10_T04/S029_R10_T05/S029_R10_T06/S029_R10_T07/S029_R10_T08/S029_R10_T09/S029_R10_T10/S029_R10_T11/S029_R10_T12/S029_R10_T13/S029_R10_T14,True,False,False,False,False,False,True,0.6216621136951204,0
29,threshold,12,6,10/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S029_R06_T00/S029_R06_T01/S029_R06_T02/S029_R06_T03/S029_R06_T04/S029_R06_T05/S029_R06_T06/S029_R06_T07/S029_R06_T08/S029_R06_T09/S029_R06_T10/S029_R06_T11,12,6,6,S029_R10_T00/S029_R10_T01/S029_R10_T02/S029_R10_T03/S029_R10_T04/S029_R10_T05/S029_R10_T06/S029_R10_T07/S029_R10_T08/S029_R10_T09/S029_R10_T10/S029_R10_T11/S029_R10_T12/S029_R10_T13/S029_R10_T14/S029_R14_T00/S029_R14_T01/S029_R14_T02/S029_R14_T03/S029_R14_T04/S029_R14_T05/S029_R14_T06/S029_R14_T07/S029_R14_T08/S029_R14_T09/S029_R14_T10/S029_R14_T11/S029_R14_T12/S029_R14_T13/S029_R14_T14,True,False,False,False,False,False,True,0.012349062724286652,0
29,threshold,12,10,6/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S029_R10_T00/S029_R10_T01/S029_R10_T02/S029_R10_T03/S029_R10_T04/S029_R10_T05/S029_R10_T06/S029_R10_T07/S029_R10_T08/S029_R10_T09/S029_R10_T10/S029_R10_T11,12,6,6,S029_R06_T00/S029_R06_T01/S029_R06_T02/S029_R06_T03/S029_R06_T04/S029_R06_T05/S029_R06_T06/S029_R06_T07/S029_R06_T08/S029_R06_T09/S029_R06_T10/S029_R06_T11/S029_R06_T12/S029_R06_T13/S029_R06_T14/S029_R14_T00/S029_R14_T01/S029_R14_T02/S029_R14_T03/S029_R14_T04/S029_R14_T05/S029_R14_T06/S029_R14_T07/S029_R14_T08/S029_R14_T09/S029_R14_T10/S029_R14_T11/S029_R14_T12/S029_R14_T13/S029_R14_T14,True,False,False,False,False,False,True,-0.21208390240725478,0
29,threshold,12,14,6/10,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S029_R14_T00/S029_R14_T01/S029_R14_T02/S029_R14_T03/S029_R14_T04/S029_R14_T05/S029_R14_T06/S029_R14_T07/S029_R14_T08/S029_R14_T09/S029_R14_T10/S029_R14_T11,12,6,6,S029_R06_T00/S029_R06_T01/S029_R06_T02/S029_R06_T03/S029_R06_T04/S029_R06_T05/S029_R06_T06/S029_R06_T07/S029_R06_T08/S029_R06_T09/S029_R06_T10/S029_R06_T11/S029_R06_T12/S029_R06_T13/S029_R06_T14/S029_R10_T00/S029_R10_T01/S029_R10_T02/S029_R10_T03/S029_R10_T04/S029_R10_T05/S029_R10_T06/S029_R10_T07/S029_R10_T08/S029_R10_T09/S029_R10_T10/S029_R10_T11/S029_R10_T12/S029_R10_T13/S029_R10_T14,True,False,False,False,False,False,True,0.3562153472130578,0
29,threshold,14,6,10/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S029_R06_T00/S029_R06_T01/S029_R06_T02/S029_R06_T03/S029_R06_T04/S029_R06_T05/S029_R06_T06/S029_R06_T07/S029_R06_T08/S029_R06_T09/S029_R06_T10/S029_R06_T11/S029_R06_T12/S029_R06_T13,14,7,7,S029_R10_T00/S029_R10_T01/S029_R10_T02/S029_R10_T03/S029_R10_T04/S029_R10_T05/S029_R10_T06/S029_R10_T07/S029_R10_T08/S029_R10_T09/S029_R10_T10/S029_R10_T11/S029_R10_T12/S029_R10_T13/S029_R10_T14/S029_R14_T00/S029_R14_T01/S029_R14_T02/S029_R14_T03/S029_R14_T04/S029_R14_T05/S029_R14_T06/S029_R14_T07/S029_R14_T08/S029_R14_T09/S029_R14_T10/S029_R14_T11/S029_R14_T12/S029_R14_T13/S029_R14_T14,True,False,False,False,False,False,True,0.012349062724286652,0
29,threshold,14,10,6/14,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20,S029_R10_T00/S029_R10_T01/S029_R10_T02/S029_R10_T03/S029_R10_T04/S029_R10_T05/S029_R10_T06/S029_R10_T07/S029_R10_T08/S029_R10_T09/S029_R10_T10/S029_R10_T11/S029_R10_T12/S029_R10_T13,14,7,7,S029_R06_T00/S029_R06_T01/S029_R06_T02/S029_R06_T03/S029_R06_T04/S029_R06_T05/S029_R06_T06/S029_R06_T07/S029_R06_T08/S029_R06_T09/S029_R06_T10/S029_R06_T11/S029_R06_T12/S029_R06_T13/S029_R06_T14/S029_R14_T00/S029_R14_T01/S029_R14_T02/S029_R14_T03/S029_R14_T04/S029_R14_T05/S029_R14_T06/S029_R14_T07/S029_R14_T08/S029_R14_T09/S029_R14_T10/S029_R14_T11/S029_R14_T12/S029_R14_T13/S029_R14_T14,True,False,False,False,False,False,True,-0.21208390240725478,0
