task_interval_start_seconds,task_interval_stop_seconds,rest_interval_start_seconds,rest_interval_stop_seconds,frequency_band,channel,semantic_condition,trial_count,mean_change_percent,standard_deviation_change_percent,median_change_percent,q25_change_percent,q75_change_percent,iqr_change_percentage_points,minimum_change_percent,maximum_change_percent
1.65,2.45,1.1,3.1,beta,Cz,both_fists_imagery,21,-12.45851383996199,41.5800591619631,-18.597534489153094,-45.10369664582723,11.549701997536314,56.653398643363545,-70.18161724858413,94.2709153914615
1.65,2.45,1.1,3.1,beta,Cz,both_feet_imagery,24,25.804490299998275,55.05279488368453,17.134002152139374,-12.214134350531827,55.48259720436513,67.69673155489696,-47.89313595398059,170.07935516444658
1.65,2.45,1.1,3.1,beta,C4,both_fists_imagery,21,-19.90887507691279,31.912054406942847,-34.135618750244596,-44.07987263321178,3.5940984393877025,47.67397107259948,-56.4169190494397,44.84070196801256
1.65,2.45,1.1,3.1,beta,C4,both_feet_imagery,24,5.364642265335886,41.508994545776176,-1.5869037304501346,-16.23227362443697,18.80295791476449,35.03523153920146,-63.62222037026044,124.97847948247419
1.65,2.45,1.1,3.1,central_12_13,C3,both_fists_imagery,21,-48.65633480541116,29.192523716732875,-49.95719784875847,-76.88781739714484,-38.60382970960064,38.283987687544204,-82.49298561092863,5.718331144597983
1.65,2.45,1.1,3.1,central_12_13,C3,both_feet_imagery,24,95.52081465830804,195.39328472481864,9.844575777458335,-12.317939332951003,129.8373330657638,142.1552723987148,-78.47086161936195,669.4722166901453
1.65,2.45,1.1,3.1,central_12_13,Cz,both_fists_imagery,21,26.91130794162811,98.05339922957383,8.273591030409696,-41.66597003427368,48.32656101446375,89.99253104873742,-79.3128484037301,324.21573520170153
1.65,2.45,1.1,3.1,central_12_13,Cz,both_feet_imagery,24,21.113941111150663,65.07299046860471,-0.37807006435403556,-20.934126194350984,66.25803943243145,87.19216562678243,-86.00233871211367,188.51013988746516
1.65,2.45,1.1,3.1,central_12_13,C4,both_fists_imagery,21,-38.429705591056404,54.7002645331193,-55.47506794884858,-69.16839192378983,-33.46193014627846,35.706461777511365,-84.2786059276834,112.95399856312422
1.65,2.45,1.1,3.1,central_12_13,C4,both_feet_imagery,24,59.21816592129674,106.61421412017518,27.060303110490906,-22.258141193360878,107.47576193150881,129.7339031248697,-62.034091112074066,373.12585604319986
0.5,2.5,1.5,3.5,mu,C3,both_fists_imagery,21,-33.638982028506064,34.001482332595295,-39.94631697846379,-58.11490575945698,-14.842447091593863,43.27245866786312,-80.38913560712474,50.35559740308083
0.5,2.5,1.5,3.5,mu,C3,both_feet_imagery,24,27.71524306671004,83.99249492343816,-0.41148155743298487,-26.859116568970794,41.722985544445464,68.58210211341625,-59.208314090496565,243.47936343623914
0.5,2.5,1.5,3.5,mu,Cz,both_fists_imagery,21,3.1396413106215793,49.56103299314394,-1.2283909488198392,-31.05558689232463,18.981536260276645,50.037123152601275,-57.67058442706465,140.9248552481345
0.5,2.5,1.5,3.5,mu,Cz,both_feet_imagery,24,16.039839183463382,43.24458720264496,12.29379036516599,-17.58841819569013,40.65593276604722,58.244350961737354,-41.61054978486478,106.87708495119647
0.5,2.5,1.5,3.5,mu,C4,both_fists_imagery,21,-26.756144143812488,42.645208991278025,-38.03497320332792,-48.53803562595682,-13.226692965158023,35.3113426607988,-81.39848854987171,106.8809057644905
0.5,2.5,1.5,3.5,mu,C4,both_feet_imagery,24,15.88678029732396,52.04781265444424,5.580054017778718,-15.224095051427794,45.49046765555387,60.71456270698167,-58.036230986334644,185.3171864459395
0.5,2.5,1.5,3.5,beta,C3,both_fists_imagery,21,-16.862595537235457,28.764485077409912,-26.72766497385922,-35.89242507251716,3.176525690826176,39.06895076334334,-59.58175885204538,34.656788949406995
0.5,2.5,1.5,3.5,beta,C3,both_feet_imagery,24,-1.8649233977463713,31.410897483589853,-8.15907472880276,-18.803700641791593,9.268783517203449,28.072484158995042,-53.436158551235245,70.49419247877397
0.5,2.5,1.5,3.5,beta,Cz,both_fists_imagery,21,-0.8352163366063501,48.25928136660895,-16.396736597837968,-28.9820745544234,29.029608357196892,58.01168291162029,-58.50026413373803,140.27090849949775
0.5,2.5,1.5,3.5,beta,Cz,both_feet_imagery,24,20.610257418370054,47.55519599734796,27.605885304872224,-15.05014300446017,48.1265441239014,63.176687128361564,-50.423837551782164,109.4330775551056
0.5,2.5,1.5,3.5,beta,C4,both_fists_imagery,21,-12.82057986406834,25.906630822323972,-17.982838293451398,-34.71043423342721,7.143976160004765,41.854410393431976,-51.25533252363294,36.52611095192942
0.5,2.5,1.5,3.5,beta,C4,both_feet_imagery,24,0.46214284212141205,36.399198904089396,-5.11833795448113,-18.49957312108583,6.508247056210177,25.007820177296008,-47.34846679039286,112.22800483464938
0.5,2.5,1.5,3.5,central_12_13,C3,both_fists_imagery,21,-46.18745614082992,33.659862021650966,-51.90190815476124,-73.19602568916191,-31.117111368098527,42.07891432106339,-85.15280267207561,48.24304353033611
0.5,2.5,1.5,3.5,central_12_13,C3,both_feet_imagery,24,56.22794990255784,142.5861056241693,3.4269740915770575,-22.330125043444884,50.826909390471045,73.15703443391592,-48.748589879618784,483.7968593037249
0.5,2.5,1.5,3.5,central_12_13,Cz,both_fists_imagery,21,2.995243133405601,43.32125169627878,7.665007570139234,-37.02138258169749,33.88653864757097,70.90792122926845,-60.50672775397466,101.58614702451005
0.5,2.5,1.5,3.5,central_12_13,Cz,both_feet_imagery,24,19.75804155002223,59.74399286291397,14.946413583951774,-7.727656631724349,30.88026174419637,38.60791837592072,-54.8092082197224,185.95932413289765
0.5,2.5,1.5,3.5,central_12_13,C4,both_fists_imagery,21,-33.426828046783235,43.4748629118946,-52.02179376320939,-62.71890908563285,-0.379671974605969,62.33923711102688,-85.78979509459029,75.2178230364609
0.5,2.5,1.5,3.5,central_12_13,C4,both_feet_imagery,24,47.479641939063704,83.15548235712198,44.84586057870869,-31.29505888921277,107.17521593715131,138.47027482636406,-51.73410576388093,236.78267279052224
1.0,3.0,1.5,3.5,mu,C3,both_fists_imagery,21,-39.09709739130248,25.00444923626966,-42.70708775809538,-54.60480881488663,-30.438506565900898,24.166302248985733,-74.28619985130828,29.107575572069518
1.0,3.0,1.5,3.5,mu,C3,both_feet_imagery,24,45.26803160339259,105.15934926397655,10.158276858576224,-28.491427028024507,78.53046804952223,107.02189507754673,-53.17274786275858,337.43492942899326
1.0,3.0,1.5,3.5,mu,Cz,both_fists_imagery,21,4.187143777487835,42.5027013857043,10.90306044857285,-31.426214663488516,28.889903273003014,60.31611793649153,-54.90130626323428,97.3334239971707
1.0,3.0,1.5,3.5,mu,Cz,both_feet_imagery,24,14.832374464286078,49.571303493687054,9.631402684858994,-22.93238264276955,36.25167265649654,59.18405529926609,-69.20298467510395,167.60098471351935
1.0,3.0,1.5,3.5,mu,C4,both_fists_imagery,21,-30.363680987189138,46.74332361752464,-42.75995190961417,-57.467922771045906,-29.650508609071828,27.817414161974078,-83.45370611095044,101.26203679366967
1.0,3.0,1.5,3.5,mu,C4,both_feet_imagery,24,18.943130644060453,50.812740986311034,7.325587114241619,-18.94163167385246,33.13232396597833,52.073955639830785,-38.109339435114364,157.0652834993422
1.0,3.0,1.5,3.5,beta,C3,both_fists_imagery,21,-14.606992969933108,29.78252239010857,-18.607871722175208,-37.16342477670803,7.7104994817935895,44.87392425850162,-53.06674488214045,57.092807644928726
1.0,3.0,1.5,3.5,beta,C3,both_feet_imagery,24,0.14767533134501912,30.68388615739636,-3.82636140874652,-14.826929258441483,17.787774355198117,32.6147036136396,-54.65742766653173,71.4504239791771
1.0,3.0,1.5,3.5,beta,Cz,both_fists_imagery,21,-5.323312066360606,45.04764359746805,-22.508305327793405,-37.88468294055502,19.88690889664229,57.771591837197306,-55.61149276640068,127.76742237295835
1.0,3.0,1.5,3.5,beta,Cz,both_feet_imagery,24,25.106997788688407,49.988701621392536,25.895278789860086,-13.695189209478462,60.38529672726942,74.08048593674788,-46.79918890044423,118.14523125716633
1.0,3.0,1.5,3.5,beta,C4,both_fists_imagery,21,-10.35859800089679,29.165427923030478,-11.56292316305392,-30.277325651277213,4.1456174195351805,34.422943070812394,-57.297646021440045,65.44022310787194
1.0,3.0,1.5,3.5,beta,C4,both_feet_imagery,24,-1.1570139750120907,31.18492373419911,-6.869096258849574,-16.57163395432601,4.136857149010375,20.708491103336385,-51.7042318648708,88.18694217002552
1.0,3.0,1.5,3.5,central_12_13,C3,both_fists_imagery,21,-51.56335923128445,27.18133308711888,-56.649575207932024,-69.94702142027703,-41.77159197865272,28.175429441624303,-83.39387621580693,30.221905138201006
1.0,3.0,1.5,3.5,central_12_13,C3,both_feet_imagery,24,77.26079390546694,154.78489908963454,25.51507077652147,-19.221549943547156,88.42371111803762,107.64526106158478,-56.57432042548957,497.17984430171686
1.0,3.0,1.5,3.5,central_12_13,Cz,both_fists_imagery,21,0.874009741354808,41.78402953338797,11.323258014673758,-33.839175323112286,33.42044434218401,67.2596196652963,-67.05563671436873,61.86201327873522
1.0,3.0,1.5,3.5,central_12_13,Cz,both_feet_imagery,24,19.8385935691991,59.81272443653672,11.764595748773463,-10.329067620489898,34.382213694700326,44.71128131519022,-71.8461728327113,204.0873895109955
1.0,3.0,1.5,3.5,central_12_13,C4,both_fists_imagery,21,-39.644430209780985,44.95548050950759,-56.784740924443746,-68.4830263904403,-21.13239440589985,47.350631984540456,-88.01357992008899,60.550595368599026
1.0,3.0,1.5,3.5,central_12_13,C4,both_feet_imagery,24,55.66962154915431,95.59557751141075,24.536552549496097,-18.941870616498967,107.15724784156316,126.09911845806212,-42.47203730219834,297.680596912639
1.5,3.5,1.5,3.5,mu,C3,both_fists_imagery,21,-40.61056743996234,22.34607687392371,-44.74267757596155,-55.51742075286562,-28.617331840215748,26.90008891264987,-72.03049420101945,7.393166960967402
1.5,3.5,1.5,3.5,mu,C3,both_feet_imagery,24,58.37345105121231,128.95920281162512,37.257321949111684,-21.037111400120057,70.45814761057221,91.49525901069227,-62.0649291623537,487.53546951255487
1.5,3.5,1.5,3.5,mu,Cz,both_fists_imagery,21,3.327044729650472,42.43927281103547,-5.232822290436858,-24.578482116404462,19.978235563864132,44.55671768026859,-53.80659370870451,105.86104020166047
1.5,3.5,1.5,3.5,mu,Cz,both_feet_imagery,24,16.315420765074794,59.334463592531456,5.853887522111261,-14.608592213843458,26.475674549115144,41.084266762958606,-65.13008182094491,227.1871911335725
1.5,3.5,1.5,3.5,mu,C4,both_fists_imagery,21,-32.89804737026753,34.267916835073244,-49.68625429970135,-53.78146856689896,-11.904295889384763,41.877172677514196,-75.82697086831412,35.204538593918144
1.5,3.5,1.5,3.5,mu,C4,both_feet_imagery,24,23.03156573534604,56.36722056866584,5.987425660264316,-17.044106511372995,49.282154632757084,66.32626114413009,-46.706190389809024,183.93838044015143
1.5,3.5,1.5,3.5,beta,C3,both_fists_imagery,21,-15.031722533140575,28.541788578602336,-24.800927687347194,-34.536199931760606,-10.24177239191947,24.294427539841138,-43.48732245668021,50.474658681861605
1.5,3.5,1.5,3.5,beta,C3,both_feet_imagery,24,0.24272855978152238,31.460752218517808,-3.327207169142365,-21.905127554032394,17.433532405970176,39.33865996000257,-44.7516220606248,66.31060764445536
1.5,3.5,1.5,3.5,beta,Cz,both_fists_imagery,21,-13.982780043376536,37.617531005215774,-25.17825060544827,-42.78057755288903,2.1293384020827357,44.909915954971765,-53.736574572215886,89.64469995660735
1.5,3.5,1.5,3.5,beta,Cz,both_feet_imagery,24,26.162519189498965,47.612872044024215,19.14167382932297,-4.958375318345611,65.37977911152915,70.33815442987476,-46.14521622677744,108.57306109016935
1.5,3.5,1.5,3.5,beta,C4,both_fists_imagery,21,-13.782305638896386,28.988941292138158,-16.371426589918702,-33.60428417913511,-2.917065459174773,30.687218719960335,-50.744994469648375,60.2021008994857
1.5,3.5,1.5,3.5,beta,C4,both_feet_imagery,24,-0.023689245220743633,30.02313032153622,-1.9431046050592962,-15.432783692407952,8.678485798605312,24.111269491013264,-60.08179889770533,80.07243033218099
1.5,3.5,1.5,3.5,central_12_13,C3,both_fists_imagery,21,-54.01020079470655,20.8086602411735,-58.62197388645604,-70.02367422375808,-41.68452948596908,28.339144737789,-82.01846502360804,-16.463390629400113
1.5,3.5,1.5,3.5,central_12_13,C3,both_feet_imagery,24,92.82892225287162,169.98579495185754,46.6187029794435,-20.151619569524318,112.76943014375215,132.92104971327646,-53.89213805217106,556.3015963336844
1.5,3.5,1.5,3.5,central_12_13,Cz,both_fists_imagery,21,2.5361339418317512,47.7132266546039,1.137466847808734,-33.82441002869091,41.9349860268057,75.75939605549661,-75.49459435993855,80.23454188576555
1.5,3.5,1.5,3.5,central_12_13,Cz,both_feet_imagery,24,23.9005902961098,63.951027225431915,15.536757624935833,-21.750996546235534,45.06015701901326,66.81115356524879,-77.81212777463666,168.34247618392666
1.5,3.5,1.5,3.5,central_12_13,C4,both_fists_imagery,21,-44.99038465660484,32.53711435707561,-52.703758083126445,-74.6295130077114,-34.4937644381092,40.13574856960219,-81.50620652973875,15.838566475692618
1.5,3.5,1.5,3.5,central_12_13,C4,both_feet_imagery,24,59.20024716567743,97.01388563840396,30.076916486766496,-18.977792514084154,140.39752865018448,159.37532116426863,-38.275589491659666,310.8740867675541
1.65,2.45,1.5,3.5,mu,C3,both_fists_imagery,21,-42.94582547521497,23.171336968275842,-40.89729448837001,-53.260313407721945,-33.41536789050299,19.844945517218953,-80.82254953965067,18.639377758462054
1.65,2.45,1.5,3.5,mu,C3,both_feet_imagery,24,62.39634624960062,146.20902713189076,16.981385516120216,-28.57250478979092,109.28022583779475,137.85273062758566,-81.78560348689712,543.4134364077505
1.65,2.45,1.5,3.5,mu,Cz,both_fists_imagery,21,6.7052661401792095,53.78534053889183,-7.771190240452185,-29.487334248508148,31.041134604175536,60.52846885268369,-58.219484817041526,127.00793886517343
1.65,2.45,1.5,3.5,mu,Cz,both_feet_imagery,24,17.89419560198884,46.517062522704045,4.688682938183404,-16.357300092966394,53.45734417479412,69.81464426776051,-76.04042311349635,115.77589062691814
1.65,2.45,1.5,3.5,mu,C4,both_fists_imagery,21,-32.084614089837764,43.54566591768203,-44.037563011288306,-61.70718319936666,-0.9506601144044546,60.756523084962204,-82.82576990186296,94.4760694811454
1.65,2.45,1.5,3.5,mu,C4,both_feet_imagery,24,27.208259233853067,64.13256580488937,13.369212888773262,-21.09163282432671,75.2918227921015,96.38345561642821,-53.817880358623064,173.1401955074209
1.65,2.45,1.5,3.5,beta,C3,both_fists_imagery,21,-13.967442446240463,40.36195634474695,-33.20649269098212,-41.613333180608784,0.3749019568366082,41.98823513744539,-60.49345268205362,87.48843702855409
1.65,2.45,1.5,3.5,beta,C3,both_feet_imagery,24,3.786142816960725,31.962399799744677,0.8723481186869438,-20.626660359220395,28.370917838221445,48.99757819744184,-46.62348364008752,61.39752760223083
1.65,2.45,1.5,3.5,beta,Cz,both_fists_imagery,21,-10.22455551214949,42.969122834998245,-16.961007587632675,-40.67289826911436,10.645081619106893,51.31797988822126,-65.7534044654718,105.21646108049245
1.65,2.45,1.5,3.5,beta,Cz,both_feet_imagery,24,31.04863223608082,58.55905530085363,24.872569214874723,-10.195228728676392,62.790760929974375,72.98598965865077,-53.066077603829896,187.4147861904559
1.65,2.45,1.5,3.5,beta,C4,both_fists_imagery,21,-19.58278475454201,32.531963678140535,-32.50216876490184,-44.025637133261384,5.346688723943071,49.37232585720446,-56.020170741674775,49.86476773640653
1.65,2.45,1.5,3.5,beta,C4,both_feet_imagery,24,5.733903931361809,44.09808836157304,-3.99658483823111,-19.619829947773752,17.287394935286322,36.907224883060074,-63.53126725815973,150.15337729456655
1.65,2.45,1.5,3.5,central_12_13,C3,both_fists_imagery,21,-54.16919376433244,22.536267278287003,-50.78035796186537,-72.04443522854226,-34.02825801892168,38.01617720962057,-84.50878757752301,-15.170883120032173
1.65,2.45,1.5,3.5,central_12_13,C3,both_feet_imagery,24,102.70209058774374,226.33822232576895,14.404517249976566,-33.639833375653524,104.67801626697961,138.31784964263312,-76.82616644946953,873.3036765426754
1.65,2.45,1.5,3.5,central_12_13,Cz,both_fists_imagery,21,8.921595739688447,65.0846314318712,-9.16139897562305,-37.323080328707725,72.73409927207278,110.0571796007805,-80.9540955784422,125.57777160922653
1.65,2.45,1.5,3.5,central_12_13,Cz,both_feet_imagery,24,20.084357127996245,59.71844462566696,4.081258560641531,-17.75801176878565,69.68056226938242,87.43857403816807,-85.52350975483273,139.34549755320717
1.65,2.45,1.5,3.5,central_12_13,C4,both_fists_imagery,21,-43.19404798283462,52.27870070744654,-57.76395876645264,-73.68482289970207,-43.533804291788684,30.151018607913386,-90.11187559857531,109.22390731855798
1.65,2.45,1.5,3.5,central_12_13,C4,both_feet_imagery,24,69.78264459216966,110.98514652496868,28.09568659040231,-13.840634179066285,160.48940487662162,174.3300390556879,-59.9292509233837,383.65408671016183
