subject,run,channel,reference_state,band,band_lower_hz,band_upper_hz,absolute_band_power_uV2,relative_band_power,relative_power_denominator,total_power_1_45_hz_uV2,welch_segment_seconds,psd_units_before_integration,absolute_power_units
1,6,FC2,average,beta,13.0,30.0,62.01744559908414,0.20081551931079006,total_power_1_45_hz,308.8279522017593,3.0,uV2_per_Hz,uV2
1,6,FC4,average,beta,13.0,30.0,56.68247637340003,0.21990838780525637,total_power_1_45_hz,257.7549539565365,3.0,uV2_per_Hz,uV2
1,6,FC6,average,beta,13.0,30.0,54.04208701591605,0.18561830642336363,total_power_1_45_hz,291.1463209488362,3.0,uV2_per_Hz,uV2
1,6,C5,average,beta,13.0,30.0,42.03591512396274,0.15872485990211727,total_power_1_45_hz,264.83510616979294,3.0,uV2_per_Hz,uV2
1,6,C3,average,beta,13.0,30.0,42.50701788581894,0.18032673810007352,total_power_1_45_hz,235.72221365324862,3.0,uV2_per_Hz,uV2
1,6,C1,average,beta,13.0,30.0,35.78917013234043,0.14858953763284954,total_power_1_45_hz,240.8592872855694,3.0,uV2_per_Hz,uV2
1,6,Cz,average,beta,13.0,30.0,46.12858455970475,0.14788965167227577,total_power_1_45_hz,311.91218613406386,3.0,uV2_per_Hz,uV2
1,6,C2,average,beta,13.0,30.0,43.25512025089949,0.15383843095775213,total_power_1_45_hz,281.1723961405874,3.0,uV2_per_Hz,uV2
1,6,C4,average,beta,13.0,30.0,42.626478687609115,0.19645929660996045,total_power_1_45_hz,216.97358904952915,3.0,uV2_per_Hz,uV2
1,6,C6,average,beta,13.0,30.0,50.90806341282983,0.19801911992986118,total_power_1_45_hz,257.08660573212114,3.0,uV2_per_Hz,uV2
1,6,CP5,average,beta,13.0,30.0,50.91137256659311,0.18634856920950288,total_power_1_45_hz,273.20506286987296,3.0,uV2_per_Hz,uV2
1,6,CP3,average,beta,13.0,30.0,39.55148986621059,0.15878032550142493,total_power_1_45_hz,249.0956593098535,3.0,uV2_per_Hz,uV2
1,6,CP1,average,beta,13.0,30.0,32.308001857875915,0.12449736236006859,total_power_1_45_hz,259.50752084558553,3.0,uV2_per_Hz,uV2
1,6,CPz,average,beta,13.0,30.0,34.226152267018925,0.11360444804171978,total_power_1_45_hz,301.2747551438286,3.0,uV2_per_Hz,uV2
1,6,CP2,average,beta,13.0,30.0,33.640296255047076,0.13240474943153432,total_power_1_45_hz,254.07167340656665,3.0,uV2_per_Hz,uV2
1,6,CP4,average,beta,13.0,30.0,43.22952178446243,0.1700791274688983,total_power_1_45_hz,254.1729983437717,3.0,uV2_per_Hz,uV2
1,6,CP6,average,beta,13.0,30.0,50.63911833527364,0.19318240006437012,total_power_1_45_hz,262.13111711211906,3.0,uV2_per_Hz,uV2
1,6,Fp1,average,beta,13.0,30.0,89.4389415242055,0.049566731987707974,total_power_1_45_hz,1804.4147341887583,3.0,uV2_per_Hz,uV2
1,6,Fpz,average,beta,13.0,30.0,66.80451378875004,0.05330713214857441,total_power_1_45_hz,1253.2002960233642,3.0,uV2_per_Hz,uV2
1,6,Fp2,average,beta,13.0,30.0,71.0729614133275,0.049535461756099054,total_power_1_45_hz,1434.7895203495634,3.0,uV2_per_Hz,uV2
1,6,AF7,average,beta,13.0,30.0,88.55786518603476,0.062318451935217484,total_power_1_45_hz,1421.0536756929423,3.0,uV2_per_Hz,uV2
1,6,AF3,average,beta,13.0,30.0,83.06175735730822,0.06442398406055197,total_power_1_45_hz,1289.2986760837182,3.0,uV2_per_Hz,uV2
1,6,AFz,average,beta,13.0,30.0,58.97649142472005,0.11992909981729677,total_power_1_45_hz,491.7613115963218,3.0,uV2_per_Hz,uV2
1,6,AF4,average,beta,13.0,30.0,59.05237392349772,0.10389447049780075,total_power_1_45_hz,568.3880349026635,3.0,uV2_per_Hz,uV2
1,6,AF8,average,beta,13.0,30.0,92.69873668885174,0.08024309469886776,total_power_1_45_hz,1155.2238486903689,3.0,uV2_per_Hz,uV2
1,6,F7,average,beta,13.0,30.0,73.59377446711932,0.12256283973152568,total_power_1_45_hz,600.4574847345797,3.0,uV2_per_Hz,uV2
1,6,F5,average,beta,13.0,30.0,87.4423446460166,0.13887404412371948,total_power_1_45_hz,629.652180130337,3.0,uV2_per_Hz,uV2
1,6,F3,average,beta,13.0,30.0,48.437060765275824,0.16113700340256146,total_power_1_45_hz,300.59551650136905,3.0,uV2_per_Hz,uV2
1,6,F1,average,beta,13.0,30.0,71.40441816098577,0.18544833466625565,total_power_1_45_hz,385.03671812146274,3.0,uV2_per_Hz,uV2
1,6,Fz,average,beta,13.0,30.0,65.88030705161154,0.1649486426065564,total_power_1_45_hz,399.398903868233,3.0,uV2_per_Hz,uV2
1,6,F2,average,beta,13.0,30.0,57.810739804119564,0.1667068513275112,total_power_1_45_hz,346.7808272051456,3.0,uV2_per_Hz,uV2
1,6,F4,average,beta,13.0,30.0,49.01111278020572,0.163793032716391,total_power_1_45_hz,299.22587040114746,3.0,uV2_per_Hz,uV2
1,6,F6,average,beta,13.0,30.0,70.85673363924458,0.16331259857315386,total_power_1_45_hz,433.8718155140075,3.0,uV2_per_Hz,uV2
1,6,F8,average,beta,13.0,30.0,76.79374246734656,0.11238553791564866,total_power_1_45_hz,683.3062677956336,3.0,uV2_per_Hz,uV2
1,6,FT7,average,beta,13.0,30.0,53.01376177697187,0.15069153129350993,total_power_1_45_hz,351.80319240179557,3.0,uV2_per_Hz,uV2
1,6,FT8,average,beta,13.0,30.0,57.64174268345757,0.13001242685401193,total_power_1_45_hz,443.3556397511309,3.0,uV2_per_Hz,uV2
1,6,T7,average,beta,13.0,30.0,47.68590196519734,0.14109510761769925,total_power_1_45_hz,337.96991809527157,3.0,uV2_per_Hz,uV2
1,6,T8,average,beta,13.0,30.0,139.2496393892497,0.2579827361433876,total_power_1_45_hz,539.7634022760899,3.0,uV2_per_Hz,uV2
1,6,T9,average,beta,13.0,30.0,64.53766041973515,0.11954648536213695,total_power_1_45_hz,539.8541013082403,3.0,uV2_per_Hz,uV2
1,6,T10,average,beta,13.0,30.0,119.39994772949397,0.14919001415416824,total_power_1_45_hz,800.3213110906327,3.0,uV2_per_Hz,uV2
1,6,TP7,average,beta,13.0,30.0,60.074903524128224,0.16086442299675302,total_power_1_45_hz,373.45052687840627,3.0,uV2_per_Hz,uV2
1,6,TP8,average,beta,13.0,30.0,56.90623474155243,0.1443246782871026,total_power_1_45_hz,394.29316882556867,3.0,uV2_per_Hz,uV2
1,6,P7,average,beta,13.0,30.0,85.51926812689128,0.18400216348539905,total_power_1_45_hz,464.77316628767466,3.0,uV2_per_Hz,uV2
1,6,P5,average,beta,13.0,30.0,66.61263823216042,0.17704969006650625,total_power_1_45_hz,376.23696605816315,3.0,uV2_per_Hz,uV2
1,6,P3,average,beta,13.0,30.0,57.85976793073032,0.1598205312438886,total_power_1_45_hz,362.0296308641061,3.0,uV2_per_Hz,uV2
1,6,P1,average,beta,13.0,30.0,55.07507020630553,0.13545533258892098,total_power_1_45_hz,406.59211530229686,3.0,uV2_per_Hz,uV2
1,6,Pz,average,beta,13.0,30.0,47.66583527029845,0.11996037815526352,total_power_1_45_hz,397.34649059379456,3.0,uV2_per_Hz,uV2
1,6,P2,average,beta,13.0,30.0,59.26213448551027,0.14473996237354161,total_power_1_45_hz,409.43864785986267,3.0,uV2_per_Hz,uV2
1,6,P4,average,beta,13.0,30.0,63.46125700575498,0.17184616587155035,total_power_1_45_hz,369.2910847553636,3.0,uV2_per_Hz,uV2
1,6,P6,average,beta,13.0,30.0,68.81673298551233,0.18779059348884708,total_power_1_45_hz,366.45463282802484,3.0,uV2_per_Hz,uV2
1,6,P8,average,beta,13.0,30.0,74.34373618944268,0.17585805203750088,total_power_1_45_hz,422.74854820744423,3.0,uV2_per_Hz,uV2
1,6,PO7,average,beta,13.0,30.0,109.79597688350908,0.17724957674680145,total_power_1_45_hz,619.4428155975295,3.0,uV2_per_Hz,uV2
1,6,PO3,average,beta,13.0,30.0,94.43875492505376,0.16886737358664847,total_power_1_45_hz,559.2480827955542,3.0,uV2_per_Hz,uV2
1,6,POz,average,beta,13.0,30.0,85.96607956144233,0.14378952270662074,total_power_1_45_hz,597.8605251847328,3.0,uV2_per_Hz,uV2
1,6,PO4,average,beta,13.0,30.0,103.24070366800449,0.17733596517031783,total_power_1_45_hz,582.175779001454,3.0,uV2_per_Hz,uV2
1,6,PO8,average,beta,13.0,30.0,150.29491935573145,0.19132129168193568,total_power_1_45_hz,785.5629555626825,3.0,uV2_per_Hz,uV2
1,6,O1,average,beta,13.0,30.0,154.99509628653433,0.21017986949832457,total_power_1_45_hz,737.4402537050289,3.0,uV2_per_Hz,uV2
1,6,Oz,average,beta,13.0,30.0,152.4614777058791,0.2083224236177777,total_power_1_45_hz,731.8534176887737,3.0,uV2_per_Hz,uV2
1,6,O2,average,beta,13.0,30.0,211.99665879934003,0.2096073253488152,total_power_1_45_hz,1011.3990932642675,3.0,uV2_per_Hz,uV2
1,6,Iz,average,beta,13.0,30.0,190.7079901456614,0.23627459040208323,total_power_1_45_hz,807.1455750748386,3.0,uV2_per_Hz,uV2
1,6,FC5,average,low_gamma_descriptive,30.0,45.0,17.643561253226117,0.05753382360467361,total_power_1_45_hz,306.6641524550593,3.0,uV2_per_Hz,uV2
1,6,FC3,average,low_gamma_descriptive,30.0,45.0,13.000869787421125,0.04697101266249985,total_power_1_45_hz,276.7849584346007,3.0,uV2_per_Hz,uV2
1,6,FC1,average,low_gamma_descriptive,30.0,45.0,13.813930881861973,0.045330586225639596,total_power_1_45_hz,304.7375300443087,3.0,uV2_per_Hz,uV2
1,6,FCz,average,low_gamma_descriptive,30.0,45.0,17.222447220775404,0.043589195738389735,total_power_1_45_hz,395.1081668067417,3.0,uV2_per_Hz,uV2
1,6,FC2,average,low_gamma_descriptive,30.0,45.0,13.07925306930927,0.042351260551585404,total_power_1_45_hz,308.8279522017593,3.0,uV2_per_Hz,uV2
1,6,FC4,average,low_gamma_descriptive,30.0,45.0,11.470684458164609,0.04450228514365948,total_power_1_45_hz,257.7549539565365,3.0,uV2_per_Hz,uV2
1,6,FC6,average,low_gamma_descriptive,30.0,45.0,14.074669095675668,0.0483422529599783,total_power_1_45_hz,291.1463209488362,3.0,uV2_per_Hz,uV2
1,6,C5,average,low_gamma_descriptive,30.0,45.0,11.578369253343284,0.04371916329672728,total_power_1_45_hz,264.83510616979294,3.0,uV2_per_Hz,uV2
1,6,C3,average,low_gamma_descriptive,30.0,45.0,11.54133750316947,0.04896160325452811,total_power_1_45_hz,235.72221365324862,3.0,uV2_per_Hz,uV2
1,6,C1,average,low_gamma_descriptive,30.0,45.0,10.468839405885097,0.0434645453113583,total_power_1_45_hz,240.8592872855694,3.0,uV2_per_Hz,uV2
1,6,Cz,average,low_gamma_descriptive,30.0,45.0,14.765309736187165,0.047338034205052976,total_power_1_45_hz,311.91218613406386,3.0,uV2_per_Hz,uV2
1,6,C2,average,low_gamma_descriptive,30.0,45.0,11.700573543196437,0.041613521468679665,total_power_1_45_hz,281.1723961405874,3.0,uV2_per_Hz,uV2
1,6,C4,average,low_gamma_descriptive,30.0,45.0,9.908836020027746,0.04566839707742415,total_power_1_45_hz,216.97358904952915,3.0,uV2_per_Hz,uV2
1,6,C6,average,low_gamma_descriptive,30.0,45.0,13.734330406460193,0.05342297148211245,total_power_1_45_hz,257.08660573212114,3.0,uV2_per_Hz,uV2
1,6,CP5,average,low_gamma_descriptive,30.0,45.0,10.704965812523387,0.03918289690561899,total_power_1_45_hz,273.20506286987296,3.0,uV2_per_Hz,uV2
1,6,CP3,average,low_gamma_descriptive,30.0,45.0,9.085755469793117,0.03647496505947228,total_power_1_45_hz,249.0956593098535,3.0,uV2_per_Hz,uV2
1,6,CP1,average,low_gamma_descriptive,30.0,45.0,9.050720076048288,0.03487652321812179,total_power_1_45_hz,259.50752084558553,3.0,uV2_per_Hz,uV2
1,6,CPz,average,low_gamma_descriptive,30.0,45.0,10.19784775135384,0.0338489952352144,total_power_1_45_hz,301.2747551438286,3.0,uV2_per_Hz,uV2
1,6,CP2,average,low_gamma_descriptive,30.0,45.0,7.856266573353542,0.030921457980803348,total_power_1_45_hz,254.07167340656665,3.0,uV2_per_Hz,uV2
1,6,CP4,average,low_gamma_descriptive,30.0,45.0,8.245449733825179,0.03244030556964639,total_power_1_45_hz,254.1729983437717,3.0,uV2_per_Hz,uV2
1,6,CP6,average,low_gamma_descriptive,30.0,45.0,9.375020734027995,0.03576462358727941,total_power_1_45_hz,262.13111711211906,3.0,uV2_per_Hz,uV2
1,6,Fp1,average,low_gamma_descriptive,30.0,45.0,47.20568959211357,0.02616121931266353,total_power_1_45_hz,1804.4147341887583,3.0,uV2_per_Hz,uV2
1,6,Fpz,average,low_gamma_descriptive,30.0,45.0,19.530546070862382,0.015584536751895453,total_power_1_45_hz,1253.2002960233642,3.0,uV2_per_Hz,uV2
1,6,Fp2,average,low_gamma_descriptive,30.0,45.0,24.08425008004319,0.016785911618712863,total_power_1_45_hz,1434.7895203495634,3.0,uV2_per_Hz,uV2
1,6,AF7,average,low_gamma_descriptive,30.0,45.0,37.26693607996484,0.02622486167652501,total_power_1_45_hz,1421.0536756929423,3.0,uV2_per_Hz,uV2
1,6,AF3,average,low_gamma_descriptive,30.0,45.0,33.95243400423642,0.02633403309415311,total_power_1_45_hz,1289.2986760837182,3.0,uV2_per_Hz,uV2
1,6,AFz,average,low_gamma_descriptive,30.0,45.0,8.991528611305542,0.01828433510175467,total_power_1_45_hz,491.7613115963218,3.0,uV2_per_Hz,uV2
1,6,AF4,average,low_gamma_descriptive,30.0,45.0,12.589880840503055,0.02215015107180972,total_power_1_45_hz,568.3880349026635,3.0,uV2_per_Hz,uV2
1,6,AF8,average,low_gamma_descriptive,30.0,45.0,44.58301640479016,0.03859253464627842,total_power_1_45_hz,1155.2238486903689,3.0,uV2_per_Hz,uV2
1,6,F7,average,low_gamma_descriptive,30.0,45.0,25.299250070654725,0.04213329122183856,total_power_1_45_hz,600.4574847345797,3.0,uV2_per_Hz,uV2
1,6,F5,average,low_gamma_descriptive,30.0,45.0,19.808214411573775,0.031458978522830666,total_power_1_45_hz,629.652180130337,3.0,uV2_per_Hz,uV2
1,6,F3,average,low_gamma_descriptive,30.0,45.0,6.413082018193037,0.021334589726536485,total_power_1_45_hz,300.59551650136905,3.0,uV2_per_Hz,uV2
1,6,F1,average,low_gamma_descriptive,30.0,45.0,9.216875556521265,0.023937653534678558,total_power_1_45_hz,385.03671812146274,3.0,uV2_per_Hz,uV2
1,6,Fz,average,low_gamma_descriptive,30.0,45.0,9.202065598227286,0.02303978681239238,total_power_1_45_hz,399.398903868233,3.0,uV2_per_Hz,uV2
1,6,F2,average,low_gamma_descriptive,30.0,45.0,8.038626325692123,0.02318071154763323,total_power_1_45_hz,346.7808272051456,3.0,uV2_per_Hz,uV2
1,6,F4,average,low_gamma_descriptive,30.0,45.0,6.784745088409138,0.022674326519005156,total_power_1_45_hz,299.22587040114746,3.0,uV2_per_Hz,uV2
1,6,F6,average,low_gamma_descriptive,30.0,45.0,15.769770080339889,0.036346610949267256,total_power_1_45_hz,433.8718155140075,3.0,uV2_per_Hz,uV2
1,6,F8,average,low_gamma_descriptive,30.0,45.0,22.24842264435304,0.03255995692257751,total_power_1_45_hz,683.3062677956336,3.0,uV2_per_Hz,uV2
1,6,FT7,average,low_gamma_descriptive,30.0,45.0,15.287418317119789,0.043454461606078826,total_power_1_45_hz,351.80319240179557,3.0,uV2_per_Hz,uV2
1,6,FT8,average,low_gamma_descriptive,30.0,45.0,14.316908753932822,0.03229215435709658,total_power_1_45_hz,443.3556397511309,3.0,uV2_per_Hz,uV2
1,6,T7,average,low_gamma_descriptive,30.0,45.0,10.733378796471492,0.031758385056760645,total_power_1_45_hz,337.96991809527157,3.0,uV2_per_Hz,uV2
1,6,T8,average,low_gamma_descriptive,30.0,45.0,56.07416385886968,0.10388656144972877,total_power_1_45_hz,539.7634022760899,3.0,uV2_per_Hz,uV2
1,6,T9,average,low_gamma_descriptive,30.0,45.0,13.89402795232848,0.025736634988339956,total_power_1_45_hz,539.8541013082403,3.0,uV2_per_Hz,uV2
1,6,T10,average,low_gamma_descriptive,30.0,45.0,47.4499328256574,0.05928860342478612,total_power_1_45_hz,800.3213110906327,3.0,uV2_per_Hz,uV2
1,6,TP7,average,low_gamma_descriptive,30.0,45.0,13.246545288947457,0.035470683090669385,total_power_1_45_hz,373.45052687840627,3.0,uV2_per_Hz,uV2
1,6,TP8,average,low_gamma_descriptive,30.0,45.0,11.978952073933277,0.030380825794201483,total_power_1_45_hz,394.29316882556867,3.0,uV2_per_Hz,uV2
1,6,P7,average,low_gamma_descriptive,30.0,45.0,18.55231740674227,0.039916928842787754,total_power_1_45_hz,464.77316628767466,3.0,uV2_per_Hz,uV2
1,6,P5,average,low_gamma_descriptive,30.0,45.0,13.020148835837519,0.034606245559147715,total_power_1_45_hz,376.23696605816315,3.0,uV2_per_Hz,uV2
1,6,P3,average,low_gamma_descriptive,30.0,45.0,12.96486551098599,0.03581161431466522,total_power_1_45_hz,362.0296308641061,3.0,uV2_per_Hz,uV2
1,6,P1,average,low_gamma_descriptive,30.0,45.0,13.162707180175055,0.03237324749986537,total_power_1_45_hz,406.59211530229686,3.0,uV2_per_Hz,uV2
1,6,Pz,average,low_gamma_descriptive,30.0,45.0,12.569496349132386,0.03163359095068018,total_power_1_45_hz,397.34649059379456,3.0,uV2_per_Hz,uV2
1,6,P2,average,low_gamma_descriptive,30.0,45.0,13.945528034442392,0.03406011647248182,total_power_1_45_hz,409.43864785986267,3.0,uV2_per_Hz,uV2
1,6,P4,average,low_gamma_descriptive,30.0,45.0,15.073932586555268,0.04081856619024793,total_power_1_45_hz,369.2910847553636,3.0,uV2_per_Hz,uV2
1,6,P6,average,low_gamma_descriptive,30.0,45.0,16.134684803535684,0.0440291467432685,total_power_1_45_hz,366.45463282802484,3.0,uV2_per_Hz,uV2
1,6,P8,average,low_gamma_descriptive,30.0,45.0,19.6159969354623,0.04640109828558574,total_power_1_45_hz,422.74854820744423,3.0,uV2_per_Hz,uV2
1,6,PO7,average,low_gamma_descriptive,30.0,45.0,20.811651140970856,0.03359737269839095,total_power_1_45_hz,619.4428155975295,3.0,uV2_per_Hz,uV2
1,6,PO3,average,low_gamma_descriptive,30.0,45.0,19.4048759150224,0.03469815366737036,total_power_1_45_hz,559.2480827955542,3.0,uV2_per_Hz,uV2
1,6,POz,average,low_gamma_descriptive,30.0,45.0,19.979579255486282,0.0334184620222464,total_power_1_45_hz,597.8605251847328,3.0,uV2_per_Hz,uV2
1,6,PO4,average,low_gamma_descriptive,30.0,45.0,23.72786830863571,0.04075722344432411,total_power_1_45_hz,582.175779001454,3.0,uV2_per_Hz,uV2
1,6,PO8,average,low_gamma_descriptive,30.0,45.0,40.07824827835945,0.05101850589384301,total_power_1_45_hz,785.5629555626825,3.0,uV2_per_Hz,uV2
1,6,O1,average,low_gamma_descriptive,30.0,45.0,14.455257422508147,0.0196019370381294,total_power_1_45_hz,737.4402537050289,3.0,uV2_per_Hz,uV2
1,6,Oz,average,low_gamma_descriptive,30.0,45.0,21.157578630746094,0.028909585060848234,total_power_1_45_hz,731.8534176887737,3.0,uV2_per_Hz,uV2
1,6,O2,average,low_gamma_descriptive,30.0,45.0,35.6107937893968,0.035209438120479004,total_power_1_45_hz,1011.3990932642675,3.0,uV2_per_Hz,uV2
1,6,Iz,average,low_gamma_descriptive,30.0,45.0,43.19182992791667,0.05351182148760702,total_power_1_45_hz,807.1455750748386,3.0,uV2_per_Hz,uV2
1,10,FC5,stored,delta,1.0,4.0,858.1368173573923,0.5608171392426897,total_power_1_45_hz,1530.1544073995206,3.0,uV2_per_Hz,uV2
1,10,FC3,stored,delta,1.0,4.0,931.563016839742,0.5489784441261506,total_power_1_45_hz,1696.9027232436774,3.0,uV2_per_Hz,uV2
1,10,FC1,stored,delta,1.0,4.0,948.7290704247378,0.5483923096735357,total_power_1_45_hz,1730.0189183716438,3.0,uV2_per_Hz,uV2
1,10,FCz,stored,delta,1.0,4.0,926.1391497736687,0.5436045315812675,total_power_1_45_hz,1703.700201099617,3.0,uV2_per_Hz,uV2
1,10,FC2,stored,delta,1.0,4.0,894.3113032912263,0.5628078769966068,total_power_1_45_hz,1589.0170337765512,3.0,uV2_per_Hz,uV2
1,10,FC4,stored,delta,1.0,4.0,718.7790672845001,0.5545743619725692,total_power_1_45_hz,1296.0914109477947,3.0,uV2_per_Hz,uV2
1,10,FC6,stored,delta,1.0,4.0,525.2431084767544,0.5696313216383238,total_power_1_45_hz,922.0755399581893,3.0,uV2_per_Hz,uV2
1,10,C5,stored,delta,1.0,4.0,712.0507257403846,0.5115281209443678,total_power_1_45_hz,1392.0070013469012,3.0,uV2_per_Hz,uV2
1,10,C3,stored,delta,1.0,4.0,831.5553725094705,0.5343180330618315,total_power_1_45_hz,1556.292921173489,3.0,uV2_per_Hz,uV2
1,10,C1,stored,delta,1.0,4.0,888.358724345367,0.5551244376205906,total_power_1_45_hz,1600.2875466140642,3.0,uV2_per_Hz,uV2
1,10,Cz,stored,delta,1.0,4.0,944.9576298769286,0.5632056464474103,total_power_1_45_hz,1677.819879536958,3.0,uV2_per_Hz,uV2
1,10,C2,stored,delta,1.0,4.0,816.1054395203281,0.5561215684873757,total_power_1_45_hz,1467.4946734040477,3.0,uV2_per_Hz,uV2
1,10,C4,stored,delta,1.0,4.0,632.1813174885215,0.5471219477392018,total_power_1_45_hz,1155.4669303631467,3.0,uV2_per_Hz,uV2
1,10,C6,stored,delta,1.0,4.0,427.7935638998209,0.5364947923870071,total_power_1_45_hz,797.3862374254451,3.0,uV2_per_Hz,uV2
1,10,CP5,stored,delta,1.0,4.0,742.7043358374136,0.5118447951402205,total_power_1_45_hz,1451.0342644667294,3.0,uV2_per_Hz,uV2
1,10,CP3,stored,delta,1.0,4.0,825.1259638619451,0.541526131654527,total_power_1_45_hz,1523.7047958164724,3.0,uV2_per_Hz,uV2
1,10,CP1,stored,delta,1.0,4.0,885.7440757768971,0.561172722219758,total_power_1_45_hz,1578.3804891179927,3.0,uV2_per_Hz,uV2
1,10,CPz,stored,delta,1.0,4.0,898.3929683874495,0.5720437467527818,total_power_1_45_hz,1570.4969654632112,3.0,uV2_per_Hz,uV2
1,10,CP2,stored,delta,1.0,4.0,793.8131532416346,0.5695947246670723,total_power_1_45_hz,1393.6455498347846,3.0,uV2_per_Hz,uV2
1,10,CP4,stored,delta,1.0,4.0,695.3710399322985,0.5592506432554298,total_power_1_45_hz,1243.3978365845126,3.0,uV2_per_Hz,uV2
1,10,CP6,stored,delta,1.0,4.0,497.1819514369956,0.5490986408201485,total_power_1_45_hz,905.45106921844,3.0,uV2_per_Hz,uV2
1,10,Fp1,stored,delta,1.0,4.0,3060.8869936910924,0.7888380869365261,total_power_1_45_hz,3880.2474733162658,3.0,uV2_per_Hz,uV2
1,10,Fpz,stored,delta,1.0,4.0,2389.266577921305,0.7851308135988085,total_power_1_45_hz,3043.1445773598034,3.0,uV2_per_Hz,uV2
1,10,Fp2,stored,delta,1.0,4.0,2688.740242575456,0.8096748218910639,total_power_1_45_hz,3320.765534360666,3.0,uV2_per_Hz,uV2
1,10,AF7,stored,delta,1.0,4.0,2465.562094428042,0.7552564643448249,total_power_1_45_hz,3264.5362348098342,3.0,uV2_per_Hz,uV2
1,10,AF3,stored,delta,1.0,4.0,2305.908334104518,0.7502898296156479,total_power_1_45_hz,3073.356779053994,3.0,uV2_per_Hz,uV2
1,10,AFz,stored,delta,1.0,4.0,1250.4679858646718,0.6433642594578681,total_power_1_45_hz,1943.639186482601,3.0,uV2_per_Hz,uV2
1,10,AF4,stored,delta,1.0,4.0,1351.9621194976203,0.7075688017376612,total_power_1_45_hz,1910.714712374889,3.0,uV2_per_Hz,uV2
1,10,AF8,stored,delta,1.0,4.0,2096.1320203751275,0.7976640101993425,total_power_1_45_hz,2627.8382797429804,3.0,uV2_per_Hz,uV2
1,10,F7,stored,delta,1.0,4.0,1163.4814212798262,0.6431754601338855,total_power_1_45_hz,1808.9642615370185,3.0,uV2_per_Hz,uV2
1,10,F5,stored,delta,1.0,4.0,1416.1163843553722,0.6496481736705649,total_power_1_45_hz,2179.8204655208983,3.0,uV2_per_Hz,uV2
1,10,F3,stored,delta,1.0,4.0,1055.2979547126092,0.6164568745153306,total_power_1_45_hz,1711.8763669272134,3.0,uV2_per_Hz,uV2
1,10,F1,stored,delta,1.0,4.0,1089.7946088755452,0.5811041381224588,total_power_1_45_hz,1875.386075199292,3.0,uV2_per_Hz,uV2
1,10,Fz,stored,delta,1.0,4.0,1043.7073122376303,0.5762323442573587,total_power_1_45_hz,1811.2612432104063,3.0,uV2_per_Hz,uV2
1,10,F2,stored,delta,1.0,4.0,970.6083889370509,0.5949890570806047,total_power_1_45_hz,1631.3046053308508,3.0,uV2_per_Hz,uV2
1,10,F4,stored,delta,1.0,4.0,949.9214147957205,0.6037238930622122,total_power_1_45_hz,1573.4368404363177,3.0,uV2_per_Hz,uV2
1,10,F6,stored,delta,1.0,4.0,814.8449172400678,0.6194515305793661,total_power_1_45_hz,1315.4296615878122,3.0,uV2_per_Hz,uV2
1,10,F8,stored,delta,1.0,4.0,680.927944808079,0.6767798691729324,total_power_1_45_hz,1006.1291356674303,3.0,uV2_per_Hz,uV2
1,10,FT7,stored,delta,1.0,4.0,787.2004601627754,0.558783082635573,total_power_1_45_hz,1408.7764727053693,3.0,uV2_per_Hz,uV2
1,10,FT8,stored,delta,1.0,4.0,331.229465851907,0.5668489009640812,total_power_1_45_hz,584.3346706477879,3.0,uV2_per_Hz,uV2
1,10,T7,stored,delta,1.0,4.0,654.1465004319907,0.5068844104835246,total_power_1_45_hz,1290.5240068598491,3.0,uV2_per_Hz,uV2
1,10,T8,stored,delta,1.0,4.0,270.5552234271388,0.35255629915834424,total_power_1_45_hz,767.4099826695306,3.0,uV2_per_Hz,uV2
1,10,T9,stored,delta,1.0,4.0,597.332998675217,0.5021940377999471,total_power_1_45_hz,1189.4466156787973,3.0,uV2_per_Hz,uV2
1,10,T10,stored,delta,1.0,4.0,144.0630837326886,0.49489103583360133,total_power_1_45_hz,291.1006126632032,3.0,uV2_per_Hz,uV2
1,10,TP7,stored,delta,1.0,4.0,627.510553238758,0.49101749109248827,total_power_1_45_hz,1277.9800406754957,3.0,uV2_per_Hz,uV2
1,10,TP8,stored,delta,1.0,4.0,334.0804594975527,0.5410508179470057,total_power_1_45_hz,617.4659540580805,3.0,uV2_per_Hz,uV2
1,10,P7,stored,delta,1.0,4.0,653.2241606335975,0.4647844759566751,total_power_1_45_hz,1405.4345496136748,3.0,uV2_per_Hz,uV2
1,10,P5,stored,delta,1.0,4.0,784.2893470814731,0.5159012525926729,total_power_1_45_hz,1520.2315232614962,3.0,uV2_per_Hz,uV2
1,10,P3,stored,delta,1.0,4.0,829.1086826212479,0.5356305707237274,total_power_1_45_hz,1547.9114298890406,3.0,uV2_per_Hz,uV2
1,10,P1,stored,delta,1.0,4.0,892.8409597284344,0.556906943908076,total_power_1_45_hz,1603.2139112199834,3.0,uV2_per_Hz,uV2
1,10,Pz,stored,delta,1.0,4.0,919.1113791053579,0.5752710680452352,total_power_1_45_hz,1597.701379679128,3.0,uV2_per_Hz,uV2
1,10,P2,stored,delta,1.0,4.0,805.6234918908267,0.5560285637931962,total_power_1_45_hz,1448.8886800974894,3.0,uV2_per_Hz,uV2
1,10,P4,stored,delta,1.0,4.0,700.1812147649605,0.5468524695578137,total_power_1_45_hz,1280.3841140758288,3.0,uV2_per_Hz,uV2
1,10,P6,stored,delta,1.0,4.0,548.4858416126034,0.5352813468386578,total_power_1_45_hz,1024.6683260157124,3.0,uV2_per_Hz,uV2
