subject,study_role,estimate_type,held_out_run,training_runs,peak_frequency_hz,candidate_frequency_hz,peak_prominence_db,peak_width_hz,peak_quality,method_available,failure_reason,search_low_hz,search_high_hz,minimum_prominence_db,band_low_hz,band_high_hz,rest_epoch_count,central_roi,frequency_estimation_data,task_outcome_used_for_peak
43,held_out_method_evaluation,independent_single_run,,14,11.5,11.5,7.460852462067223,1.4344372202510702,well_defined_interior,True,,7.0,14.0,1.0,10.5,12.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
43,held_out_method_evaluation,leave_one_run_out,6,10/14,11.5,11.5,7.741090359756882,1.4151072977722943,well_defined_interior,True,,7.0,14.0,1.0,10.5,12.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
43,held_out_method_evaluation,leave_one_run_out,10,6/14,11.5,11.5,6.739620377402602,1.025843501484034,well_defined_interior,True,,7.0,14.0,1.0,10.5,12.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
43,held_out_method_evaluation,leave_one_run_out,14,6/10,11.5,11.5,6.792490021548048,0.8888367509929029,well_defined_interior,True,,7.0,14.0,1.0,10.5,12.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
45,held_out_method_evaluation,independent_single_run,,6,9.0,9.0,4.0432484070420145,1.2276788701363663,well_defined_interior,True,,7.0,14.0,1.0,8.0,10.0,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
45,held_out_method_evaluation,independent_single_run,,10,12.0,12.0,5.787059176000525,1.7200114462100826,well_defined_interior,True,,7.0,14.0,1.0,11.0,13.0,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
45,held_out_method_evaluation,independent_single_run,,14,11.5,11.5,6.181460589005638,1.768368268360553,well_defined_interior,True,,7.0,14.0,1.0,10.5,12.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
45,held_out_method_evaluation,leave_one_run_out,6,10/14,11.5,11.5,5.103126738575668,2.4230348294102804,well_defined_interior,True,,7.0,14.0,1.0,10.5,12.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
45,held_out_method_evaluation,leave_one_run_out,10,6/14,11.5,11.5,3.9760887964831824,2.4144389813566853,well_defined_interior,True,,7.0,14.0,1.0,10.5,12.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
45,held_out_method_evaluation,leave_one_run_out,14,6/10,12.0,12.0,4.508845880925094,1.3075289621372583,well_defined_interior,True,,7.0,14.0,1.0,11.0,13.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
47,held_out_method_evaluation,independent_single_run,,6,9.5,9.5,4.607506743869578,0.8834281026218846,well_defined_interior,True,,7.0,14.0,1.0,8.5,10.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
47,held_out_method_evaluation,independent_single_run,,10,9.0,9.0,5.443645790212216,2.8637270545767235,well_defined_interior,True,,7.0,14.0,1.0,8.0,10.0,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
47,held_out_method_evaluation,independent_single_run,,14,9.75,9.75,3.4276327542013405,1.8045340324980663,well_defined_interior,True,,7.0,14.0,1.0,8.75,10.75,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
47,held_out_method_evaluation,leave_one_run_out,6,10/14,9.0,9.0,3.992364162328883,2.841580116798291,well_defined_interior,True,,7.0,14.0,1.0,8.0,10.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
47,held_out_method_evaluation,leave_one_run_out,10,6/14,9.75,9.75,3.4516950147131524,0.9549166338412727,well_defined_interior,True,,7.0,14.0,1.0,8.75,10.75,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
47,held_out_method_evaluation,leave_one_run_out,14,6/10,10.0,10.0,3.596806733760104,2.6278063216329812,well_defined_interior,True,,7.0,14.0,1.0,9.0,11.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
49,held_out_method_evaluation,independent_single_run,,6,7.75,7.75,2.157552585593237,1.262302196213788,well_defined_interior,True,,7.0,14.0,1.0,6.75,8.75,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
49,held_out_method_evaluation,independent_single_run,,10,10.0,10.0,1.7107381878468004,0.4464983946063916,well_defined_interior,True,,7.0,14.0,1.0,9.0,11.0,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
49,held_out_method_evaluation,independent_single_run,,14,7.75,7.75,2.0678652030222935,0.296391242776619,well_defined_interior,True,,7.0,14.0,1.0,6.75,8.75,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
49,held_out_method_evaluation,leave_one_run_out,6,10/14,11.5,11.5,1.1998906159606122,0.35885874129494066,well_defined_interior,True,,7.0,14.0,1.0,10.5,12.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
49,held_out_method_evaluation,leave_one_run_out,10,6/14,7.75,7.75,1.3862583270593092,0.3058623887561479,well_defined_interior,True,,7.0,14.0,1.0,6.75,8.75,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
49,held_out_method_evaluation,leave_one_run_out,14,6/10,,7.0,2.907999620020334,,boundary_candidate,False,search_boundary_maximum,7.0,14.0,1.0,,,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
51,held_out_method_evaluation,independent_single_run,,6,11.75,11.75,2.904554542597424,0.702878124593485,well_defined_interior,True,,7.0,14.0,1.0,10.75,12.75,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
51,held_out_method_evaluation,independent_single_run,,10,10.0,10.0,1.7633601193341235,0.6496709659483626,well_defined_interior,True,,7.0,14.0,1.0,9.0,11.0,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
51,held_out_method_evaluation,independent_single_run,,14,12.0,12.0,2.5054769313059353,0.39718096867628816,well_defined_interior,True,,7.0,14.0,1.0,11.0,13.0,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
51,held_out_method_evaluation,leave_one_run_out,6,10/14,10.0,10.0,1.3996131046415883,0.3129050273807592,well_defined_interior,True,,7.0,14.0,1.0,9.0,11.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
51,held_out_method_evaluation,leave_one_run_out,10,6/14,12.0,12.0,2.513225045802301,0.6867914715596086,well_defined_interior,True,,7.0,14.0,1.0,11.0,13.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
51,held_out_method_evaluation,leave_one_run_out,14,6/10,11.75,11.75,1.7745669449313368,0.6064743043800194,well_defined_interior,True,,7.0,14.0,1.0,10.75,12.75,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
53,held_out_method_evaluation,independent_single_run,,6,13.25,13.25,1.91881184266407,0.58630877274038,well_defined_interior,True,,7.0,14.0,1.0,12.25,14.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
53,held_out_method_evaluation,independent_single_run,,10,11.5,11.5,3.6320739944498257,1.0521988235704587,well_defined_interior,True,,7.0,14.0,1.0,10.5,12.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
53,held_out_method_evaluation,independent_single_run,,14,12.5,12.5,2.3798299061470374,0.42998905402079224,well_defined_interior,True,,7.0,14.0,1.0,11.5,13.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
53,held_out_method_evaluation,leave_one_run_out,6,10/14,11.75,11.75,2.245601559037368,1.540245684191981,well_defined_interior,True,,7.0,14.0,1.0,10.75,12.75,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
53,held_out_method_evaluation,leave_one_run_out,10,6/14,12.5,12.5,1.3233060081186636,0.30332164180207055,well_defined_interior,True,,7.0,14.0,1.0,11.5,13.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
53,held_out_method_evaluation,leave_one_run_out,14,6/10,11.5,11.5,2.602202171429113,0.9343870211135714,well_defined_interior,True,,7.0,14.0,1.0,10.5,12.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
55,held_out_method_evaluation,independent_single_run,,6,10.5,10.5,6.714393815532162,1.2470480742406345,well_defined_interior,True,,7.0,14.0,1.0,9.5,11.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
55,held_out_method_evaluation,independent_single_run,,10,10.5,10.5,6.8985863970276,1.7349024571083156,well_defined_interior,True,,7.0,14.0,1.0,9.5,11.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
55,held_out_method_evaluation,independent_single_run,,14,10.5,10.5,7.03222531611317,0.8158348067904413,well_defined_interior,True,,7.0,14.0,1.0,9.5,11.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
55,held_out_method_evaluation,leave_one_run_out,6,10/14,10.5,10.5,6.704013037250377,0.9533027816197062,well_defined_interior,True,,7.0,14.0,1.0,9.5,11.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
55,held_out_method_evaluation,leave_one_run_out,10,6/14,10.5,10.5,6.534939008489914,0.8673981686413788,well_defined_interior,True,,7.0,14.0,1.0,9.5,11.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
55,held_out_method_evaluation,leave_one_run_out,14,6/10,10.5,10.5,6.364022436657024,1.5469719354792675,well_defined_interior,True,,7.0,14.0,1.0,9.5,11.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
57,held_out_method_evaluation,independent_single_run,,6,7.5,7.5,3.4839454329471806,0.6722828898645286,well_defined_interior,True,,7.0,14.0,1.0,6.5,8.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
57,held_out_method_evaluation,independent_single_run,,10,11.0,11.0,3.6530535677410114,0.8877226574609893,well_defined_interior,True,,7.0,14.0,1.0,10.0,12.0,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
57,held_out_method_evaluation,independent_single_run,,14,11.25,11.25,3.157008545507523,0.8871415498395891,well_defined_interior,True,,7.0,14.0,1.0,10.25,12.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
57,held_out_method_evaluation,leave_one_run_out,6,10/14,11.0,11.0,3.151208490210493,0.880959995706212,well_defined_interior,True,,7.0,14.0,1.0,10.0,12.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
57,held_out_method_evaluation,leave_one_run_out,10,6/14,11.25,11.25,2.3402287452654775,0.9340642522199025,well_defined_interior,True,,7.0,14.0,1.0,10.25,12.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
57,held_out_method_evaluation,leave_one_run_out,14,6/10,11.25,11.25,1.9797960827824568,0.9543014292785212,well_defined_interior,True,,7.0,14.0,1.0,10.25,12.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
59,held_out_method_evaluation,independent_single_run,,6,11.25,11.25,5.390417653110347,1.6421604557034977,well_defined_interior,True,,7.0,14.0,1.0,10.25,12.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
59,held_out_method_evaluation,independent_single_run,,10,11.75,11.75,4.264225072085068,4.4176879032764464,well_defined_interior,True,,7.0,14.0,1.0,10.75,12.75,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
59,held_out_method_evaluation,independent_single_run,,14,11.5,11.5,6.278365454137756,2.301144533016689,well_defined_interior,True,,7.0,14.0,1.0,10.5,12.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
59,held_out_method_evaluation,leave_one_run_out,6,10/14,11.75,11.75,3.7962613420700393,2.3457784125927055,well_defined_interior,True,,7.0,14.0,1.0,10.75,12.75,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
59,held_out_method_evaluation,leave_one_run_out,10,6/14,11.5,11.5,4.109555025253073,1.693229682476606,well_defined_interior,True,,7.0,14.0,1.0,10.5,12.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
59,held_out_method_evaluation,leave_one_run_out,14,6/10,11.75,11.75,4.301259996276741,2.8957057070960075,well_defined_interior,True,,7.0,14.0,1.0,10.75,12.75,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
61,held_out_method_evaluation,independent_single_run,,6,9.5,9.5,5.959284862030231,2.6593531821150016,well_defined_interior,True,,7.0,14.0,1.0,8.5,10.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
61,held_out_method_evaluation,independent_single_run,,10,9.5,9.5,6.930074125616315,2.767587893812567,well_defined_interior,True,,7.0,14.0,1.0,8.5,10.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
61,held_out_method_evaluation,independent_single_run,,14,9.75,9.75,5.708679347845347,2.085583991995634,well_defined_interior,True,,7.0,14.0,1.0,8.75,10.75,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
61,held_out_method_evaluation,leave_one_run_out,6,10/14,9.5,9.5,6.377678322911777,2.581631302870796,well_defined_interior,True,,7.0,14.0,1.0,8.5,10.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
61,held_out_method_evaluation,leave_one_run_out,10,6/14,9.5,9.5,5.740367206276318,2.5052760590907357,well_defined_interior,True,,7.0,14.0,1.0,8.5,10.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
61,held_out_method_evaluation,leave_one_run_out,14,6/10,9.5,9.5,6.596595978665718,2.7310135094244083,well_defined_interior,True,,7.0,14.0,1.0,8.5,10.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
63,held_out_method_evaluation,independent_single_run,,6,8.75,8.75,2.255336355308657,0.5522824074063297,well_defined_interior,True,,7.0,14.0,1.0,7.75,9.75,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
63,held_out_method_evaluation,independent_single_run,,10,11.0,11.0,2.232181620710719,0.4286491774698544,well_defined_interior,True,,7.0,14.0,1.0,10.0,12.0,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
63,held_out_method_evaluation,independent_single_run,,14,11.5,11.5,2.86458620582178,0.6513050956747941,well_defined_interior,True,,7.0,14.0,1.0,10.5,12.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
63,held_out_method_evaluation,leave_one_run_out,6,10/14,11.5,11.5,1.4941041346313284,0.525719144667633,well_defined_interior,True,,7.0,14.0,1.0,10.5,12.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
63,held_out_method_evaluation,leave_one_run_out,10,6/14,9.0,9.0,1.478015506425919,0.5906626067268383,well_defined_interior,True,,7.0,14.0,1.0,8.0,10.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
63,held_out_method_evaluation,leave_one_run_out,14,6/10,9.0,9.0,1.3483300390874149,0.49283699741698905,well_defined_interior,True,,7.0,14.0,1.0,8.0,10.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
65,held_out_method_evaluation,independent_single_run,,6,8.25,8.25,4.979171687886861,2.029192465224299,well_defined_interior,True,,7.0,14.0,1.0,7.25,9.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
65,held_out_method_evaluation,independent_single_run,,10,8.0,8.0,3.799762004496287,0.8269548295834694,well_defined_interior,True,,7.0,14.0,1.0,7.0,9.0,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
65,held_out_method_evaluation,independent_single_run,,14,7.75,7.75,5.419247267165133,1.5477533098806942,well_defined_interior,True,,7.0,14.0,1.0,6.75,8.75,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
65,held_out_method_evaluation,leave_one_run_out,6,10/14,8.0,8.0,4.31543134954515,1.3307468623664702,well_defined_interior,True,,7.0,14.0,1.0,7.0,9.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
65,held_out_method_evaluation,leave_one_run_out,10,6/14,8.25,8.25,4.473862104019048,1.850136555154399,well_defined_interior,True,,7.0,14.0,1.0,7.25,9.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
65,held_out_method_evaluation,leave_one_run_out,14,6/10,8.25,8.25,3.6755617482653378,1.6272149897467212,well_defined_interior,True,,7.0,14.0,1.0,7.25,9.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
67,held_out_method_evaluation,independent_single_run,,6,11.75,11.75,4.056798515251444,1.4764192846474669,well_defined_interior,True,,7.0,14.0,1.0,10.75,12.75,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
67,held_out_method_evaluation,independent_single_run,,10,12.25,12.25,3.857820519909552,0.6321109374744669,well_defined_interior,True,,7.0,14.0,1.0,11.25,13.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
67,held_out_method_evaluation,independent_single_run,,14,10.5,10.5,3.2191883340775576,1.5144710577785516,well_defined_interior,True,,7.0,14.0,1.0,9.5,11.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
67,held_out_method_evaluation,leave_one_run_out,6,10/14,12.25,12.25,2.3554783576326344,2.2414356095044927,well_defined_interior,True,,7.0,14.0,1.0,11.25,13.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
67,held_out_method_evaluation,leave_one_run_out,10,6/14,11.75,11.75,2.8606095598871093,1.7715492335059073,well_defined_interior,True,,7.0,14.0,1.0,10.75,12.75,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
67,held_out_method_evaluation,leave_one_run_out,14,6/10,11.25,11.25,2.4678117251624627,1.7984213622492624,well_defined_interior,True,,7.0,14.0,1.0,10.25,12.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
69,held_out_method_evaluation,independent_single_run,,6,9.5,9.5,3.639381793492319,2.13001661707828,well_defined_interior,True,,7.0,14.0,1.0,8.5,10.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
69,held_out_method_evaluation,independent_single_run,,10,9.75,9.75,4.5262148481207305,1.0475597879882441,well_defined_interior,True,,7.0,14.0,1.0,8.75,10.75,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
69,held_out_method_evaluation,independent_single_run,,14,11.5,11.5,3.7617748975077205,1.1731980719987867,well_defined_interior,True,,7.0,14.0,1.0,10.5,12.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
69,held_out_method_evaluation,leave_one_run_out,6,10/14,10.0,10.0,2.9465717094988975,1.1359688809183726,well_defined_interior,True,,7.0,14.0,1.0,9.0,11.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
69,held_out_method_evaluation,leave_one_run_out,10,6/14,10.0,10.0,2.32624968111908,0.8963652020418515,well_defined_interior,True,,7.0,14.0,1.0,9.0,11.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
69,held_out_method_evaluation,leave_one_run_out,14,6/10,9.75,9.75,3.4655507159150005,1.9062958840361577,well_defined_interior,True,,7.0,14.0,1.0,8.75,10.75,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
71,held_out_method_evaluation,independent_single_run,,6,12.5,12.5,9.942347400627881,0.8499796746643149,well_defined_interior,True,,7.0,14.0,1.0,11.5,13.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
71,held_out_method_evaluation,independent_single_run,,10,12.5,12.5,7.548482126075697,1.5648624270832663,well_defined_interior,True,,7.0,14.0,1.0,11.5,13.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
71,held_out_method_evaluation,independent_single_run,,14,12.0,12.0,3.897055949604436,0.6516154328776631,well_defined_interior,True,,7.0,14.0,1.0,11.0,13.0,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
71,held_out_method_evaluation,leave_one_run_out,6,10/14,12.25,12.25,5.40400512633272,1.7837241453261212,well_defined_interior,True,,7.0,14.0,1.0,11.25,13.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
71,held_out_method_evaluation,leave_one_run_out,10,6/14,12.5,12.5,5.644429253950975,1.6340121144176978,well_defined_interior,True,,7.0,14.0,1.0,11.5,13.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
71,held_out_method_evaluation,leave_one_run_out,14,6/10,12.5,12.5,8.707993178025305,1.266875121233448,well_defined_interior,True,,7.0,14.0,1.0,11.5,13.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
73,held_out_method_evaluation,independent_single_run,,6,12.5,12.5,3.825068134974501,0.6793668726946063,well_defined_interior,True,,7.0,14.0,1.0,11.5,13.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
73,held_out_method_evaluation,independent_single_run,,10,12.0,12.0,3.6898394408985524,0.6236362931349237,well_defined_interior,True,,7.0,14.0,1.0,11.0,13.0,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
73,held_out_method_evaluation,independent_single_run,,14,11.25,11.25,2.6216662373953312,0.5686083818145411,well_defined_interior,True,,7.0,14.0,1.0,10.25,12.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
73,held_out_method_evaluation,leave_one_run_out,6,10/14,11.25,11.25,2.265244568241215,2.862577953268546,well_defined_interior,True,,7.0,14.0,1.0,10.25,12.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
73,held_out_method_evaluation,leave_one_run_out,10,6/14,12.5,12.5,2.150636417480314,0.8646310476419936,well_defined_interior,True,,7.0,14.0,1.0,11.5,13.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
73,held_out_method_evaluation,leave_one_run_out,14,6/10,12.5,12.5,3.3987981929355016,1.228198955322326,well_defined_interior,True,,7.0,14.0,1.0,11.5,13.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
75,held_out_method_evaluation,independent_single_run,,6,11.5,11.5,3.081349601514205,0.7058539902193246,well_defined_interior,True,,7.0,14.0,1.0,10.5,12.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
75,held_out_method_evaluation,independent_single_run,,10,8.25,8.25,4.379911538061208,1.1626498987005383,well_defined_interior,True,,7.0,14.0,1.0,7.25,9.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
75,held_out_method_evaluation,independent_single_run,,14,7.75,7.75,3.3556808304759755,0.5253751642653388,well_defined_interior,True,,7.0,14.0,1.0,6.75,8.75,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
75,held_out_method_evaluation,leave_one_run_out,6,10/14,8.25,8.25,3.0802192982800705,1.4152371701104884,well_defined_interior,True,,7.0,14.0,1.0,7.25,9.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
75,held_out_method_evaluation,leave_one_run_out,10,6/14,11.5,11.5,1.966611980581689,0.6869279391820262,well_defined_interior,True,,7.0,14.0,1.0,10.5,12.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
75,held_out_method_evaluation,leave_one_run_out,14,6/10,8.25,8.25,2.474042786519746,0.3697125933097498,well_defined_interior,True,,7.0,14.0,1.0,7.25,9.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
77,held_out_method_evaluation,independent_single_run,,6,9.0,9.0,2.1338846762319434,0.3202621224546296,well_defined_interior,True,,7.0,14.0,1.0,8.0,10.0,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
77,held_out_method_evaluation,independent_single_run,,10,8.75,8.75,3.046879630316326,1.2587548373945172,well_defined_interior,True,,7.0,14.0,1.0,7.75,9.75,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
77,held_out_method_evaluation,independent_single_run,,14,8.25,8.25,2.3163196918350053,0.7801867510115459,well_defined_interior,True,,7.0,14.0,1.0,7.25,9.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
77,held_out_method_evaluation,leave_one_run_out,6,10/14,8.25,8.25,2.291191976416968,1.3245566153882458,well_defined_interior,True,,7.0,14.0,1.0,7.25,9.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
77,held_out_method_evaluation,leave_one_run_out,10,6/14,9.0,9.0,1.2601054265804095,0.2950323995603492,well_defined_interior,True,,7.0,14.0,1.0,8.0,10.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
77,held_out_method_evaluation,leave_one_run_out,14,6/10,9.0,9.0,1.4096573774383927,1.0789375987676526,well_defined_interior,True,,7.0,14.0,1.0,8.0,10.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
79,held_out_method_evaluation,independent_single_run,,6,8.5,8.5,3.0882670941798125,1.1218573974651285,well_defined_interior,True,,7.0,14.0,1.0,7.5,9.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
79,held_out_method_evaluation,independent_single_run,,10,8.5,8.5,2.1747789680533742,1.681207893223866,well_defined_interior,True,,7.0,14.0,1.0,7.5,9.5,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
79,held_out_method_evaluation,independent_single_run,,14,8.75,8.75,3.749701013037594,1.5732855340548562,well_defined_interior,True,,7.0,14.0,1.0,7.75,9.75,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
79,held_out_method_evaluation,leave_one_run_out,6,10/14,8.5,8.5,2.6906277576615594,1.6240519404647338,well_defined_interior,True,,7.0,14.0,1.0,7.5,9.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
79,held_out_method_evaluation,leave_one_run_out,10,6/14,8.5,8.5,3.0612751251796197,1.553321153438367,well_defined_interior,True,,7.0,14.0,1.0,7.5,9.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
79,held_out_method_evaluation,leave_one_run_out,14,6/10,8.5,8.5,1.955544045772612,1.0431641261092357,well_defined_interior,True,,7.0,14.0,1.0,7.5,9.5,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
81,held_out_method_evaluation,independent_single_run,,6,11.25,11.25,4.130793892395616,1.1950321980840526,well_defined_interior,True,,7.0,14.0,1.0,10.25,12.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
81,held_out_method_evaluation,independent_single_run,,10,11.0,11.0,4.6820245026653,0.9654258894898393,well_defined_interior,True,,7.0,14.0,1.0,10.0,12.0,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
81,held_out_method_evaluation,independent_single_run,,14,10.75,10.75,4.4726483510237784,2.280024573431391,well_defined_interior,True,,7.0,14.0,1.0,9.75,11.75,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
81,held_out_method_evaluation,leave_one_run_out,6,10/14,11.0,11.0,3.17929004337617,2.1672941040021563,well_defined_interior,True,,7.0,14.0,1.0,10.0,12.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
81,held_out_method_evaluation,leave_one_run_out,10,6/14,10.75,10.75,2.5946202012108017,2.191785951697347,well_defined_interior,True,,7.0,14.0,1.0,9.75,11.75,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
81,held_out_method_evaluation,leave_one_run_out,14,6/10,11.25,11.25,3.9487782465612185,1.2602653171305551,well_defined_interior,True,,7.0,14.0,1.0,10.25,12.25,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
83,held_out_method_evaluation,independent_single_run,,6,10.0,10.0,4.246855648329117,0.9635906365828566,well_defined_interior,True,,7.0,14.0,1.0,9.0,11.0,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
83,held_out_method_evaluation,independent_single_run,,10,10.0,10.0,4.363988156987702,0.8440336751780402,well_defined_interior,True,,7.0,14.0,1.0,9.0,11.0,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
83,held_out_method_evaluation,independent_single_run,,14,9.25,9.25,3.908065702464995,1.9877273347079947,well_defined_interior,True,,7.0,14.0,1.0,8.25,10.25,15,C3/Cz/C4_mean_log_psd,T0_rest_only,False
83,held_out_method_evaluation,leave_one_run_out,6,10/14,10.0,10.0,3.50699651725067,1.3657966921068234,well_defined_interior,True,,7.0,14.0,1.0,9.0,11.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
83,held_out_method_evaluation,leave_one_run_out,10,6/14,10.0,10.0,3.6554794948775964,1.3366979882793295,well_defined_interior,True,,7.0,14.0,1.0,9.0,11.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
83,held_out_method_evaluation,leave_one_run_out,14,6/10,10.0,10.0,4.076265262733131,0.8704765755164021,well_defined_interior,True,,7.0,14.0,1.0,9.0,11.0,30,C3/Cz/C4_mean_log_psd,T0_rest_only,False
